fecha_cartera,archivo,hoja,fila_excel_aprox,afp,fondo,valor,tipo_valor,participacion_reportada,grupo,entidad_administradora,isin,moneda,seccion,estado_identificacion,total_canonico,participacion_calculada_pct
2026-01-30,CA-0001-en2026.XLS,10,247,Habitat,3,4404.6058971417,miles_soles,0.0008833532199401109,101,JP MORGAN ASSET MANAGMENT (EUROPE),LU0248053877,USD,,isin,2736482.735417546,0.16095865835855983
2026-01-30,CA-0001-en2026.XLS,10,248,Prima,3,7.8231904000000005,miles_soles,2.5969509920638108e-06,101,JP MORGAN ASSET MANAGMENT (EUROPE),LU0318933560,USD,,isin,1760997.744240957,0.00044424761051423323
2026-01-30,CA-0001-en2026.XLS,10,249,Integra,3,12394.38462192,miles_soles,0.0036479356524707993,101,JP MORGAN ASSET MANAGMENT (EUROPE),LU0301639745,USD,,isin,2462373.921423915,0.5033510351162552
2026-01-30,CA-0001-en2026.XLS,10,253,Habitat,3,51804.5060272,miles_soles,0.010389505502916918,103,First Trust Advisors L.P.,US33738R7044,USD,,isin,2736482.735417546,1.8931055312978402
2026-01-30,CA-0001-en2026.XLS,10,254,Habitat,3,78475.62023886161,miles_soles,0.0157384550272207,103,First Trust Advisors L.P.,US33741X1028,USD,,isin,2736482.735417546,2.8677549915873093
2026-01-30,CA-0001-en2026.XLS,10,258,Prima,3,0.00017812440000000002,miles_soles,5.912937224316707e-11,105,Aberdeen Global Services S.A.,LU0132414144,USD,,isin,1760997.744240957,1.0114970367368471e-08
2026-01-30,CA-0001-en2026.XLS,10,262,Habitat,3,224.1509751158,miles_soles,4.495396188561376e-05,106,Invesco Management S.A.,LU1887442066,USD,,isin,2736482.735417546,0.008191207355876045
2026-01-30,CA-0001-en2026.XLS,10,264,Habitat,3,1.8218718013,miles_soles,3.653803222306022e-07,107,Groupama Asset Management,FR0010589325,EUR,,isin,2736482.735417546,6.65771348644014e-05
2026-01-30,CA-0001-en2026.XLS,10,264,Integra,3,2.5105393422000004,miles_soles,7.389060653439097e-07,107,Groupama Asset Management,FR0010589325,EUR,,isin,2462373.921423915,0.0001019560563226008
2026-01-30,CA-0001-en2026.XLS,10,265,Habitat,3,9.7515164364,miles_soles,1.9556876698055544e-06,107,Groupama Asset Management,LU0675296932,EUR,,isin,2736482.735417546,0.00035635220022362267
