afp,escenario,objetivo,observaciones,ratio_mediano,error_mediano_pct,error_p90_pct,ranking_afp
Profuturo,solo_isin,rv_y_fondos_exterior,133,0.7502043722129537,24.979562778704633,47.440870188759654,25
Profuturo,solo_isin_dedup_id_valor,rv_y_fondos_exterior,133,0.7502043722129537,24.979562778704633,47.440870188759654,26
Profuturo,hojas_identificadas_dedup_id_valor,fondos_mutuos_mas_etf,133,1.2666513700477509,26.665137004775087,73.65828585884127,27
Profuturo,solo_hojas_identificadas,fondos_mutuos_mas_etf,133,1.2666513700477509,26.665137004775087,73.65828585884127,28
Profuturo,solo_isin,total_exterior,133,0.7268275573824031,27.317244261759686,49.5413862304075,29
Profuturo,solo_isin_dedup_id_valor,total_exterior,133,0.7268275573824031,27.317244261759686,49.5413862304075,30
Profuturo,hojas_identificadas_dedup_id_valor,fondos_mutuos_exterior,133,1.3011958547159683,30.11958547159683,73.66164469030676,31
Profuturo,solo_hojas_identificadas,fondos_mutuos_exterior,133,1.3011958547159683,30.11958547159683,73.66164469030676,32
Profuturo,entidades_pendientes_dedup_id_valor,fondos_mutuos_mas_etf,133,1.16290421152269,67.11889886516022,165.19099517152193,33
Profuturo,solo_entidades_pendientes,fondos_mutuos_mas_etf,133,1.16290421152269,67.11889886516022,165.19099517152193,34
Profuturo,entidades_pendientes_dedup_id_valor,fondos_mutuos_exterior,133,1.16290421152269,67.1206695751375,165.20180062178204,35
Profuturo,solo_entidades_pendientes,fondos_mutuos_exterior,133,1.16290421152269,67.1206695751375,165.20180062178204,36
Profuturo,solo_fondos_sin_isin,fondos_mutuos_exterior,133,0.2551550905987951,74.48449094012048,95.7759335678495,37
Profuturo,solo_fondos_sin_isin,fondos_mutuos_mas_etf,133,0.25445554624018274,74.55444537598173,95.7759335678495,38
Profuturo,solo_fondos_sin_isin,administradoras_fondos_exterior,133,0.19247891400425948,80.75210859957404,95.7759335678495,39
Profuturo,solo_fondos_sin_isin,fondos_exterior_amplio,133,0.19247737135148518,80.75226286485149,95.7759335678495,40
Profuturo,solo_fondos_sin_isin,rv_y_fondos_exterior,133,0.19247737135148518,80.75226286485149,95.81838073540413,41
Profuturo,solo_fondos_sin_isin,total_exterior,133,0.17894480494871345,82.10551950512865,95.87622079988542,42
Profuturo,todas_las_filas,total_exterior,133,2.0404822208179647,104.04822208179647,114.81552056527065,43
Profuturo,todas_las_filas,rv_y_fondos_exterior,133,2.0884794962344655,108.84794962344655,126.06210942952788,44
Profuturo,todas_las_filas,fondos_exterior_amplio,133,2.1092112201745614,110.92112201745614,128.77888913405494,45
Profuturo,todas_las_filas,administradoras_fondos_exterior,133,2.1122249369774626,111.22249369774626,129.0506447171571,46
Profuturo,todas_las_filas,fondos_mutuos_mas_etf,133,2.273647444037715,127.3647444037715,342.00696254115996,47
Profuturo,todas_las_filas,fondos_mutuos_exterior,133,2.273647444037715,127.3647444037715,342.05042956265004,48
