afp,modelo,referencia,metrica,n_dm,dm_estadistico,dm_pvalor,diferencia_media_perdida
Integra,ARDL_OLS,RIDGE,error_absoluto_cuota_5d,593,-0.1547028970658658,0.8770555459652316,-2.920048095379822e-05
Integra,ARDL_RIDGE,RIDGE,error_absoluto_cuota_5d,593,-0.15470436229651982,0.8770543907869206,-2.9200737871904082e-05
Prima,OLS,RIDGE,error_absoluto_diario,593,-5.375204710849097,7.649572153489714e-08,-3.808695161669847e-10
Prima,RIDGE,RIDGE,error_absoluto_diario,593,,,0.0
Prima,ELASTIC_NET,RIDGE,error_absoluto_diario,593,5.013603857189398,5.341991196061713e-07,9.179360269833834e-07
Prima,HUBER,RIDGE,error_absoluto_diario,593,3.1834413453668633,0.00145535595988866,5.070399910076405e-05
Prima,LAD_Q50,RIDGE,error_absoluto_diario,593,4.073979886241359,4.621647479874369e-05,9.71237936657152e-05
Prima,ARDL_OLS,RIDGE,error_absoluto_diario,593,2.1770637068840775,0.029475814481117357,0.00013143261438091052
Prima,ARDL_RIDGE,RIDGE,error_absoluto_diario,593,2.1770688796980058,0.029475428583565666,0.000131432905103809
Prima,OLS,RIDGE,error_absoluto_cuota_5d,593,-2.792655264127367,0.0052277372403564115,-5.642726909673083e-10
Prima,RIDGE,RIDGE,error_absoluto_cuota_5d,593,,,0.0
Prima,ELASTIC_NET,RIDGE,error_absoluto_cuota_5d,593,2.392024560609156,0.016755721074385832,1.2746597812837136e-06
Prima,HUBER,RIDGE,error_absoluto_cuota_5d,593,4.177973663268231,2.941177017778962e-05,0.00013877965902385738
Prima,LAD_Q50,RIDGE,error_absoluto_cuota_5d,593,4.0435903648122595,5.263885482742481e-05,0.00021331811063236603
Prima,ARDL_OLS,RIDGE,error_absoluto_cuota_5d,593,-0.1622165440492259,0.8711353320801716,-3.0532693037048226e-05
Prima,ARDL_RIDGE,RIDGE,error_absoluto_cuota_5d,593,-0.16221598212424007,0.8711357745710955,-3.053256875377072e-05
Profuturo,OLS,RIDGE,error_absoluto_diario,593,-2.2150920492440496,0.026753747057563615,-6.600451630568716e-11
Profuturo,RIDGE,RIDGE,error_absoluto_diario,593,,,0.0
Profuturo,ELASTIC_NET,RIDGE,error_absoluto_diario,593,2.3960355926779253,0.016573480860010648,1.146042837323734e-07
Profuturo,HUBER,RIDGE,error_absoluto_diario,593,2.523635450127935,0.011614830571054613,3.349371495132448e-05
Profuturo,LAD_Q50,RIDGE,error_absoluto_diario,593,2.9457061923101784,0.0032221830653256234,6.556486577972803e-05
Profuturo,ARDL_OLS,RIDGE,error_absoluto_diario,593,1.0446117980313956,0.29620242456334855,5.998639207153837e-05
Profuturo,ARDL_RIDGE,RIDGE,error_absoluto_diario,593,1.044611409176302,0.296202604356802,5.998634371247497e-05
Profuturo,OLS,RIDGE,error_absoluto_cuota_5d,593,-2.114552652000918,0.034468092747736545,-1.8584872932340388e-10
Profuturo,RIDGE,RIDGE,error_absoluto_cuota_5d,593,,,0.0
Profuturo,ELASTIC_NET,RIDGE,error_absoluto_cuota_5d,593,3.1839685207409625,0.001452708095367461,3.374484791448284e-07
Profuturo,HUBER,RIDGE,error_absoluto_cuota_5d,593,3.593334150773614,0.0003264734787873369,8.88378867316399e-05
Profuturo,LAD_Q50,RIDGE,error_absoluto_cuota_5d,593,3.400375131118564,0.0006729346331817432,0.0001604661130770031
Profuturo,ARDL_OLS,RIDGE,error_absoluto_cuota_5d,593,-0.9700328114302198,0.3320301373558694,-0.00018194213096732717
Profuturo,ARDL_RIDGE,RIDGE,error_absoluto_cuota_5d,593,-0.9700342842427413,0.33202940324854424,-0.00018194224105057752
