anio,mes,archivo,hoja,fila_excel_aprox,columna_excel_aprox,valor,palabras_detectadas
2026,5,FP-1356-my2026.XLS,Fondo2xIntru,7,8,Monto,monto
2026,5,FP-1356-my2026.XLS,Fondo2xIntru,7,10,Monto,monto
2026,5,FP-1356-my2026.XLS,Fondo2xIntru,7,12,Monto,monto
2026,5,FP-1356-my2026.XLS,Fondo2xIntru,47,3,Titulos con Derecho de Participación,participación
2026,5,FP-1356-my2026.XLS,Fondo3xIntru,2,1,Cartera Administrada del Fondo de Pensiones Tipo 3 por Instrumento Financiero y AFP,instrumento | cartera
2026,5,FP-1356-my2026.XLS,Fondo3xIntru,6,4,Habitat,habitat
2026,5,FP-1356-my2026.XLS,Fondo3xIntru,6,6,Integra,integra
2026,5,FP-1356-my2026.XLS,Fondo3xIntru,6,8,Prima,prima
2026,5,FP-1356-my2026.XLS,Fondo3xIntru,6,10,Profuturo,profuturo
2026,5,FP-1356-my2026.XLS,Fondo3xIntru,7,4,Monto,monto
2026,5,FP-1356-my2026.XLS,Fondo3xIntru,7,6,Monto,monto
2026,5,FP-1356-my2026.XLS,Fondo3xIntru,7,8,Monto,monto
2026,5,FP-1356-my2026.XLS,Fondo3xIntru,7,10,Monto,monto
2026,5,FP-1356-my2026.XLS,Fondo3xIntru,7,12,Monto,monto
2026,5,FP-1356-my2026.XLS,Fondo3xIntru,47,3,Titulos con Derecho de Participación,participación
