afp,modelo,segmento,n_residuos,ljungbox_p_lag5,ljungbox_p_lag10,ljungbox_p_lag20,arch_lm_p_lag10,asimetria_residual,curtosis_exceso_residual
Integra,RIDGE,validacion,593,0.28236000128824684,0.17071317201227687,0.1240271261892022,0.999999920821025,4.7180220557022166,74.19961747440794
Integra,RIDGE,prueba,593,0.9582426599426879,0.2830663845071416,0.018720611200422056,6.121225816634069e-13,0.07910237037187375,5.178746368801402
Integra,ELASTIC_NET,entrenamiento,1779,2.2876065386944834e-11,8.401336634866785e-11,1.6846672464901977e-09,6.797913141358959e-38,-0.6287475697455462,4.697323655368476
Integra,ELASTIC_NET,validacion,593,0.2818723470387561,0.1705042646232549,0.12404554031792082,0.9999999209613896,4.718083937286529,74.20393987863585
Integra,ELASTIC_NET,prueba,593,0.9583907580461791,0.2833019522876869,0.018737118101279933,6.121460747143114e-13,0.07885585952695068,5.178195696574328
Integra,HUBER,entrenamiento,1779,1.1215991700376922e-14,5.6487903822003476e-14,1.977152675942468e-12,1.4613854835358877e-39,-0.6875576276774505,5.494846023838832
Integra,HUBER,validacion,593,0.16198659275842825,0.11411029058515479,0.11477924090415469,0.9999999462904218,4.663342247382357,74.16707330475704
Integra,HUBER,prueba,593,0.9890808620361368,0.37861937993160355,0.027561834690940205,6.68560089202725e-13,0.02845366071126118,5.136365306821961
Integra,LAD_Q50,entrenamiento,1779,1.0510277366603075e-16,6.245258575276067e-16,2.8237998107231992e-14,1.2180013228572232e-41,-0.7368289869281692,5.991358587037379
Integra,LAD_Q50,validacion,593,0.10376526187382969,0.08121242161900179,0.10357607387296441,0.9999999480196858,4.651384314267936,74.48158338963144
Integra,LAD_Q50,prueba,593,0.9961346543212865,0.422730516129763,0.030914587193131962,8.63766525663324e-13,-0.035045578876685995,4.968165546312904
Integra,ARDL_OLS,entrenamiento,1776,0.6011779831505015,0.2910682229033668,0.6155672295212988,5.174405618035893e-38,-0.3838614186171348,3.3614779682325135
Integra,ARDL_OLS,validacion,593,0.2860487373893164,0.09517355521817562,0.050494494770960414,0.9999999983742764,4.666337410496224,73.23765997772736
Integra,ARDL_OLS,prueba,593,0.12876647789334342,0.03373375609117121,0.0014916267505507006,6.6235609361994845e-12,0.16417334538817366,4.819945340791895
Integra,ARDL_RIDGE,entrenamiento,1776,0.6011779124184015,0.2910678964536779,0.6155668854242622,5.174360611901893e-38,-0.38386165844987974,3.361479875135271
Integra,ARDL_RIDGE,validacion,593,0.2860494788561069,0.09517380932401763,0.050494684451516655,0.9999999983742789,4.666338366563806,73.23767868763827
Integra,ARDL_RIDGE,prueba,593,0.12876638618435302,0.033733713986553,0.0014916235940406616,6.623564587998248e-12,0.1641731583184466,4.819944618989307
Prima,OLS,entrenamiento,1779,1.0965970832826923e-09,3.3169759362525537e-09,4.645317505210448e-08,1.768471875776749e-47,-0.4317714506008111,5.035996773853515
Prima,OLS,validacion,593,0.07407980116522264,0.08985452764774984,0.01725332805783527,1.1952410670956296e-08,-0.07885829532373911,3.529970458690647
Prima,OLS,prueba,593,0.967091278664358,0.4330210696382064,0.013223559389902984,0.0012686838041857055,-0.3762665106991322,11.691802413722746
Prima,RIDGE,entrenamiento,1779,1.0965715041980493e-09,3.316904375644052e-09,4.645210248168569e-08,1.7684513735805687e-47,-0.43177186234833764,5.035998919935828
Prima,RIDGE,validacion,593,0.0740796605532277,0.08985431358901887,0.017253283691291352,1.195232214755186e-08,-0.07885854730615723,3.52997171148348
Prima,RIDGE,prueba,593,0.967091304741786,0.433020984355463,0.013223560985327688,0.0012686827613659125,-0.376266924768233,11.691798731294883
Prima,ELASTIC_NET,entrenamiento,1779,1.0585086568260033e-09,3.216973762109582e-09,4.4771635573393486e-08,1.8238421365835892e-47,-0.43232979368197505,5.038950082097596
Prima,ELASTIC_NET,validacion,593,0.07381703256753766,0.08943851025359577,0.01716614834347319,1.174470864967999e-08,-0.07940036861817985,3.531996987866857
Prima,ELASTIC_NET,prueba,593,0.967113903558793,0.4326630038933299,0.01322174686603383,0.001265770944930748,-0.37740997947599125,11.682339916368562
Prima,HUBER,entrenamiento,1779,1.6900829031110485e-13,6.602026060978078e-13,1.4143355505383473e-11,9.02143524044014e-53,-0.5444813215051905,6.269323575624238
Prima,HUBER,validacion,593,0.010065737689738294,0.017215512722564538,0.005796404350827326,8.905405333864455e-10,-0.1539535387089832,3.9934515614859123
Prima,HUBER,prueba,593,0.9825827704996636,0.4852376064462659,0.01499630926829691,0.001028824909602956,-0.417493269215905,11.205741336606227
Prima,LAD_Q50,entrenamiento,1779,3.2216521131736263e-15,1.359729330045411e-14,3.4209616321141464e-13,1.1467449032977744e-56,-0.6069810917531433,6.797346433733276
Prima,LAD_Q50,validacion,593,0.004593707949791242,0.008756535746509465,0.0034697713402681504,4.061969016925859e-10,-0.17885229983791626,4.178486879047592
Prima,LAD_Q50,prueba,593,0.9875228889813712,0.4984442008232868,0.015948932794803264,0.0009460000013841814,-0.4601394789987329,10.769113445364235
Prima,ARDL_OLS,entrenamiento,1776,0.09261294460730861,0.08899414998721551,0.10417615084340374,4.873038972833758e-42,-0.2163894166615607,4.480199925446827
Prima,ARDL_OLS,validacion,593,0.5819985095937179,0.021848855365494756,0.0003541149856320149,6.501840352540307e-13,0.029202854801310307,4.079822700060028
Prima,ARDL_OLS,prueba,593,0.06868611069670184,0.02711963183219274,0.00028768084637293036,6.962303415605217e-05,-0.11397729189155999,9.287506659453145
Prima,ARDL_RIDGE,entrenamiento,1776,0.0926127963773993,0.08899399752490836,0.1041761035522412,4.872641829394757e-42,-0.21638996841263497,4.480202074253047
Prima,ARDL_RIDGE,validacion,593,0.5819994477494478,0.021848920280789243,0.0003541161431200062,6.501866955203919e-13,0.02920262930377623,4.079823551583404
Prima,ARDL_RIDGE,prueba,593,0.06868601917623898,0.02711958783542898,0.00028768053680586735,6.962312066359517e-05,-0.113977687162587,9.287505450722483
Profuturo,OLS,entrenamiento,1779,8.836749829498971e-06,3.5093268256536726e-05,0.00019628215258360346,8.019667683180126e-43,-0.5650299300636948,4.546715009219857
Profuturo,OLS,validacion,593,0.1532127111425204,0.1821678961834966,0.007854224820807372,1.1137843466808394e-09,-0.07486086775049539,3.4239308453950486
Profuturo,OLS,prueba,593,0.8691273869872751,0.15640382185615306,0.0045668790238351286,6.075564001037177e-12,-0.1757517082148401,4.096816894180765
Profuturo,RIDGE,entrenamiento,1779,8.836725746518102e-06,3.509314537796866e-05,0.0001962814610260896,8.0194590825288e-43,-0.5650301087688605,4.546715310309607
Profuturo,RIDGE,validacion,593,0.153212477643105,0.1821678112947625,0.00785423247805566,1.1137875041405292e-09,-0.07486084724451704,3.4239312730565725
Profuturo,RIDGE,prueba,593,0.8691274952432738,0.15640380742583718,0.004566876239091427,6.075554254527693e-12,-0.17575188578113174,4.096816853344138
Profuturo,ELASTIC_NET,entrenamiento,1779,8.712995466551071e-06,3.463531657003253e-05,0.00019405723379675531,7.761486018310997e-43,-0.5652572303766378,4.548701683894662
Profuturo,ELASTIC_NET,validacion,593,0.15261743328341837,0.18164112993535983,0.007843978599868474,1.108560451031005e-09,-0.07499962067342039,3.425353126681224
Profuturo,ELASTIC_NET,prueba,593,0.8692911438429555,0.15653845540516764,0.004571565779585222,6.059842834852869e-12,-0.17597929725526348,4.097197375853014
Profuturo,HUBER,entrenamiento,1779,9.23215835071935e-08,5.301700755843145e-07,5.2558878301071285e-06,3.530129471818283e-46,-0.6218385028506302,5.198465472672876
Profuturo,HUBER,validacion,593,0.04451229823982053,0.06447336530283178,0.004006746456635192,1.3725760143408208e-10,-0.12557596190160833,3.835638169205314
Profuturo,HUBER,prueba,593,0.8899804772224487,0.2090693562700105,0.007154728838877898,3.880098925101241e-12,-0.21981697343204526,4.2341494135350715
Profuturo,LAD_Q50,entrenamiento,1779,7.520787581878508e-09,4.602399460878257e-08,5.862986917866298e-07,4.121860089654368e-49,-0.6686073635400018,5.553647477205519
Profuturo,LAD_Q50,validacion,593,0.018594874814891804,0.03319291135519385,0.0028182969972094137,5.389864412889888e-11,-0.14791545696422945,4.05004147914375
Profuturo,LAD_Q50,prueba,593,0.8990046412208644,0.23065546823949556,0.008030853685623977,3.176725260716642e-12,-0.2650669672624974,4.295075594184998
Profuturo,ARDL_OLS,entrenamiento,1776,0.45766150515211146,0.22773484310371553,0.4453866125011527,2.953416103651458e-51,-0.3544336832648732,3.5523955672211844
Profuturo,ARDL_OLS,validacion,593,0.2862872628705147,0.12457740822377594,0.0009554589997254752,3.0971629713979736e-13,-0.044232439604591285,3.2034649067213046
Profuturo,ARDL_OLS,prueba,593,0.28954988995460573,0.04306797289828365,0.0009528231735217295,3.428055685400086e-12,0.00174561612630823,3.8943329414446284
Profuturo,ARDL_RIDGE,entrenamiento,1776,0.4576614878660372,0.22773440331335268,0.4453862901076279,2.9533490552020895e-51,-0.354433980322836,3.552397280038339
Profuturo,ARDL_RIDGE,validacion,593,0.286288045575227,0.12457789662382958,0.0009554663162012198,3.097199524287511e-13,-0.04423234976265135,3.20346617403968
Profuturo,ARDL_RIDGE,prueba,593,0.28954974913927295,0.043067910587644705,0.00095282079471792,3.428045631496239e-12,0.0017453905258228504,3.8943333767905184
