fecha_cartera,archivo,hoja,fila_excel_aprox,afp,fondo,valor,tipo_valor,participacion_reportada,identificador_especifico,categoria_instrumento,estado_pareja,moneda,total_canonico,participacion_calculada_pct,estado_refinado,fila_categoria_origen,total_refinado,participacion_hoja3_refinada_pct,motivo,fuente,grupo,entidad_administradora,isin,seccion,estado_identificacion,instrumento_sin_isin,fila_instrumento_origen,participacion_hoja10_refinada_pct
2026-01-30,CA-0001-en2026.XLS,10,639,Integra,3,1616.64,miles_soles,0.0004758121417969,,,,USD,2462373.921423915,0.0656537167622839,entidad_sin_isin_pendiente,,2093586.452720453,,sin_isin_y_sin_pareja_de_fondo,hoja_10,333.0,The Bank of Nova Scotia,,,entidad_sin_isin,,,0.07721868843291864
2026-01-30,CA-0001-en2026.XLS,10,28,Prima,3,61106.7070471364,miles_soles,0.0202847067978575,,,,,1760997.744240957,3.470004845092815,entidad_sin_isin_pendiente,,1717998.2934177178,,sin_isin_y_sin_pareja_de_fondo,hoja_10,22.0,JP MORGAN CHASE & CO,,,entidad_sin_isin,,,3.5568549329332066
2026-01-30,CA-0001-en2026.XLS,10,30,Prima,3,17.13025881,miles_soles,5.686483434039818e-06,,,,,1760997.744240957,0.0009727587026173,entidad_sin_isin_pendiente,,1717998.2934177178,,sin_isin_y_sin_pareja_de_fondo,hoja_10,24.0,CAD,,,entidad_sin_isin,,,0.0009971056942042558
2026-01-30,CA-0001-en2026.XLS,10,32,Prima,3,26068.555835012,miles_soles,0.0086536001907105,,,,,1760997.744240957,1.4803287466020196,entidad_sin_isin_pendiente,,1717998.2934177178,,sin_isin_y_sin_pareja_de_fondo,hoja_10,26.0,EUR,,,entidad_sin_isin,,,1.5173796117778586
2026-01-30,CA-0001-en2026.XLS,10,33,Prima,3,10657.6573229144,miles_soles,0.0035378678445329,,,,,1760997.744240957,0.6052056203801766,entidad_sin_isin_pendiente,,1717998.2934177178,,sin_isin_y_sin_pareja_de_fondo,hoja_10,27.0,GBP,,,entidad_sin_isin,,,0.620353196143896
2026-01-30,CA-0001-en2026.XLS,10,37,Prima,3,24363.363630400003,miles_soles,0.0080875522791799,,,,,1760997.744240957,1.383497719408002,entidad_sin_isin_pendiente,,1717998.2934177178,,sin_isin_y_sin_pareja_de_fondo,hoja_10,31.0,USD,,,entidad_sin_isin,,,1.418125019317248
2026-01-30,CA-0001-en2026.XLS,10,40,Prima,3,4426.536399039999,miles_soles,0.0014694130533872,,,,,1760997.744240957,0.251365250950277,entidad_sin_isin_pendiente,,1717998.2934177178,,sin_isin_y_sin_pareja_de_fondo,hoja_10,34.0,SOCIETE GENERALE ASSET MANAGEMENT,,,entidad_sin_isin,,,0.2576566237579912
2026-01-30,CA-0001-en2026.XLS,10,41,Prima,3,4426.536399039999,miles_soles,0.0014694130533872,,,,,1760997.744240957,0.251365250950277,entidad_sin_isin_pendiente,,1717998.2934177178,,sin_isin_y_sin_pareja_de_fondo,hoja_10,35.0,USD,,,entidad_sin_isin,,,0.2576566237579912
2026-01-30,CA-0001-en2026.XLS,10,44,Profuturo,3,74677.628093396,miles_soles,0.0209851568356518,,,,,2445016.2933374285,3.0542793639817263,entidad_sin_isin_pendiente,,2133992.3517688075,,sin_isin_y_sin_pareja_de_fondo,hoja_10,38.0,STATE STREET BANK AND TRUST COMPANY,,,entidad_sin_isin,,,3.49943278997686
2026-01-30,CA-0001-en2026.XLS,10,50,Profuturo,3,0.2858920064,miles_soles,8.033849956857073e-08,,,,,2445016.2933374285,1.1692846676688587e-05,entidad_sin_isin_pendiente,,2133992.3517688075,,sin_isin_y_sin_pareja_de_fondo,hoja_10,44.0,EUR,,,entidad_sin_isin,,,1.3397049251982183e-05
