afp,tipo_modelo,factor,lag,origen,coeficiente_estandarizado,abs_coeficiente
Habitat,CAMPEON_CON_INDICES,ret_BVL_PEN_UNACEM,0,CAMPEON_PRE_INDICES,1.012794503592252e-05,1.012794503592252e-05
Habitat,CAMPEON_CON_INDICES,ret_IDX_LOCAL_AUSTRALIA_S_P_ASX_200,0,INDICE_NATIVO_ADICION,-7.000949821290857e-06,7.000949821290857e-06
Integra,CAMPEON_PRE_INDICES,ret_USD_EPU,0,CAMPEON_PRE_INDICES,0.002028182937580024,0.002028182937580024
Integra,CAMPEON_PRE_INDICES,ret_USD_SPY,0,CAMPEON_PRE_INDICES,0.0010362316558686392,0.0010362316558686392
Integra,CAMPEON_PRE_INDICES,ret_PEN_FCX,1,CAMPEON_PRE_INDICES,0.0004443125828700379,0.0004443125828700379
Integra,CAMPEON_PRE_INDICES,ret_USD_COPX,0,CAMPEON_PRE_INDICES,0.0004383866587290948,0.0004383866587290948
Integra,CAMPEON_CON_INDICES,ret_USD_EPU,0,CAMPEON_PRE_INDICES,0.0019685724483472474,0.0019685724483472474
Integra,CAMPEON_CON_INDICES,ret_USD_SPY,0,CAMPEON_PRE_INDICES,0.0009417986935114333,0.0009417986935114333
Integra,CAMPEON_CON_INDICES,ret_PEN_FCX,1,CAMPEON_PRE_INDICES,0.0004417117813287364,0.0004417117813287364
Integra,CAMPEON_CON_INDICES,ret_USD_COPX,0,CAMPEON_PRE_INDICES,0.000421451900373022,0.000421451900373022
Integra,CAMPEON_CON_INDICES,ret_IDX_PEN_PA_SES_BAJOS_AEX,0,INDICE_NATIVO_ADICION,0.0003839613137536196,0.0003839613137536196
Prima,CAMPEON_PRE_INDICES,ret_USD_EPU,0,CAMPEON_PRE_INDICES,0.0018913152221434048,0.0018913152221434048
Prima,CAMPEON_PRE_INDICES,ret_USD_VWO,0,CAMPEON_PRE_INDICES,0.0010319356089756755,0.0010319356089756755
Prima,CAMPEON_PRE_INDICES,ret_USD_SPY,0,CAMPEON_PRE_INDICES,0.0006290746580842403,0.0006290746580842403
Prima,CAMPEON_CON_INDICES,ret_USD_EPU,0,CAMPEON_PRE_INDICES,0.001770067166109003,0.001770067166109003
Prima,CAMPEON_CON_INDICES,ret_USD_VWO,0,CAMPEON_PRE_INDICES,0.0006946485318772181,0.0006946485318772181
Prima,CAMPEON_CON_INDICES,ret_USD_SPY,0,CAMPEON_PRE_INDICES,0.0006658187399329095,0.0006658187399329095
Prima,CAMPEON_CON_INDICES,ret_IDX_LOCAL_COREA_DEL_SUR_KOSPI,0,INDICE_NATIVO_ADICION,0.0005545206492398982,0.0005545206492398982
Prima,CAMPEON_CON_INDICES,ret_IDX_LOCAL_INDIA_NIFTY_50,0,INDICE_NATIVO_ADICION,0.0005473579958440388,0.0005473579958440388
Profuturo,CAMPEON_PRE_INDICES,ret_USD_EPU,0,CAMPEON_PRE_INDICES,0.002244394352771117,0.002244394352771117
Profuturo,CAMPEON_PRE_INDICES,ret_USD_SPY,0,CAMPEON_PRE_INDICES,0.0010789332109562952,0.0010789332109562952
Profuturo,CAMPEON_PRE_INDICES,ret_USD_FCX,1,CAMPEON_PRE_INDICES,0.0005610869696225338,0.0005610869696225338
Profuturo,CAMPEON_PRE_INDICES,ret_USD_NEM,0,CAMPEON_PRE_INDICES,-0.0004328466639906746,0.0004328466639906746
Profuturo,CAMPEON_PRE_INDICES,ret_PEN_MCHI,0,CAMPEON_PRE_INDICES,0.0003467454927723199,0.0003467454927723199
Profuturo,CAMPEON_PRE_INDICES,ret_USD_COPX,0,CAMPEON_PRE_INDICES,0.0002466330651670541,0.0002466330651670541
Profuturo,CAMPEON_CON_INDICES,ret_USD_EPU,0,CAMPEON_PRE_INDICES,0.002244394352771117,0.002244394352771117
Profuturo,CAMPEON_CON_INDICES,ret_USD_SPY,0,CAMPEON_PRE_INDICES,0.0010789332109562952,0.0010789332109562952
Profuturo,CAMPEON_CON_INDICES,ret_USD_FCX,1,CAMPEON_PRE_INDICES,0.0005610869696225338,0.0005610869696225338
Profuturo,CAMPEON_CON_INDICES,ret_USD_NEM,0,CAMPEON_PRE_INDICES,-0.0004328466639906746,0.0004328466639906746
Profuturo,CAMPEON_CON_INDICES,ret_PEN_MCHI,0,CAMPEON_PRE_INDICES,0.0003467454927723199,0.0003467454927723199
Profuturo,CAMPEON_CON_INDICES,ret_USD_COPX,0,CAMPEON_PRE_INDICES,0.0002466330651670541,0.0002466330651670541
