id_cluster,fuente,periodo,archivo,fingerprint_vector,numero_filas,filas_excel,fila_conservada,monto_vector_total,prioridades
hoja10_000053,hoja10,2015-07,CA-0001-jl2015.XLS,0.0|0.0|31900.0|0.0,2,389 | 390,389,31900.0,10.15 | 10.03
hoja10_000054,hoja10,2015-07,CA-0001-jl2015.XLS,0.0|0.0|1301.790895|0.0,2,391 | 392,391,1301.7908948,10.15 | 10.03
hoja10_000055,hoja10,2015-07,CA-0001-jl2015.XLS,0.0|63261.200578|0.0|0.0,2,393 | 394,393,63261.2005784,10.15 | 10.03
hoja10_000056,hoja10,2015-08,CA-0001-ag2015.XLS,74.584438|4024.401981|3393.65381|3743.824458,2,6 | 7,7,11236.464686876901,10.11 | 10.14
hoja10_000057,hoja10,2015-08,CA-0001-ag2015.XLS,0.0|6155.109365|4640.112601|6155.109365,2,92 | 94,94,16950.331330839203,10.15 | 100.12
hoja10_000058,hoja10,2015-08,CA-0001-ag2015.XLS,0.0|0.0|0.0|8971.817593,2,343 | 344,344,8971.8175927302,10.07 | 10.72
hoja10_000059,hoja10,2015-08,CA-0001-ag2015.XLS,0.0|0.0|0.0|2958.393315,2,359 | 360,360,2958.3933152486,10.15 | 10.19
hoja10_000060,hoja10,2015-08,CA-0001-ag2015.XLS,0.0|0.0|22841.646007|0.0,2,387 | 388,387,22841.64600652,10.15 | 10.03
hoja10_000061,hoja10,2015-08,CA-0001-ag2015.XLS,0.0|51382.631905|0.0|0.0,2,393 | 394,393,51382.63190472,10.15 | 10.03
hoja10_000062,hoja10,2015-09,CA-0001-se2015.XLS,1218.787109|9444.844355|4587.737177|125333.236505,2,6 | 7,7,140584.6051462483,10.11 | 10.14
hoja10_000063,hoja10,2015-09,CA-0001-se2015.XLS,0.0|5944.865816|4481.617652|5944.865816,2,93 | 95,95,16371.3492833082,10.15 | 100.12
hoja10_000064,hoja10,2015-09,CA-0001-se2015.XLS,0.0|0.0|0.0|8919.437861,2,345 | 346,346,8919.4378610691,10.07 | 10.72
hoja10_000065,hoja10,2015-09,CA-0001-se2015.XLS,0.0|0.0|0.0|3364.319948,2,361 | 362,362,3364.3199484156003,10.15 | 10.19
hoja10_000066,hoja10,2015-09,CA-0001-se2015.XLS,0.0|148662.8|15204.842786|0.0,2,395 | 396,395,163867.642786276,10.15 | 10.03
hoja10_000067,hoja10,2015-09,CA-0001-se2015.XLS,0.0|26415.210117|0.0|0.0,2,399 | 400,399,26415.210117296,10.15 | 10.03
hoja10_000068,hoja10,2015-10,CA-0001-oc2015.XLS,116.482744|21355.732113|3405.952231|37448.796659,2,6 | 7,7,62326.96374746731,10.11 | 10.14
hoja10_000069,hoja10,2015-10,CA-0001-oc2015.XLS,0.0|6427.889655|4845.751719|6427.889655,2,91 | 93,93,17701.531028307203,10.15 | 100.12
hoja10_000070,hoja10,2015-10,CA-0001-oc2015.XLS,0.0|0.0|0.0|9732.096845,2,345 | 346,346,9732.0968448586,10.07 | 10.72
hoja10_000071,hoja10,2015-10,CA-0001-oc2015.XLS,0.0|0.0|0.0|3420.84652,2,361 | 362,362,3420.8465197378,10.15 | 10.19
hoja10_000072,hoja10,2015-10,CA-0001-oc2015.XLS,0.0|0.0|43061.207171|0.0,2,397 | 398,397,43061.207170789006,10.14 | 10.03
hoja10_000073,hoja10,2015-10,CA-0001-oc2015.XLS,0.0|0.0|42719.3|0.0,4,399 | 400 | 403 | 404,399,42719.3,10.15 | 10.03 | 10.11 | 10.03
hoja10_000074,hoja10,2015-10,CA-0001-oc2015.XLS,0.0|94541.887406|32861.0|0.0,2,401 | 402,401,127402.887405633,10.15 | 10.03
hoja10_000075,hoja10,2015-11,CA-0001-no2015.XLS,3145.023701|47645.626653|5061.121869|15612.112841,2,6 | 7,7,71463.88506374191,10.11 | 10.14
hoja10_000076,hoja10,2015-11,CA-0001-no2015.XLS,0.0|6113.601257|4608.821151|6113.601257,2,100 | 102,102,16836.0236641558,10.15 | 100.12
hoja10_000077,hoja10,2015-11,CA-0001-no2015.XLS,0.0|0.0|0.0|9606.599194,2,357 | 358,358,9606.599194248,10.07 | 10.72
hoja10_000078,hoja10,2015-11,CA-0001-no2015.XLS,0.0|0.0|0.0|3513.183663,2,373 | 374,374,3513.1836629473,10.15 | 10.19
hoja10_000079,hoja10,2015-12,CA-0001-di2015.XLS,3447.067473|6145.153146|66147.477161|5816.174727,2,6 | 7,7,81555.872506912,10.11 | 10.14
hoja10_000080,hoja10,2015-12,CA-0001-di2015.XLS,0.0|6153.963656|4639.248893|6153.963656,2,96 | 98,98,16947.1762048212,10.15 | 100.12
hoja10_000081,hoja10,2015-12,CA-0001-di2015.XLS,0.0|0.0|0.0|11117.50488,2,356 | 357,357,11117.5048800435,10.07 | 10.72
hoja10_000082,hoja10,2015-12,CA-0001-di2015.XLS,0.0|0.0|0.0|3635.529143,2,372 | 373,373,3635.5291431537,10.15 | 10.19
hoja10_000083,hoja10,2015-12,CA-0001-di2015.XLS,0.0|0.0|4160.363787|0.0,2,410 | 411,410,4160.363787335999,10.15 | 10.03
hoja10_000084,hoja10,2015-12,CA-0001-di2015.XLS,0.0|0.0|34068.0|0.0,2,412 | 413,412,34068.0,10.15 | 10.03
hoja10_000085,hoja10,2015-12,CA-0001-di2015.XLS,0.0|51582.734809|0.0|0.0,2,414 | 415,414,51582.734808516005,10.08 | 10.03
hoja10_000086,hoja10,2016-01,CA-0001-en2016.XLS,214.54716|6205.759361|5032.529928|5071.855206,2,6 | 7,7,16524.6916553274,10.11 | 10.14
hoja10_000087,hoja10,2016-01,CA-0001-en2016.XLS,0.0|0.0|0.0|3553.322681,2,50 | 52,52,3553.32268125,10.15 | 100.12
hoja10_000088,hoja10,2016-01,CA-0001-en2016.XLS,0.0|5634.877654|4247.928876|5634.877654,2,88 | 90,90,15517.684183537,10.15 | 100.12
hoja10_000089,hoja10,2016-01,CA-0001-en2016.XLS,0.0|0.0|0.0|4100.185445,2,371 | 372,372,4100.1854454278,10.15 | 10.19
hoja10_000090,hoja10,2016-01,CA-0001-en2016.XLS,0.0|0.0|24149.210447|0.0,3,408 | 411 | 412,411,24149.210446671,10.10 | 10.15 | 10.03
hoja10_000091,hoja10,2016-02,CA-0001-fe2016.XLS,0.0|0.0|5314.956409|0.0,2,25 | 27,25,5314.95640914,10.15 | 10.03
hoja10_000092,hoja10,2016-02,CA-0001-fe2016.XLS,0.0|0.0|0.0|3715.410145,2,47 | 49,49,3715.4101450747,10.15 | 100.12
hoja10_000093,hoja10,2016-02,CA-0001-fe2016.XLS,0.0|5738.750075|4326.234508|5738.750075,2,81 | 83,83,15803.734657227002,10.15 | 100.12
hoja10_000094,hoja10,2016-02,CA-0001-fe2016.XLS,0.0|0.0|0.0|4159.351692,2,355 | 356,356,4159.351691810401,10.15 | 10.19
hoja10_000095,hoja10,2016-02,CA-0001-fe2016.XLS,0.0|0.0|1430.196537|0.0,2,393 | 394,393,1430.19653742,10.15 | 10.03
hoja10_000096,hoja10,2016-02,CA-0001-fe2016.XLS,0.0|127115.67814|0.0|0.0,2,399 | 400,399,127115.6781396,10.15 | 10.03
hoja10_000097,hoja10,2016-03,CA-0001-ma2016.XLS,0.0|0.0|2426.234898|0.0,2,25 | 27,25,2426.234898012,10.15 | 10.03
hoja10_000098,hoja10,2016-03,CA-0001-ma2016.XLS,0.0|0.0|113.62738|0.0,2,47 | 49,49,113.6273796,10.03 | 100.12
hoja10_000099,hoja10,2016-03,CA-0001-ma2016.XLS,0.0|5670.905065|4275.088628|5670.905065,2,86 | 88,88,15616.898758422802,10.15 | 100.12
hoja10_000100,hoja10,2016-03,CA-0001-ma2016.XLS,0.0|0.0|0.0|3910.640884,2,364 | 365,365,3910.640883663,10.15 | 10.19
hoja10_000101,hoja10,2016-03,CA-0001-ma2016.XLS,0.0|14384.46841|15727.747887|0.0,3,401 | 404 | 405,404,30112.216297368,10.10 | 10.15 | 10.03
hoja10_000102,hoja10,2016-04,CA-0001-ab2016.XLS,0.0|0.0|8964.904508|0.0,2,25 | 27,25,8964.90450832,10.15 | 10.03
hoja10_000103,hoja10,2016-04,CA-0001-ab2016.XLS,0.0|0.0|114.059888|0.0,2,47 | 49,49,114.059888,10.03 | 100.12
hoja10_000104,hoja10,2016-04,CA-0001-ab2016.XLS,0.0|5845.126431|4406.427765|5845.126431,2,89 | 91,91,16096.680626683199,10.15 | 100.12
hoja10_000105,hoja10,2016-04,CA-0001-ab2016.XLS,0.0|0.0|0.0|3878.282497,2,375 | 376,376,3878.2824974178,10.15 | 10.19
hoja10_000106,hoja10,2016-04,CA-0001-ab2016.XLS,0.0|7204.607899|42692.0|0.0,2,415 | 416,415,49896.60789908,10.15 | 10.03
hoja10_000107,hoja10,2016-04,CA-0001-ab2016.XLS,0.0|0.0|10420.57048|0.0,2,417 | 418,417,10420.57047968,10.15 | 10.03
hoja10_000108,hoja10,2016-04,CA-0001-ab2016.XLS,0.0|17708.848722|0.0|0.0,2,419 | 420,419,17708.84872188,10.08 | 10.03
hoja10_000109,hoja10,2016-05,CA-0001-my2016.XLS,0.0|0.0|9214.149146|0.0,2,25 | 27,25,9214.149146433,10.15 | 10.03
hoja10_000110,hoja10,2016-05,CA-0001-my2016.XLS,0.0|5637.966908|4250.257752|5637.966908,2,86 | 88,88,15526.191567404201,10.15 | 100.12
hoja10_000111,hoja10,2016-05,CA-0001-my2016.XLS,0.0|0.0|0.0|4003.61882,2,378 | 379,379,4003.6188197023,10.15 | 10.19
hoja10_000112,hoja10,2016-05,CA-0001-my2016.XLS,0.0|0.0|43878.9|0.0,2,418 | 419,418,43878.9,10.15 | 10.03
hoja10_000113,hoja10,2016-05,CA-0001-my2016.XLS,0.0|0.0|23681.936136|0.0,2,420 | 421,420,23681.93613639,10.15 | 10.03
hoja10_000114,hoja10,2016-05,CA-0001-my2016.XLS,0.0|7240.36916|0.0|0.0,2,422 | 423,422,7240.369159917,10.15 | 10.03
hoja10_000115,hoja10,2016-06,CA-0001-jn2016.XLS,0.0|0.0|14007.128248|0.0,2,25 | 27,25,14007.128248256,10.15 | 10.03
hoja10_000116,hoja10,2016-06,CA-0001-jn2016.XLS,0.0|5854.087285|4413.183027|5854.087285,2,86 | 88,88,16121.3575965044,10.15 | 100.12
hoja10_000117,hoja10,2016-06,CA-0001-jn2016.XLS,0.0|0.0|0.0|4111.953595,2,377 | 378,378,4111.9535950831,10.15 | 10.19
hoja10_000118,hoja10,2016-06,CA-0001-jn2016.XLS,0.0|0.0|9602.476258|0.0,2,417 | 418,417,9602.476258336,10.14 | 10.03
hoja10_000119,hoja10,2016-06,CA-0001-jn2016.XLS,0.0|0.0|42723.2|0.0,2,419 | 420,419,42723.2,10.15 | 10.03
hoja10_000120,hoja10,2016-06,CA-0001-jn2016.XLS,0.0|0.0|32864.0|0.0,2,421 | 422,421,32864.0,10.15 | 10.03
hoja10_000121,hoja10,2016-06,CA-0001-jn2016.XLS,0.0|17555.58493|0.0|0.0,2,423 | 424,423,17555.584929792003,10.15 | 10.03
hoja10_000122,hoja10,2016-07,CA-0001-jl2016.XLS,0.0|527.956818|0.0|0.0,2,22 | 24,22,527.9568175,10.11 | 10.03
hoja10_000123,hoja10,2016-07,CA-0001-jl2016.XLS,0.0|0.0|17626.91332|0.0,2,25 | 27,25,17626.9133195,10.15 | 10.03
hoja10_000124,hoja10,2016-07,CA-0001-jl2016.XLS,0.0|5711.19306|4305.460279|5711.19306,2,88 | 90,90,15727.8463995288,10.15 | 100.12
hoja10_000125,hoja10,2016-07,CA-0001-jl2016.XLS,0.0|0.0|0.0|4191.530107,2,386 | 387,387,4191.5301069646,10.15 | 10.19
hoja10_000126,hoja10,2016-07,CA-0001-jl2016.XLS,0.0|0.0|26516.503101|0.0,2,426 | 427,426,26516.503101,10.15 | 10.03
hoja10_000127,hoja10,2016-07,CA-0001-jl2016.XLS,0.0|8477.31235|0.0|0.0,2,428 | 429,428,8477.31235,10.15 | 10.03
hoja10_000128,hoja10,2016-07,CA-0001-jl2016.XLS,0.0|58603.769208|0.0|0.0,2,432 | 433,432,58603.7692075,10.15 | 10.03
hoja10_000129,hoja10,2016-08,CA-0001-ag2016.XLS,0.0|534.418379|0.0|0.0,2,22 | 24,22,534.41837855,10.11 | 10.03
hoja10_000130,hoja10,2016-08,CA-0001-ag2016.XLS,0.0|0.0|17843.214633|0.0,2,25 | 27,25,17843.214633450003,10.15 | 10.03
hoja10_000131,hoja10,2016-08,CA-0001-ag2016.XLS,0.0|6171.79978|4652.694896|6171.79978,2,110 | 112,112,16996.294456514,10.15 | 100.12
hoja10_000132,hoja10,2016-08,CA-0001-ag2016.XLS,0.0|0.0|0.0|4242.829431,2,411 | 412,412,4242.8294306617,10.15 | 10.19
hoja10_000133,hoja10,2016-08,CA-0001-ag2016.XLS,0.0|0.0|17871.311035|0.0,2,457 | 458,457,17871.31103523,10.15 | 10.03
hoja10_000134,hoja10,2016-08,CA-0001-ag2016.XLS,0.0|8825.180112|0.0|0.0,2,459 | 460,459,8825.18011166,10.08 | 10.03
hoja10_000135,hoja10,2016-09,CA-0001-se2016.XLS,0.0|532.821392|0.0|0.0,2,22 | 24,22,532.82139204,10.11 | 10.03
hoja10_000136,hoja10,2016-09,CA-0001-se2016.XLS,0.0|0.0|19425.523092|0.0,2,25 | 27,25,19425.52309173,10.15 | 10.03
hoja10_000137,hoja10,2016-09,CA-0001-se2016.XLS,0.0|6386.690896|4814.693476|6386.690896,2,108 | 110,110,17588.0752684006,10.15 | 100.12
hoja10_000138,hoja10,2016-09,CA-0001-se2016.XLS,0.0|0.0|0.0|4622.635012,2,404 | 405,405,4622.635011920301,10.15 | 10.19
hoja10_000139,hoja10,2016-09,CA-0001-se2016.XLS,0.0|0.0|36200.038198|0.0,2,450 | 451,450,36200.03819775,10.15 | 10.03
hoja10_000140,hoja10,2016-09,CA-0001-se2016.XLS,0.0|5628.353608|0.0|0.0,2,452 | 453,452,5628.35360766,10.15 | 10.03
hoja10_000141,hoja10,2016-10,CA-0001-oc2016.XLS,0.0|529.984721|0.0|0.0,2,22 | 24,22,529.98472092,10.11 | 10.03
hoja10_000142,hoja10,2016-10,CA-0001-oc2016.XLS,0.0|0.0|19314.194516|0.0,2,25 | 27,25,19314.19451631,10.15 | 10.03
hoja10_000143,hoja10,2016-10,CA-0001-oc2016.XLS,0.0|6130.36613|4621.459578|6130.36613,2,110 | 112,112,16882.19183672,10.15 | 100.12
hoja10_000144,hoja10,2016-10,CA-0001-oc2016.XLS,0.0|0.0|0.0|4598.02471,2,409 | 410,410,4598.024710171,10.15 | 10.19
hoja10_000145,hoja10,2016-10,CA-0001-oc2016.XLS,0.0|43219.669327|0.0|0.0,2,453 | 454,453,43219.66932675,10.14 | 10.03
hoja10_000146,hoja10,2016-10,CA-0001-oc2016.XLS,0.0|0.0|25395.134325|0.0,2,455 | 456,455,25395.13432509,10.15 | 10.03
hoja10_000147,hoja10,2016-10,CA-0001-oc2016.XLS,0.0|55036.524078|0.0|0.0,2,463 | 464,463,55036.524078,10.15 | 10.03
hoja10_000148,hoja10,2016-11,CA-0001-no2016.XLS,0.0|536.276089|0.0|0.0,2,22 | 24,22,536.27608924,10.11 | 10.03
hoja10_000149,hoja10,2016-11,CA-0001-no2016.XLS,0.0|0.0|6020.757497|0.0,2,25 | 27,25,6020.757496910001,10.15 | 10.03
hoja10_000150,hoja10,2016-11,CA-0001-no2016.XLS,0.0|6129.199734|4620.580275|6129.199734,2,109 | 111,111,16878.9797428214,10.15 | 100.12
hoja10_000151,hoja10,2016-11,CA-0001-no2016.XLS,0.0|0.0|0.0|4666.386659,2,408 | 409,409,4666.3866594747,10.15 | 10.19
hoja10_000152,hoja10,2016-11,CA-0001-no2016.XLS,0.0|71360.736609|13329.747441|0.0,2,452 | 453,452,84690.4840505,10.15 | 10.03
hoja10_000153,hoja10,2016-11,CA-0001-no2016.XLS,0.0|143346.0|0.0|0.0,2,454 | 455,454,143346.0,10.08 | 10.03
hoja10_000154,hoja10,2016-12,CA-0001-di2016.XLS,3873.326497|17459.21226|1419.427169|8248.994899,2,29 | 30,29,31000.960825293303,10.14 | 10.03
hoja10_000155,hoja10,2016-12,CA-0001-di2016.XLS,0.0|527.162695|0.0|0.0,2,22 | 24,22,527.1626954,10.11 | 10.03
hoja10_000156,hoja10,2016-12,CA-0001-di2016.XLS,0.0|527.162695|0.0|0.0,2,31 | 32,31,527.1626954,10.11 | 10.03
hoja10_000157,hoja10,2016-12,CA-0001-di2016.XLS,0.0|0.0|16827.953307|0.0,2,25 | 27,25,16827.953307,10.15 | 10.03
hoja10_000158,hoja10,2016-12,CA-0001-di2016.XLS,0.0|0.0|16827.953307|0.0,2,33 | 34,33,16827.953307,10.15 | 10.03
hoja10_000159,hoja10,2016-12,CA-0001-di2016.XLS,0.0|6222.9097|4691.224802|6222.9097,2,117 | 119,119,17137.0442022246,10.15 | 100.12
hoja10_000160,hoja10,2016-12,CA-0001-di2016.XLS,0.0|0.0|0.0|4986.576719,2,414 | 415,415,4986.5767189038,10.15 | 10.19
hoja10_000161,hoja10,2016-12,CA-0001-di2016.XLS,0.0|2247.85|38582.599274|0.0,2,460 | 461,460,40830.44927445,10.15 | 10.03
hoja10_000162,hoja10,2016-12,CA-0001-di2016.XLS,0.0|136935.809386|0.0|0.0,2,462 | 463,462,136935.8093862,10.08 | 10.03
hoja10_000163,hoja10,2017-01,CA-0001-en2017.XLS,0.0|513.885423|0.0|0.0,2,22 | 23,22,513.88542334,10.11 | 10.03
hoja10_000164,hoja10,2017-01,CA-0001-en2017.XLS,0.0|0.0|16407.600403|0.0,2,24 | 25,24,16407.60040285,10.15 | 10.03
hoja10_000165,hoja10,2017-01,CA-0001-en2017.XLS,0.0|5772.729802|4351.850586|5772.729802,2,106 | 108,108,15897.310189968199,10.15 | 100.12
hoja10_000166,hoja10,2017-01,CA-0001-en2017.XLS,0.0|0.0|0.0|4793.75167,2,418 | 419,419,4793.7516700694005,10.15 | 10.19
hoja10_000167,hoja10,2017-01,CA-0001-en2017.XLS,0.0|0.0|71433.296595|0.0,2,473 | 474,473,71433.29659496,10.15 | 10.03
hoja10_000168,hoja10,2017-01,CA-0001-en2017.XLS,0.0|101609.774995|0.0|0.0,2,477 | 478,477,101609.77499537,10.08 | 10.03
hoja10_000169,hoja10,2017-02,CA-0001-fe2017.XLS,0.0|512.392712|0.0|0.0,2,22 | 23,22,512.39271228,10.11 | 10.03
hoja10_000170,hoja10,2017-02,CA-0001-fe2017.XLS,0.0|0.0|16363.476219|0.0,2,24 | 25,24,16363.47621939,10.15 | 10.03
hoja10_000171,hoja10,2017-02,CA-0001-fe2017.XLS,0.0|6006.903868|4528.385878|6006.903868,2,102 | 104,104,16542.193613424,10.15 | 100.12
hoja10_000172,hoja10,2017-02,CA-0001-fe2017.XLS,0.0|0.0|0.0|4779.826998,2,415 | 416,416,4779.8269977362,10.15 | 10.19
hoja10_000173,hoja10,2017-02,CA-0001-fe2017.XLS,0.0|0.0|20833.363616|0.0,2,472 | 473,472,20833.36361643,10.15 | 10.03
hoja10_000174,hoja10,2017-02,CA-0001-fe2017.XLS,0.0|92897.863016|0.0|0.0,2,476 | 477,476,92897.86301589,10.08 | 10.03
hoja10_000175,hoja10,2017-03,CA-0001-ma2017.XLS,0.0|510.350055|0.0|0.0,2,22 | 23,22,510.35005504,10.11 | 10.03
hoja10_000176,hoja10,2017-03,CA-0001-ma2017.XLS,0.0|0.0|13963.807901|0.0,2,24 | 25,24,13963.80790112,10.15 | 10.03
hoja10_000177,hoja10,2017-03,CA-0001-ma2017.XLS,0.0|6162.166018|4645.432354|6162.166018,2,106 | 108,108,16969.764389607597,10.15 | 100.12
hoja10_000178,hoja10,2017-03,CA-0001-ma2017.XLS,0.0|0.0|0.0|4760.772183,2,426 | 427,427,4760.7721829645,10.15 | 10.19
hoja10_000179,hoja10,2017-03,CA-0001-ma2017.XLS,0.0|27468.174282|25873.979814|0.0,3,480 | 483 | 484,483,53342.154096,10.10 | 10.15 | 10.03
hoja10_000180,hoja10,2017-04,CA-0001-ab2017.XLS,0.0|5373.918099|0.0|0.0,2,22 | 23,22,5373.918098878,10.11 | 10.03
hoja10_000181,hoja10,2017-04,CA-0001-ab2017.XLS,0.0|0.0|17139.279724|0.0,2,24 | 25,24,17139.279723573,10.15 | 10.03
hoja10_000182,hoja10,2017-04,CA-0001-ab2017.XLS,0.0|6033.449038|4548.397315|6033.449038,2,102 | 104,104,16615.295391285803,10.15 | 100.12
hoja10_000183,hoja10,2017-04,CA-0001-ab2017.XLS,0.0|0.0|0.0|4739.225585,2,428 | 429,429,4739.2255847227,10.15 | 10.19
hoja10_000184,hoja10,2017-04,CA-0001-ab2017.XLS,0.0|0.0|23096.72431|0.0,2,483 | 484,483,23096.724309652,10.15 | 10.03
hoja10_000185,hoja10,2017-04,CA-0001-ab2017.XLS,0.0|14183.498131|0.0|0.0,2,487 | 488,487,14183.498130529,10.15 | 10.03
hoja10_000186,hoja10,2017-05,CA-0001-my2017.XLS,0.0|4444.463946|0.0|0.0,2,22 | 23,22,4444.463946132,10.11 | 10.03
hoja10_000187,hoja10,2017-05,CA-0001-my2017.XLS,0.0|0.0|18168.914212|0.0,2,24 | 25,24,18168.91421226,10.15 | 10.03
hoja10_000188,hoja10,2017-05,CA-0001-my2017.XLS,0.0|6198.525427|0.0|6198.525427,2,102 | 104,104,12397.050853299801,10.15 | 100.12
hoja10_000189,hoja10,2017-05,CA-0001-my2017.XLS,0.0|0.0|0.0|4977.639712,2,433 | 434,434,4977.6397122886,10.15 | 10.19
hoja10_000190,hoja10,2017-05,CA-0001-my2017.XLS,0.0|0.0|9261.534085|0.0,2,494 | 495,494,9261.534084768,10.15 | 10.03
hoja10_000191,hoja10,2017-05,CA-0001-my2017.XLS,0.0|15636.27081|0.0|0.0,2,496 | 497,496,15636.27080988,10.15 | 10.03
hoja10_000192,hoja10,2017-06,CA-0001-jn2017.XLS,0.0|4420.927595|0.0|0.0,2,23 | 25,23,4420.927594773,10.11 | 10.03
hoja10_000193,hoja10,2017-06,CA-0001-jn2017.XLS,0.0|0.0|18692.256591|0.0,2,26 | 28,26,18692.256590946,10.15 | 10.03
hoja10_000194,hoja10,2017-06,CA-0001-jn2017.XLS,0.0|5943.273989|0.0|5943.273989,2,108 | 110,110,11886.5479780736,10.15 | 100.12
hoja10_000195,hoja10,2017-06,CA-0001-jn2017.XLS,0.0|0.0|0.0|4879.172392,2,443 | 444,444,4879.1723916902,10.15 | 10.19
hoja10_000196,hoja10,2017-07,CA-0001-jl2017.XLS,0.0|4406.76182|0.0|0.0,2,22 | 23,22,4406.76182001,10.11 | 10.03
hoja10_000197,hoja10,2017-07,CA-0001-jl2017.XLS,0.0|0.0|18640.855414|0.0,2,24 | 25,24,18640.85541369,10.15 | 10.03
hoja10_000198,hoja10,2017-07,CA-0001-jl2017.XLS,0.0|6077.73733|0.0|6077.73733,2,104 | 106,106,12155.474659780599,10.15 | 100.12
hoja10_000199,hoja10,2017-07,CA-0001-jl2017.XLS,0.0|0.0|0.0|4862.807895,2,442 | 443,443,4862.807894607399,10.15 | 10.19
hoja10_000200,hoja10,2017-07,CA-0001-jl2017.XLS,0.0|1543.623188|0.0|0.0,2,496 | 497,496,1543.6231878886,10.10 | 10.07
hoja10_000201,hoja10,2017-07,CA-0001-jl2017.XLS,0.0|0.0|11125.646056|0.0,2,509 | 510,509,11125.64605567,10.15 | 10.03
hoja10_000202,hoja10,2017-07,CA-0001-jl2017.XLS,0.0|22583.921346|0.0|0.0,2,511 | 512,511,22583.9213459,10.08 | 10.03
hoja10_000203,hoja10,2017-08,CA-0001-ag2017.XLS,0.0|4405.85144|0.0|0.0,2,22 | 23,22,4405.851440345999,10.11 | 10.03
hoja10_000204,hoja10,2017-08,CA-0001-ag2017.XLS,0.0|0.0|7224.62493|0.0,2,24 | 25,24,7224.624929794,10.15 | 10.03
hoja10_000205,hoja10,2017-08,CA-0001-ag2017.XLS,0.0|6201.468734|0.0|6201.468734,2,106 | 108,108,12402.9374672748,10.15 | 100.12
hoja10_000206,hoja10,2017-08,CA-0001-ag2017.XLS,0.0|3991.119156|0.0|0.0,2,143 | 145,145,3991.1191556528,10.15 | 100.12
hoja10_000207,hoja10,2017-08,CA-0001-ag2017.XLS,0.0|0.0|0.0|4860.405767,2,443 | 444,444,4860.4057665953005,10.15 | 10.19
hoja10_000208,hoja10,2017-08,CA-0001-ag2017.XLS,0.0|1542.860669|0.0|0.0,2,497 | 498,497,1542.8606694876,10.10 | 10.07
hoja10_000209,hoja10,2017-08,CA-0001-ag2017.XLS,0.0|0.0|24705.856936|0.0,2,512 | 513,512,24705.856935656,10.15 | 10.03
hoja10_000210,hoja10,2017-08,CA-0001-ag2017.XLS,0.0|59431.670698|0.0|0.0,2,516 | 517,516,59431.670698016,10.15 | 10.03
hoja10_000211,hoja10,2017-09,CA-0001-se2017.XLS,0.0|4075.859618|0.0|0.0,2,22 | 23,22,4075.859618358,10.11 | 10.03
hoja10_000212,hoja10,2017-09,CA-0001-se2017.XLS,0.0|0.0|7284.359375|0.0,2,24 | 25,24,7284.359374842,10.15 | 10.03
hoja10_000213,hoja10,2017-09,CA-0001-se2017.XLS,0.0|6307.072348|0.0|6307.072348,2,108 | 110,110,12614.1446953458,10.15 | 100.12
hoja10_000214,hoja10,2017-09,CA-0001-se2017.XLS,0.0|4059.158466|0.0|0.0,2,143 | 145,145,4059.1584662188,10.15 | 100.12
hoja10_000215,hoja10,2017-09,CA-0001-se2017.XLS,0.0|0.0|0.0|5103.24703,2,447 | 448,448,5103.2470295377,10.15 | 10.19
hoja10_000216,hoja10,2017-09,CA-0001-se2017.XLS,0.0|1555.632853|0.0|0.0,2,501 | 502,501,1555.6328527033002,10.10 | 10.07
hoja10_000217,hoja10,2017-09,CA-0001-se2017.XLS,0.0|10497.874999|0.0|0.0,2,518 | 519,518,10497.874998972,10.15 | 10.03
hoja10_000218,hoja10,2017-09,CA-0001-se2017.XLS,0.0|0.0|26913.309284|0.0,2,520 | 521,520,26913.309284232,10.14 | 10.03
hoja10_000219,hoja10,2017-10,CA-0001-oc2017.XLS,0.0|4058.436912|0.0|0.0,2,22 | 23,22,4058.43691176,10.11 | 10.03
hoja10_000220,hoja10,2017-10,CA-0001-oc2017.XLS,0.0|0.0|12127.226082|0.0,2,24 | 25,24,12127.226081586,10.15 | 10.03
hoja10_000221,hoja10,2017-10,CA-0001-oc2017.XLS,0.0|6212.884773|0.0|6212.884773,2,111 | 113,113,12425.769545755998,10.15 | 100.12
hoja10_000222,hoja10,2017-10,CA-0001-oc2017.XLS,0.0|3928.804563|0.0|0.0,2,148 | 150,150,3928.8045627377,10.15 | 100.12
hoja10_000223,hoja10,2017-10,CA-0001-oc2017.XLS,0.0|0.0|0.0|5080.108724,2,458 | 459,459,5080.1087242754,10.15 | 10.19
hoja10_000224,hoja10,2017-10,CA-0001-oc2017.XLS,0.0|1548.579557|0.0|0.0,2,512 | 513,512,1548.5795574946,10.10 | 10.07
hoja10_000225,hoja10,2017-10,CA-0001-oc2017.XLS,0.0|0.0|32041.842448|0.0,2,533 | 534,533,32041.842448154,10.14 | 10.03
hoja10_000226,hoja10,2017-11,CA-0001-no2017.XLS,0.0|4039.10736|0.0|0.0,2,22 | 23,22,4039.10735964,10.11 | 10.03
hoja10_000227,hoja10,2017-11,CA-0001-no2017.XLS,0.0|0.0|9407.621604|0.0,2,24 | 25,24,9407.621603644,10.15 | 10.03
hoja10_000228,hoja10,2017-11,CA-0001-no2017.XLS,0.0|6271.674548|0.0|6271.674548,2,110 | 112,112,12543.3490952726,10.15 | 100.12
