fecha_cartera,archivo,hoja,fila_excel_aprox,afp,fondo,valor,tipo_valor,participacion_reportada,grupo,entidad_administradora,isin,moneda,seccion,estado_identificacion,total_canonico,participacion_calculada_pct,instrumento_sin_isin,estado_refinado,fila_instrumento_origen,total_refinado,participacion_hoja10_refinada_pct
2026-01-30,CA-0001-en2026.XLS,10,341,Habitat,3,25406.043216,miles_soles,0.0050952368054892,134,Invesco Capital Management LLC,US46138E6288,USD,,isin,2736482.735417546,0.9284196420162476,,isin,,2710476.0101406495,0.9373277284487623
2026-01-30,CA-0001-en2026.XLS,10,343,Habitat,3,40182.3161995584,miles_soles,0.0080586502466805,135,BlackRock Luxembourg S.A.,LU2134542260,USD,,isin,2736482.735417546,1.4683928270216984,,isin,,2710476.0101406495,1.4824818979848968
2026-01-30,CA-0001-en2026.XLS,10,345,Habitat,3,1795.7330646819,miles_soles,0.0003601381421818,136,MSIM Fund Management (Ireland) Limited,LU1378878604,USD,,isin,2736482.735417546,0.0656219402169149,,isin,,2710476.0101406495,0.06625157566285626
2026-01-30,CA-0001-en2026.XLS,10,358,Habitat,3,808.55892592,miles_soles,0.0001621582378542,141,J.P. Morgan Investment Management Inc.,US46641Q2176,USD,,isin,2736482.735417546,0.0295473790298416,,isin,,2710476.0101406495,0.02983088294804878
2026-01-30,CA-0001-en2026.XLS,10,360,Habitat,3,29448.8156356608,miles_soles,0.005906023540509,142,Ninety One Global Natural Resources,LU0345781172,USD,,isin,2736482.735417546,1.0761557255418737,,isin,,2710476.0101406495,1.0864813237779836
2026-01-30,CA-0001-en2026.XLS,10,362,Habitat,3,48834.697114123206,miles_soles,0.0097939039151163,143,Carne Global Fund Managers (Luxembourg) S.A.,LU2301227331,USD,,isin,2736482.735417546,1.784579032130154,,isin,,2710476.0101406495,1.801701875663866
2026-01-30,CA-0001-en2026.XLS,10,370,Habitat,3,77748.3733752,miles_soles,0.0155926040989631,147,Global X Management Company LLC,US37954Y8306,USD,,isin,2736482.735417546,2.8411790203871603,,isin,,2710476.0101406495,2.868439826964768
2026-01-30,CA-0001-en2026.XLS,10,371,Habitat,3,99744.621732,miles_soles,0.0200039991854544,147,Global X Management Company LLC,US37954Y8488,USD,,isin,2736482.735417546,3.6449936424240033,,isin,,2710476.0101406495,3.6799669636929986
2026-01-30,CA-0001-en2026.XLS,10,377,Habitat,3,0.0918453061,miles_soles,1.841977438491588e-08,150,Janus Henderson Investors Europe S.A.,LU0113993397,EUR,,isin,2736482.735417546,3.3563268977096544e-06,,isin,,2710476.0101406495,3.3885304926655315e-06
2026-01-30,CA-0001-en2026.XLS,10,379,Habitat,3,18884.4929134614,miles_soles,0.0037873258156575,151,NS Partners Europe S.A.,IE00BN6Q7C39,USD,,isin,2736482.735417546,0.6901009339121561,,isin,,2710476.0101406495,0.696722378018076
2026-01-30,CA-0001-en2026.XLS,10,398,Habitat,3,12411.6838192429,miles_soles,0.0024891899803616,159,LionTrust Fund Partners LLP,GB00BKPQVT86,GBP,,isin,2736482.735417546,0.4535633884548906,,isin,,2710476.0101406495,0.4579152802979003
2026-01-30,CA-0001-en2026.XLS,10,445,Habitat,3,10087.8771461198,miles_soles,0.0020231455361688,193,MORGAN STANLEY,PRIVFAENHIP3,USD,,isin,2736482.735417546,0.3686439170821424,,isin,,2710476.0101406495,0.37218101574698415
2026-01-30,CA-0001-en2026.XLS,10,479,Habitat,3,12122.0713439978,miles_soles,0.0024311075733275,227,"Coller International General Partner VIII,L.P",,,,entidad_sin_isin,2736482.735417546,0.4429800044818538,,entidad_sin_isin_pendiente,,2710476.0101406495,0.44723034989594956
2026-01-30,CA-0001-en2026.XLS,10,481,Habitat,3,12122.0713439978,miles_soles,0.0024311075733275,228,"Coller International Partners VII Feeder Fund, LP",PRIVFAECOL8F,USD,,isin,2736482.735417546,0.4429800044818538,,isin,,2710476.0101406495,0.44723034989594956
