afp,identificador_final,tipo_identificador,isin,entidad_administradora,moneda_normalizada,primera_fecha,ultima_fecha,meses_presentes,peso_mediano_exterior,peso_promedio_exterior,peso_maximo_exterior,peso_mediano_total_fondo,escenario,meses_elegibles_afp,persistencia_pct
Habitat,US81369Y7040,isin,US81369Y7040,STATE ST BANK,USD,2015-01-30,2020-12-31,19,0.0059007680345599,0.0103000494607913,0.0479018003651665,0.0035673862040759,ampliado_15pct,133,14.285714285714285
Habitat,US81369Y7040,isin,US81369Y7040,State Street GA,USD,2023-11-30,2024-01-31,3,0.0060811450161941,0.005835313899539934,0.0061708740968301,0.0028265592158593,ampliado_15pct,133,2.2556390977443606
Habitat,US81369Y7040,isin,US81369Y7040,State Street Global Advisors Inc,USD,2023-10-31,2023-10-31,1,0.0050366050906227,0.0050366050906227,0.0050366050906227,0.0027188402845185,ampliado_15pct,133,0.7518796992481203
Habitat,US81369Y8030,isin,US81369Y8030,STATE ST BANK,USD,2015-01-30,2021-11-30,19,0.0060715484055454,0.008171895694218051,0.0291131199548847,0.003960849243188,ampliado_15pct,133,14.285714285714285
Habitat,US81369Y8030,isin,US81369Y8030,State Street GA,USD,2023-04-28,2024-03-29,8,0.00753058441984815,0.01600477482423219,0.04680082320975,0.00396023050875535,ampliado_15pct,133,6.015037593984962
Habitat,US81369Y8030,isin,US81369Y8030,State Street Global Advisors Inc,USD,2024-04-30,2025-11-28,10,0.01386423967355945,0.011106755109529215,0.0263038685358591,0.0067927199210716,ampliado_15pct,133,7.518796992481203
Habitat,US81369Y8865,isin,US81369Y8865,STATE ST BANK,USD,2015-01-30,2020-06-30,6,0.00095231967344025,0.0019347566890290833,0.0069524356800081,0.0006100081414119999,ampliado_15pct,133,4.511278195488721
Habitat,US9026851066,isin,US9026851066,"Udemy, Inc.",USD,2023-12-29,2023-12-29,1,1.184165680881196e-06,1.184165680881196e-06,1.184165680881196e-06,6.370696111084049e-07,ampliado_15pct,133,0.7518796992481203
Habitat,US92189F1066,isin,US92189F1066,VAN ECK ASSOCIATES CORPORATION,USD,2025-02-28,2026-01-30,10,0.0308929295388182,0.041558233738060266,0.1639044464662687,0.01806779716059665,ampliado_15pct,133,7.518796992481203
Habitat,US92189F1066,isin,US92189F1066,Van Eck Associates Corporation,USD,2024-07-31,2024-08-30,2,0.0035636100711926,0.0035636100711926,0.003704495344008,0.0016242893035101,ampliado_15pct,133,1.5037593984962405
Habitat,US92189F6768,isin,US92189F6768,VAN ECK,USD,2024-03-29,2024-03-29,1,0.0773945831512484,0.0773945831512484,0.0773945831512484,0.0384448470208601,ampliado_15pct,133,0.7518796992481203
Habitat,US92189F6768,isin,US92189F6768,VAN ECK ASSOCIATES CORPORATION,USD,2024-10-31,2026-01-30,16,0.08887961659019825,0.09363816466294621,0.1151815938636009,0.051203650031886996,ampliado_15pct,133,12.030075187969924
Habitat,US92189F6768,isin,US92189F6768,Van Eck Associates Corporation,USD,2024-04-30,2024-09-30,6,0.11938273021409154,0.13079625703780018,0.1743415836486356,0.0548872955219843,ampliado_15pct,133,4.511278195488721
Habitat,US92189F7188,isin,US92189F7188,VAN ECK,USD,2022-07-29,2022-08-31,2,0.0939474910381304,0.0939474910381304,0.1062532976951852,0.04158398447829405,ampliado_15pct,133,1.5037593984962405
Habitat,US92189H3003,isin,US92189H3003,VAN ECK,USD,2019-11-29,2024-03-29,17,0.007618980357401,0.007617898006880082,0.0114752023878416,0.0037603905121846,ampliado_15pct,133,12.781954887218044
Habitat,US92189H3003,isin,US92189H3003,VAN ECK ASSOCIATES CORPORATION,USD,2023-10-31,2023-10-31,1,0.0070556865529426,0.0070556865529426,0.0070556865529426,0.0038087728717886,ampliado_15pct,133,0.7518796992481203
Habitat,US92189H6071,isin,US92189H6071,VAN ECK,USD,2022-01-31,2024-03-29,23,0.0326881624395703,0.04221452070141641,0.1080647172518671,0.0136605782808866,ampliado_15pct,133,17.293233082706767
Habitat,US92189H6071,isin,US92189H6071,VAN ECK ASSOCIATES CORPORATION,USD,2023-10-31,2026-01-30,6,0.0054446399176166,0.008704642180156002,0.0226639158505381,0.00292845610197685,ampliado_15pct,133,4.511278195488721
Habitat,US92189H6071,isin,US92189H6071,Van Eck Associates Corporation,USD,2024-04-30,2024-09-30,2,0.0358143634805159,0.0358143634805159,0.0493062804642791,0.01686142673958435,ampliado_15pct,133,1.5037593984962405
Habitat,US9220427424,isin,US9220427424,VANGUARD GROUP,USD,2015-01-30,2015-07-31,7,0.0911206606391252,0.09139300888957726,0.1047423745314854,0.0609985784598336,ampliado_15pct,133,5.263157894736842
Habitat,US9220427754,isin,US9220427754,VANGUARD GROUP,USD,2015-01-30,2015-05-29,5,0.0136291152073038,0.013672415971225222,0.0148241055293813,0.0088528659696545,ampliado_15pct,133,3.7593984962406015
Habitat,US9229083632,isin,US9229083632,THE VANGUARD GROUP INC.,USD,2024-10-31,2025-10-31,13,1.1820691013604666e-05,0.021046471403960414,0.1080333884462834,5.830651218635388e-06,ampliado_15pct,133,9.774436090225564
Habitat,US9229083632,isin,US9229083632,The Vanguard Group Inc.,USD,2024-06-28,2024-09-30,4,0.00256166635612012,0.004925611442265512,0.0145671661621299,0.0011477061145451573,ampliado_15pct,133,3.007518796992481
Habitat,US9229083632,isin,US9229083632,VANGUARD GROUP,USD,2015-01-30,2023-01-31,73,0.0742387268696053,0.06912717895369075,0.1369650660951865,0.0463735714781566,ampliado_15pct,133,54.88721804511278
Habitat,US9229087690,isin,US9229087690,VANGUARD GROUP,USD,2015-01-30,2019-05-31,53,0.030653871096975,0.048671306287143445,0.1290809182886941,0.0188533376989057,ampliado_15pct,133,39.849624060150376
Habitat,US97717W4481,isin,US97717W4481,WisdomTreeAsset,SIN_DATO,2018-03-30,2018-03-30,1,0.0026418729324687,0.0026418729324687,0.0026418729324687,0.001614586463659,ampliado_15pct,133,0.7518796992481203
Habitat,US97717W4481,isin,US97717W4481,WisdomTreeAsset,USD,2015-06-30,2018-04-30,34,0.01627515521390845,0.015785766493153663,0.0469774748313323,0.00953900642704285,ampliado_15pct,133,25.563909774436087
Habitat,US97717W8516,isin,US97717W8516,WisdomTree Asset Management Inc.,USD,2024-07-31,2025-04-30,10,0.013327910916246601,0.018011832425629558,0.0372445070303706,0.0066895362445579,ampliado_15pct,133,7.518796992481203
Habitat,US97717W8516,isin,US97717W8516,WisdomTreeAsset,USD,2015-01-30,2024-03-29,44,0.026418897183618853,0.027961254361458313,0.0791021299020473,0.01686048637791545,ampliado_15pct,133,33.08270676691729
Habitat,US97717X5784,isin,US97717X5784,WisdomTreeAsset,USD,2019-10-31,2020-01-31,4,0.0066243677963324,0.0064226153296602,0.0067780168616172,0.00332754296491565,ampliado_15pct,133,3.007518796992481
Habitat,US97717X7012,isin,US97717X7012,WisdomTreeAsset,SIN_DATO,2015-02-27,2018-03-30,2,0.0172628659394998,0.0172628659394998,0.0237609396708951,0.0108002895646941,ampliado_15pct,133,1.5037593984962405
Habitat,US97717X7012,isin,US97717X7012,WisdomTreeAsset,USD,2015-01-30,2019-09-30,43,0.0760550252000285,0.05701963299941743,0.110323454490188,0.0453074573726234,ampliado_15pct,133,32.33082706766917
Habitat,US97717Y5437,isin,US97717Y5437,WisdomTree Asset Management Inc.,USD,2023-10-31,2026-01-30,11,0.0225366574053956,0.02631159115233804,0.0590168834045263,0.0121188000723154,ampliado_15pct,133,8.270676691729323
Habitat,US97717Y5437,isin,US97717Y5437,WisdomTreeAsset,USD,2023-07-31,2024-03-29,7,0.0123045036710609,0.011891443725221525,0.0220569929387505,0.0064215739472743,ampliado_15pct,133,5.263157894736842
Habitat,US97717Y6914,isin,US97717Y6914,WisdomTreeAsset,USD,2020-06-30,2024-03-29,28,0.00809175736665615,0.013867094238751515,0.0473410346689293,0.0040348340430887,ampliado_15pct,133,21.052631578947366
Habitat,USG4808VAC49,isin,USG4808VAC49,Inkia Energy,USD,2017-12-29,2022-11-30,3,0.0051531779894087,0.003782981336785,0.0054974993205626,0.003105746218594,ampliado_15pct,133,2.2556390977443606
Habitat,USP2205JAK62,isin,USP2205JAK62,CENCOSUD,USD,2015-05-29,2015-10-30,6,0.0048123573870886005,0.004830407267682434,0.0053496144020874,0.0032444139083487,ampliado_15pct,133,4.511278195488721
Integra,AMERICAMOVIL,isin,AMERICAMOVIL,BON EMP PRI EXT,MXN,2015-02-27,2015-02-27,1,0.000439602491734,0.000439602491734,0.000439602491734,0.0002722127757786,ampliado_15pct,110,0.9090909090909091
Integra,AMERICAMOVIL,isin,AMERICAMOVIL,BON EMP PRI EXT,SIN_DATO,2015-01-30,2015-04-30,3,0.0004436204965585,0.0003733862531456,0.0004811269633682,0.0002726218283531,ampliado_15pct,110,2.727272727272727
Integra,APAX VIII-A L.P.,fondo_sin_isin,,APAX VIII GP,EUR,2015-01-30,2024-03-29,85,0.0029147397080117,0.0027065594701206376,0.0038786636087591,0.0017139108020143,ampliado_15pct,110,77.27272727272727
Integra,APAX VIII-A L.P.,fondo_sin_isin,,APAX VIII GP,SIN_DATO,2018-07-31,2018-07-31,1,0.0030748046823735,0.0030748046823735,0.0030748046823735,0.0019159574804998,ampliado_15pct,110,0.9090909090909091
Integra,APAX VIII-A L.P.,fondo_sin_isin,,APAX VIII GP,USD,2018-03-30,2018-03-30,1,0.0029336309925331,0.0029336309925331,0.0029336309925331,0.0017686379308068,ampliado_15pct,110,0.9090909090909091
Integra,APAX VIII-A L.P.,fondo_sin_isin,,APAX VIII GP L.P. INC.,EUR,2023-10-31,2026-01-30,23,0.0008428276270021,0.0008869156310480173,0.0019622929548048,0.0004507411097279,ampliado_15pct,110,20.909090909090907
Integra,AU0000097495,isin,AU0000097495,GOB AUS,AUD,2023-08-31,2024-02-29,6,0.00615344541586995,0.006148351520842216,0.0066219304284623,0.0023426694699859,ampliado_15pct,110,5.454545454545454
Integra,AU0000097495,isin,AU0000097495,Gobierno de Australia,AUD,2023-10-31,2023-10-31,1,0.0055074750274141,0.0055074750274141,0.0055074750274141,0.0020655259314824,ampliado_15pct,110,0.9090909090909091
Integra,Apollo Credit Opportunity Fund III LP,fondo_sin_isin,,Apollo COA,SIN_DATO,2018-07-31,2018-07-31,1,0.0089323458335376,0.0089323458335376,0.0089323458335376,0.0055658803033197,ampliado_15pct,110,0.9090909090909091
Integra,Apollo Credit Opportunity Fund III LP,fondo_sin_isin,,Apollo COA,USD,2015-01-30,2024-03-29,86,0.00655761752816655,0.007342556020478931,0.0137328122521553,0.00372280206699885,ampliado_15pct,110,78.18181818181819
Integra,Apollo Credit Opportunity Fund III LP,fondo_sin_isin,,Apollo Credit Opportunity Advisors III LP,USD,2023-10-31,2026-01-30,23,0.0013484993045493,0.001100561754208762,0.0028191434755537,0.0005834316838151,ampliado_15pct,110,20.909090909090907
Integra,"Ares Special Situations IV, LP",fondo_sin_isin,,ASSF Operating,EUR,2018-03-30,2018-03-30,1,0.0011546244500953,0.0011546244500953,0.0011546244500953,0.0006961041124372,ampliado_15pct,110,0.9090909090909091
Integra,"Ares Special Situations IV, LP",fondo_sin_isin,,ASSF Operating,SIN_DATO,2018-07-31,2018-07-31,1,0.0015357527952789,0.0015357527952789,0.0015357527952789,0.0009569508831507,ampliado_15pct,110,0.9090909090909091
Integra,"Ares Special Situations IV, LP",fondo_sin_isin,,ASSF Operating,USD,2015-09-30,2024-03-29,77,0.0024883200284891,0.0034082940417675582,0.0100218166564125,0.0014785296509254,ampliado_15pct,110,70.0
Integra,"Ares Special Situations IV, LP",fondo_sin_isin,,"ASSF Operating Manager IV, LP",USD,2023-10-31,2026-01-30,23,0.0086846512338267,0.00802446921834856,0.0104835232490664,0.0039455392990044,ampliado_15pct,110,20.909090909090907
Integra,Arias Resource Capital Fund L.P.,fondo_sin_isin,,ARC GP,EUR,2018-03-30,2018-03-30,1,0.0041776091844093,0.0041776091844093,0.0041776091844093,0.002518611946233,ampliado_15pct,110,0.9090909090909091
Integra,Arias Resource Capital Fund L.P.,fondo_sin_isin,,ARC GP,SIN_DATO,2018-07-31,2018-07-31,1,0.0044356880487509,0.0044356880487509,0.0044356880487509,0.0027639445675644,ampliado_15pct,110,0.9090909090909091
Integra,Arias Resource Capital Fund L.P.,fondo_sin_isin,,ARC GP,USD,2015-01-30,2021-08-31,77,0.003283125437396,0.0035252437251274767,0.0076706389458247,0.0018816262923477,ampliado_15pct,110,70.0
Integra,"Avenue Europe Special Situations Fund III (US), LP",fondo_sin_isin,,Avenue,SIN_DATO,2018-07-31,2018-07-31,1,0.0062867870490916,0.0062867870490916,0.0062867870490916,0.0039173924588012,ampliado_15pct,110,0.9090909090909091
Integra,"Avenue Europe Special Situations Fund III (US), LP",fondo_sin_isin,,Avenue,USD,2015-10-30,2024-03-29,77,0.007929769203316,0.008563348303488063,0.0201061218629688,0.0047300946815141,ampliado_15pct,110,70.0
Integra,"Avenue Europe Special Situations Fund III (US), LP",fondo_sin_isin,,"Avenue Europe Capital Partners III, LLC",USD,2023-10-31,2026-01-30,23,0.0160741602533422,0.014362387655589701,0.0213391450585666,0.0078225733118059,ampliado_15pct,110,20.909090909090907
Integra,BRCIELACNOR3,isin,BRCIELACNOR3,Cielo,BRL,2016-08-31,2019-01-31,29,0.0007086180701752,0.0007093448234254518,0.0015983425526171,0.0004486145563603,ampliado_15pct,110,26.36363636363636
Integra,BRCIELACNOR3,isin,BRCIELACNOR3,Cielo,SIN_DATO,2018-03-30,2018-03-30,1,0.0002612997021803,0.0002612997021803,0.0002612997021803,0.0001575332977327,ampliado_15pct,110,0.9090909090909091
Integra,BRCRFBACNOR2,isin,BRCRFBACNOR2,Atacadao S.A.,BRL,2018-01-31,2018-10-31,9,0.0008522457445419,0.0009360420676411444,0.0013057707455565,0.0005310472625594,ampliado_15pct,110,8.181818181818182
Integra,BRCRFBACNOR2,isin,BRCRFBACNOR2,Atacadao S.A.,SIN_DATO,2018-03-30,2018-03-30,1,0.0013091433857214,0.0013091433857214,0.0013091433857214,0.0007892610402416,ampliado_15pct,110,0.9090909090909091
Integra,BRLRENACNOR1,isin,BRLRENACNOR1,Lojas Renner,BRL,2016-08-31,2018-06-29,22,0.0004964470530758,0.0005203300800335499,0.000800138660368,0.00030934665878665,ampliado_15pct,110,20.0
Integra,BRLRENACNOR1,isin,BRLRENACNOR1,Lojas Renner,SIN_DATO,2018-03-30,2018-03-30,1,0.0003569551274748,0.0003569551274748,0.0003569551274748,0.000215202382186,ampliado_15pct,110,0.9090909090909091
Integra,BRRADLACNOR0,isin,BRRADLACNOR0,Raia Drogasil,BRL,2016-08-31,2018-06-29,22,0.00081390965153865,0.00087663901188595,0.0018131391314559,0.0004966864946569,ampliado_15pct,110,20.0
Integra,BRRADLACNOR0,isin,BRRADLACNOR0,Raia Drogasil,SIN_DATO,2018-03-30,2018-03-30,1,0.0010497931578147,0.0010497931578147,0.0010497931578147,0.0006329030485219,ampliado_15pct,110,0.9090909090909091
Integra,BRSTNCNTF0N5,isin,BRSTNCNTF0N5,GOB BRA,BRL,2019-11-29,2019-12-31,2,0.0100864685351345,0.0100864685351345,0.0100922533046023,0.00550308372981435,ampliado_15pct,110,1.8181818181818181
Integra,BRSTNCNTF1Q6,isin,BRSTNCNTF1Q6,República Federal de Brasil,BRL,2024-04-30,2024-04-30,1,0.0122147312889128,0.0122147312889128,0.0122147312889128,0.0049617088047924,ampliado_15pct,110,0.9090909090909091
Integra,BRSTNCNTF238,isin,BRSTNCNTF238,GOB BRA,BRL,2024-03-29,2024-03-29,1,0.0147218950473142,0.0147218950473142,0.0147218950473142,0.0053248744873176,ampliado_15pct,110,0.9090909090909091
Integra,BRSTNCNTF238,isin,BRSTNCNTF238,REPUBLICA FEDERAL DE BRASIL,BRL,2024-11-29,2025-10-31,4,0.02344679186229625,0.020194478648586926,0.0269373031078612,0.0132747498072174,ampliado_15pct,110,3.6363636363636362
Integra,BRSTNCNTF238,isin,BRSTNCNTF238,República Federal de Brasil,BRL,2024-04-30,2024-04-30,1,0.012109653772259,0.012109653772259,0.012109653772259,0.0049190255866982,ampliado_15pct,110,0.9090909090909091
Integra,CA00461M1032,isin,CA00461M1032,Aclara Resources Inc,CAD,2023-10-31,2025-11-28,21,0.0005010902468624,0.0006644437670948024,0.001893570427173,0.0002500385182263,ampliado_15pct,110,19.090909090909093
Integra,CA00461M1032,isin,CA00461M1032,Aclara Rss,CAD,2023-07-31,2024-03-29,7,0.0004620492419109,0.00047423278023579996,0.0005467828305503,0.0001861535285864,ampliado_15pct,110,6.363636363636363
Integra,CA00461M1032,isin,CA00461M1032,Aclara Rss,SIN_DATO,2024-02-29,2024-02-29,1,0.0004882409287341,0.0004882409287341,0.0004882409287341,0.0001754721421207,ampliado_15pct,110,0.9090909090909091
Integra,CA5171034047,isin,CA5171034047,Largo Resources,CAD,2021-01-29,2021-02-26,2,0.0014016180045032,0.0014016180045032,0.0014321575953853,0.0007516612062173501,ampliado_15pct,110,1.8181818181818181
Integra,CA5171036026,isin,CA5171036026,Largo Resources,CAD,2021-03-31,2021-08-31,5,0.0014795560347686,0.0015426503808168,0.0019637045370969,0.0007996538582535,ampliado_15pct,110,4.545454545454546
Integra,CL0000000100,isin,CL0000000100,CENCOSUD,CLP,2016-08-31,2019-09-30,37,0.0007977043104107,0.0010133600600433757,0.0017501089542706,0.0004772990236925,ampliado_15pct,110,33.63636363636363
Integra,CL0000000100,isin,CL0000000100,CENCOSUD,SIN_DATO,2018-03-30,2018-03-30,1,0.0008259160201312,0.0008259160201312,0.0008259160201312,0.0004979312001349,ampliado_15pct,110,0.9090909090909091
Integra,CL0002454248,isin,CL0002454248,GOB CHILE,CLP,2023-09-29,2023-09-29,1,0.0136973797494941,0.0136973797494941,0.0136973797494941,0.0054058630795435,ampliado_15pct,110,0.9090909090909091
Integra,CLP3880F1085,isin,CLP3880F1085,FALABELLA SACI,CLP,2015-07-31,2018-06-29,35,0.0016166635853893,0.0022570450766040027,0.0053627801002617,0.0009736040503221,ampliado_15pct,110,31.818181818181817
Integra,CLP3880F1085,isin,CLP3880F1085,FALABELLA SACI,USD,2018-03-30,2018-03-30,1,0.0011584746016951,0.0011584746016951,0.0011584746016951,0.0006984253055852,ampliado_15pct,110,0.9090909090909091
Integra,COL17CT02302,isin,COL17CT02302,GOB COL,COP,2019-03-29,2019-12-31,10,0.0041811283677271,0.00417170866794777,0.0076234341096859,0.0024193081679822,ampliado_15pct,110,9.090909090909092
Integra,COL17CT02864,isin,COL17CT02864,GOB COL,COP,2019-11-29,2019-11-29,1,0.0025622314297615,0.0025622314297615,0.0025622314297615,0.0014131423963647,ampliado_15pct,110,0.9090909090909091
Integra,COL17CT03813,isin,COL17CT03813,GOB COL,COP,2023-11-30,2023-12-29,2,0.014771571833700502,0.014771571833700502,0.0157484702866983,0.0058228122259538495,ampliado_15pct,110,1.8181818181818181
Integra,COL17CT03813,isin,COL17CT03813,República de Colombia,COP,2024-05-31,2024-07-31,3,0.0218615678990085,0.023305519974032966,0.0267948039780411,0.0095732138366373,ampliado_15pct,110,2.727272727272727
Integra,COL17CT03938,isin,COL17CT03938,REPUBLICA DE COLOMBIA,COP,2026-01-30,2026-01-30,1,0.0175401026615826,0.0175401026615826,0.0175401026615826,0.0104582275166274,ampliado_15pct,110,0.9090909090909091
Integra,CVC Capital Partners VII (A) LP,fondo_sin_isin,,CVC Capital VII,EUR,2018-08-31,2021-08-31,36,0.00750456091141965,0.010715594297914483,0.0388375660378138,0.00410280259837285,ampliado_15pct,110,32.72727272727273
Integra,"Carlyle Europe Partners V, S.C.Sp.",fondo_sin_isin,,CEP V Lux,EUR,2019-06-28,2021-08-31,26,0.00227543038264585,0.0026423843253700345,0.0074688668276467,0.00121386300705955,ampliado_15pct,110,23.636363636363637
Integra,Carlyle Partners VII,fondo_sin_isin,,Carlyle VII,USD,2019-04-30,2021-08-31,28,0.008195663062760351,0.010362839110384115,0.0338019121865459,0.00419362465900565,ampliado_15pct,110,25.454545454545453
Integra,"Carlyle Realty Foreign Investors VIII-B, LP",fondo_sin_isin,,Carlyle Partners VII,USD,2023-10-31,2023-10-31,1,0.0309344160478668,0.0309344160478668,0.0309344160478668,0.0116016574208845,ampliado_15pct,110,0.9090909090909091
Integra,"Carlyle Realty Foreign Investors VIII-B, LP",fondo_sin_isin,,Carlyle Realty,EUR,2018-03-30,2018-03-30,1,1.8553680412426363e-05,1.8553680412426363e-05,1.8553680412426363e-05,1.1185709115088969e-05,ampliado_15pct,110,0.9090909090909091
Integra,"Carlyle Realty Foreign Investors VIII-B, LP",fondo_sin_isin,,Carlyle Realty,USD,2017-11-30,2024-03-29,49,0.0054940499663852,0.0083462789034582,0.0297680797636344,0.0028538686663637,ampliado_15pct,110,44.54545454545455
