isin_normalizado,primera_fecha,ultima_fecha,meses_presentes,afp_presentes,lista_afp,moneda_reportada,gestora_reportada,peso_max_total_fondo_pct,peso_mediano_total_fondo_pct,peso_max_exterior_pct,valor_max_reconciliado_miles_soles,aparece_modelo_principal,aparece_analisis_ampliado,formato_isin_valido,checksum_isin_valido,prefijo_isin,prioridad,clasificacion_identificador,estado_openfigi,mensaje,numero_resultados,numero_resultado,puntaje_seleccion,figi,compositeFIGI,shareClassFIGI,ticker,name,exchCode,marketSector,securityType,securityType2,securityDescription,metadata,seleccion_ambigua,mapeo_utilizable
PRIVFAECDRXI,2022-03-31,2026-01-30,47,1,Prima,USD,"CD&R A XI, L.P. | CD&R Associates XI, L.P.",1.9919503692681224,1.3084719191243337,3.621727157692737,54960.52539674463,True,True,False,False,PR,1102038.9503692682,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
LU0823432371,2018-04-30,2026-01-30,94,1,Habitat,EUR,BNP PARIBAS INV | BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG,1.943443095258336,0.0058738814907749,3.922075779871793,24981.400896917385,True,True,True,True,LU,1102037.4430952584,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
PRIVFAECOL8F,2020-02-28,2026-01-30,72,2,Habitat | Prima,USD,"Coller International General Partner VIII, L.P. | Coller International Partners VII Feeder Fund, LP",1.9587365542273127,0.36731222506445255,5.104664777883271,67028.54656669979,True,True,False,False,PR,1102030.7365542273,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
LU024805611X,2025-05-30,2026-01-30,9,1,Habitat,USD,JP MORGAN FLEMING FUNDS SICAV,1.8566994157143828,1.4106223861471163,3.324825700170734,76476.15248733832,True,True,False,False,LU,1101865.6994157145,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
LU010200075Y,2017-05-31,2017-09-29,5,2,Habitat | Profuturo,JPY,BNP PARIBAS INV,1.744234289972371,1.5784812973880804,2.5920718715104143,106233.66056922954,True,True,False,False,LU,1101749.2342899723,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
PRIVFAEAIP4B,2020-09-30,2026-01-30,65,1,Habitat,EUR,"Antin Inf IV | Antin Infrastructure Partners IV Luxembourg G | Antin Infrastructure Partners IV Luxembourg GP, S.A R.L.",1.656455320253444,1.4739674213045388,3.647155808149121,61186.983803906114,True,True,False,False,PR,1101721.4553202535,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
GB0030810245,2015-01-30,2019-01-31,49,1,Profuturo,EUR | USD,THREADNEEDLE IN,1.647054989852253,0.7894616298912343,2.610925475922325,97647.2468358606,True,True,True,True,GB,1101696.0549898522,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
IE00B138F130,2018-08-31,2020-03-31,20,1,Habitat,EUR,Russell Investm,1.6735880631932851,1.156326065218731,3.209477258840732,19157.07806477784,True,True,True,True,IE,1101693.5880631933,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
PRIVFAEPECPV,2021-02-26,2026-01-30,60,1,Habitat,USD,"Platinum EPV | Platinum Equity Partners V, L.P.",1.6183086966853135,1.0389476211933986,3.6192465834106944,39237.07957029204,True,True,False,False,PR,1101678.3086966854,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
LU0132212944,2016-02-29,2017-08-31,19,1,Prima,USD,PIONEER,1.6436541627286552,1.5419034574949149,2.8943846201768286,124362.2936367501,True,True,True,True,LU,1101662.6541627287,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
IE00BD9G0980,2018-01-31,2018-08-31,8,1,Habitat,EUR,Invesco Global,1.6263683692312303,1.3962620205143268,2.66115111801328,15218.25566004041,True,True,True,True,IE,1101634.3683692312,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
LU0345777493,2015-01-30,2019-11-29,59,1,Integra,USD,INVESTEC,1.5038720694593457,0.8944103878507229,2.872515657210179,122387.3511504289,True,True,True,True,LU,1101562.8720694594,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
PRIVFAEEQTI5,2021-12-31,2026-01-30,50,1,Habitat,EUR,EQT Infr. V GP | EQT Infrastructure V (General Partner) S.à.r. | EQT Infrastructure V (General Partner) S.à.r.l.,1.3379843420926332,0.966619491728524,2.8294675892878045,47535.29480072857,True,True,True,False,PR,1101387.9843420926,formato_isin_checksum_invalido,no_consultado_identificador_no_estandar,formato_isin_checksum_invalido,0,,,,,,,,,,,,,,,False
PRIVFAEIPCXI,2020-05-29,2026-01-30,69,1,Habitat,USD,"Insight A XI | Insight Associates XI, L.P.",1.3071188424659794,0.6433311353363913,3.395391669348625,31020.273805553337,True,True,False,False,PR,1101376.118842466,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
PRIVFAEPGSF6,2019-04-30,2026-01-30,82,1,Habitat,USD,"PGSF VI | PGSF VI Feeder GP, LLC",1.1859526497505768,0.5744683530537505,2.58657742688395,24325.34173428559,True,True,True,False,PR,1101267.9526497505,formato_isin_checksum_invalido,no_consultado_identificador_no_estandar,formato_isin_checksum_invalido,0,,,,,,,,,,,,,,,False
PRIVFAEWPGGF,2021-06-30,2026-01-30,56,1,Habitat,USD,"Warburg Pincus | Warburg Pincus Global Growth GP, L.P.",1.1982104444441244,0.8310375202937857,3.093345932801498,30435.73966753043,True,True,False,False,PR,1101254.210444444,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
PRIVFAEGIP4F,2021-05-31,2026-01-30,57,1,Integra,USD,"Global Inf IV, | Global Infrastructure GP IV, L.P.",1.1826515112626743,0.7659262749814586,2.2497577517816074,36964.39598724796,True,True,False,False,PR,1101239.6515112626,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
PRIVFAENBDF3,2019-04-30,2026-01-30,82,1,Habitat,USD,"NB Private Debt | NB Private Debt Associates III, LP",1.105035823209389,0.5629225198437788,2.21635633190495,19656.712597023758,True,True,True,False,PR,1101187.0358232094,formato_isin_checksum_invalido,no_consultado_identificador_no_estandar,formato_isin_checksum_invalido,0,,,,,,,,,,,,,,,False
IE00B41Q3618,2016-07-29,2016-09-30,3,1,Prima,JPY,Invesco Global,1.1577142240852183,1.154871032850196,1.9943973512819644,88864.15521731086,True,True,True,True,IE,1101160.7142240852,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
PRIVFAEGS5SC,2021-09-30,2026-01-30,53,1,Habitat,USD,G Squared EGP V | G Squared Equity GP V S.à.r.l,1.1045637296963728,0.7479007021094937,2.514778220744365,28148.25243202705,True,True,False,False,PR,1101157.5637296964,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
LU0194163308,2018-01-31,2018-08-31,8,1,Habitat,EUR | USD,Deutsche Asset,1.142643272494271,0.5168113902693235,1.8841382264471984,12006.136744782889,True,True,True,True,LU,1101150.6432724942,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
LU008099898X,2015-07-31,2015-07-31,1,1,Prima,JPY,PICTET,1.0749278214648434,1.0749278214648434,1.7098088892773686,86272.67319646922,True,True,False,False,LU,1101075.9278214648,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
US5771308260,2015-01-30,2016-05-31,17,1,Prima,USD,Matthews Intern,1.0289666084482956,0.8111017108077218,1.6367017568649116,82583.87044049773,True,True,True,True,US,1101045.9666084482,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
IE00B95PGT3Z,2018-03-30,2018-05-31,3,1,Prima,GBP | USD,Vanguard Grp Ir,1.0249508165150287,1.0240486956334025,1.6806403478047596,81671.99890807136,True,True,False,False,IE,1101027.9508165151,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
IE000NG9LZQ6,2023-08-31,2026-01-30,29,1,Integra,USD,Carne Global Fund Managers (Ireland) Limited | Carne Global Fund Managers (Ireland) Limited Carne | Carne Global Fund Managers (Luxembourg) S.A. | Carne Global IR | Moneda Latam HY,0.9294269888506728,2.023388974798006e-06,2.4334824412080955,37296.4337398528,True,True,True,True,IE,1100958.4269888506,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
CVL79033FI12,2017-10-31,2021-02-26,41,1,Profuturo,USD,LARRAIN VIAL,0.8822829773865979,0.5721589402412453,1.4941499307571806,38708.59514458082,True,True,True,True,CV,1100923.2829773866,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
PRIVFAECCM7F,2021-11-30,2026-01-30,51,1,Habitat,EUR,Cinven CM VII | Cinven Capital Management (VII) Limited Partn | Cinven Capital Management (VII) Limited Partnership,0.8570422668757882,0.6937486055172577,1.8822105985067628,30659.39976588283,True,True,False,False,PR,1100908.0422668757,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
US78468R556X,2022-06-30,2023-11-30,11,1,Habitat,USD,SSGA Funds Mana,0.8668810599535042,0.3662795052958379,1.849751954605657,20268.30315999938,True,True,False,False,US,1100877.8810599535,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
PRIVFAEHLGII,2020-05-29,2026-01-30,69,1,Habitat,USD,Hamilton Lane Global SMID II GP LLC | Hamilton LaneII,0.8033922932986656,0.6539926038723202,1.8886820127229536,26771.070013731303,True,True,False,False,PR,1100872.3922932986,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
SCHLUMBERGER,2015-01-30,2015-01-30,1,1,Profuturo,,SCC,0.8453546146888985,0.8453546146888985,1.3396578038426885,45624.88634667503,True,True,False,False,SC,1100846.354614689,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
PRIVFAECVCII,2019-05-31,2026-01-30,75,1,Habitat,USD,CVC Credit Part | CVC Credit Partners Global Special Situations | CVC Credit Partners Global Special Situations II S.à R.L.,0.7464322661342839,0.6074987167069291,1.6318566894820876,24713.46754477909,True,True,False,False,PR,1100821.4322661343,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
GB00BZ0FTN58,2018-03-30,2018-11-30,9,2,Habitat | Prima,USD,M&G,0.8073547378841673,0.6610905395079021,1.3210371057384396,58008.75654298006,True,True,True,True,GB,1100816.3547378841,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
LU1892591238,2019-02-28,2023-07-31,19,1,Habitat,USD,DMS Investment,0.7679931940020668,0.7121384616552175,1.575334807945025,15769.898178170852,True,True,True,True,LU,1100786.993194002,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
LU079478709X,2019-09-30,2019-10-31,2,1,Habitat,USD,Ashmore,0.7718614682029793,0.7669606754910632,1.5639422338769766,10057.574687131872,True,True,False,False,LU,1100773.861468203,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
US40053C1053,2015-05-29,2016-04-29,10,1,Prima,USD,Santander Mexic,0.7625046175909185,0.5737540287144084,1.2128602006926776,61197.88730984256,True,True,True,True,US,1100772.504617591,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
US92189F4946,2018-05-31,2018-10-31,5,1,Integra,USD,VAN ECK,0.6901513835530486,0.511065500502138,1.131251955080541,57566.5541349694,True,True,True,True,US,1100695.151383553,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
LU084619477X,2015-12-31,2020-04-30,53,1,Integra,GBP,DeAWM Investmen | Deutsche Asset,0.6326820070143384,0.5522824733535642,1.0948494580951422,52695.01426341818,True,True,False,False,LU,1100685.6820070143,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
US5007676118,2021-02-26,2021-02-26,1,1,Habitat,USD,Krane Funds,0.6703296223566605,0.6703296223566605,1.27736651204894,11064.476493383812,True,True,True,True,US,1100671.3296223567,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
LU154849971X,2019-10-31,2019-10-31,1,1,Habitat,EUR,ALLIANZ,0.6380133753977612,0.6380133753977612,1.309367001349082,8300.678195591374,True,True,False,False,LU,1100639.0133753978,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
PRIVFAESPOR7,2019-09-30,2026-01-30,77,1,Habitat,USD,SPFSA RE VII | SPFSA RE VII L.L.C.,0.5320342197798495,0.3165432736647804,1.208187398446208,13310.613317514746,True,True,True,False,PR,1100609.0342197798,formato_isin_checksum_invalido,no_consultado_identificador_no_estandar,formato_isin_checksum_invalido,0,,,,,,,,,,,,,,,False
LU1562332939,2017-06-30,2020-05-29,36,1,Profuturo,JPY,Henderson,0.5269894496533855,0.00024014738865079998,0.8537357621411638,32638.30026434467,True,True,True,True,LU,1100562.9894496533,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
GB00B8JYLC77,2021-02-26,2022-08-31,19,1,Habitat,GBP,Legg Mason Inv,0.5388144873114122,0.4192355338068693,1.0413823869718148,9209.739660386247,True,True,True,True,GB,1100557.8144873115,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
PRIVFAESPOS8,2019-10-31,2026-01-30,76,1,Habitat,USD,Strategic PFS | Strategic Partners Fund Solutions GP (Offshor | Strategic Partners Fund Solutions GP (Offshore) Ltd.,0.4766804553481212,0.22761313495649885,1.2505224487693083,11132.427296522335,True,True,True,False,PR,1100552.6804553482,formato_isin_checksum_invalido,no_consultado_identificador_no_estandar,formato_isin_checksum_invalido,0,,,,,,,,,,,,,,,False
PRIVFAEOSF6F,2019-08-30,2026-01-30,78,1,Habitat,USD,"Oaktree SSF II | Oaktree Special Situations Fund II GP, L.P.",0.4603177329320205,0.3351841431901853,1.1180758642970607,14532.01250598959,True,True,False,False,PR,1100538.317732932,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
CVL79033FI1X,2015-01-30,2017-09-29,33,1,Profuturo,USD,LARRAIN VIAL,0.4974207730594246,0.4280327981743406,0.7743925743182323,30295.717650474413,True,True,False,False,CV,1100530.4207730594,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
LU091226375X,2019-09-30,2019-10-31,2,1,Habitat,USD,Northern Trust,0.4751003118418407,0.468282655440887,0.9470444748023924,6190.692328966438,True,True,False,False,LU,1100477.1003118418,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
PRIVFAEIEF5S,2022-02-28,2026-01-30,48,1,Habitat,EUR,InfraVia Europ | InfraVia European Fund V SCSp,0.4179155027574943,0.2544538085624428,0.9164784398539138,17090.04820127696,True,True,False,False,PR,1100465.9155027575,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
LU0242142494,2015-09-30,2016-04-29,8,1,Prima,USD,NNIPL,0.454530913700388,0.4444453927099449,0.6962247135741465,33968.51124746921,True,True,True,True,LU,1100462.5309137003,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
IE00B3CTFW2X,2023-11-30,2026-01-30,27,1,Habitat,EUR,GAM Internation | GAM International Management Limited,0.4221743381739405,0.3694121673219879,0.9429379126639322,14556.068504341312,True,True,False,False,IE,1100449.174338174,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
US4642868552,2015-04-30,2015-12-31,9,1,Habitat,USD,BlackRock USA,0.4389844800139534,0.2614204299972952,0.6557620987107738,526.6913528958268,True,True,True,True,US,1100447.9844800138,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
PRIVFAEPLEP6,2023-11-30,2026-01-30,27,1,Habitat,USD,"Platinum EPVILP | Platinum Equity Partners VI, LP",0.4082284710184449,0.305280814684401,0.7674668687020989,15566.13781635056,True,True,True,True,PR,1100435.2284710184,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
PRIVFAENHIP3,2020-06-30,2026-01-30,68,1,Habitat,USD,MORGAN STANLEY | Morgan Stanley | Morgan Stanley Infrastructure III Investors G | Morgan Stanley Infrastructure III Investors GP,0.3474306957380337,0.27059692709446137,0.8202901538213945,12981.710619672796,True,True,True,False,PR,1100415.430695738,formato_isin_checksum_invalido,no_consultado_identificador_no_estandar,formato_isin_checksum_invalido,0,,,,,,,,,,,,,,,False
LU0325327566,2019-07-31,2019-10-31,4,1,Habitat,USD,Pic Asset Ma Eu,0.3893358249810817,0.3854472342691705,0.793299793711107,5029.091380369495,True,True,True,True,LU,1100393.335824981,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
PRIVFAEAIP5B,2023-05-31,2026-01-30,33,1,Habitat,EUR,"Antin Infrastru | Antin Infrastructure Partners V Luxembourg GP | Antin Infrastructure Partners V Luxembourg GP, S.A R.L.",0.3353882085445457,0.1748685437668975,0.6268152048209075,12775.353869550818,True,True,False,False,PR,1100368.3882085446,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
PRIVFAEKVCXC,2023-01-31,2026-01-30,37,1,Habitat,USD,"Knightsbridge M | Knightsbridge Management X, LLC",0.2961076621255616,0.1829382841771634,0.5144974698573683,13486.060550520551,True,True,False,False,PR,1100333.1076621255,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
PRIVFAEEQTI6,2025-03-31,2026-01-30,11,1,Habitat,EUR,EQT Infrastructure IV (GP) SCS,0.3157129765138359,0.2641530044600919,0.5396746551996924,14014.519616540048,True,True,True,False,PR,1100326.712976514,formato_isin_checksum_invalido,no_consultado_identificador_no_estandar,formato_isin_checksum_invalido,0,,,,,,,,,,,,,,,False
LU0325328531,2016-07-29,2017-04-28,10,1,Prima,EUR,Pic Asset Ma Eu,0.2978434940612912,0.28323241001008126,0.5021218432518454,21955.601522711306,True,True,True,True,LU,1100307.8434940614,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
PRIVFAEP8SCS,2023-12-29,2026-01-30,26,1,Habitat,EUR,PAI Partn. VIII | PAI Partners VIII GP S.à r.l.,0.2391064918259413,0.2096270850121904,0.4577990809013294,10427.598795670314,True,True,False,False,PR,1100265.106491826,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
PRIVFAECEVVI,2024-05-31,2026-01-30,21,1,Habitat,USD,"Cortland Enhanced Value Fund V GP, LLC | Cortland Enhanced Value Fund VI GP, LLC",0.236893005946221,0.1896797283879933,0.4242086509504539,9757.457503672766,True,True,False,False,PR,1100257.8930059462,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
LU1232062742,2017-06-30,2023-09-29,76,1,Habitat,GBP | USD,AZ Fund Managem,0.1549174977407355,4.2556737579790337e-07,0.2444568667037781,855.6940894978763,True,True,True,True,LU,1100230.9174977408,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
LU0260871479,2015-01-30,2015-02-27,2,1,Prima,USD,FRANKLIN TEMP,0.2276409313560265,0.2273317189686759,0.4012714192130229,18761.573459816816,True,True,True,True,LU,1100229.640931356,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
LU1156968403,2018-02-28,2019-11-29,22,1,Habitat,USD,ALLIANZ,0.1971780294758453,0.016595905935690748,0.3234896922887094,1770.3080052758569,True,True,True,True,LU,1100219.1780294757,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
PAI69PA00017,2015-01-30,2015-07-31,7,1,Profuturo,COP,Avianca,0.2119042398745023,0.1879978393449807,0.3424136541267087,12101.786144826685,True,True,True,True,PA,1100218.9042398746,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
PRIVFAEV5FSC,2023-11-30,2026-01-30,27,1,Habitat,EUR,Vitruvian Luxca | Vitruvian Luxcar General Partner S.à.r.l,0.1896507467173747,0.0378441678758282,0.3295248378317013,8727.662244799614,True,True,False,False,PR,1100216.6507467174,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
US29274F1049,2016-08-31,2020-02-28,43,1,Integra,USD,ENERSIS,0.1496236832450598,0.1167936863736363,0.2516133219778557,12341.106745508376,True,True,True,True,US,1100192.6236832452,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
PRIVFAEBCDSS,2020-06-30,2026-01-30,68,1,Habitat,USD,"Bain Capital DS | Bain Capital Distressed and Special Situation | Bain Capital Distressed and Special Situations 2019 Investors, LLC",0.1027875087923286,0.07074839042457615,0.254761618934759,2680.9436214552397,True,True,False,False,PR,1100170.7875087922,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
CA5171036026,2021-03-31,2021-10-29,8,2,Integra | Prima,CAD,Largo Resources,0.1537945721049733,0.10862673183093591,0.2885445611932878,7282.458096148535,True,True,True,True,CA,1100161.794572105,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
LU1273585916,2017-11-30,2019-01-31,15,1,Habitat,EUR | USD,PIONEER,0.1341223418107085,0.0908425381437185,0.2208835675848852,1041.5946665358408,True,True,True,True,LU,1100149.1223418107,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
BRCIELACNOR3,2016-08-31,2019-01-31,30,1,Integra,BRL,Cielo,0.0962570566377593,0.044314022602053096,0.1598342552617177,7761.614478295278,True,True,True,True,BR,1100126.2570566377,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
PRIVFAEIPC13,2025-03-31,2026-01-30,11,1,Habitat,USD,"Insight A XIII | Insight Partners XIII, L.P.",0.100265697183904,0.0709654261877482,0.1700067108930854,4351.942483730701,True,True,True,True,PR,1100111.265697184,isin_estandar_valido,sin_coincidencia,No identifier found.,0,,,,,,,,,,,,,,,False
IE00B53QG56X,2021-02-26,2021-02-26,1,1,Prima,EUR,BlackRock AMIL,0.0986429003573505,0.0986429003573505,0.2004353816516027,5236.756456407125,True,True,False,False,IE,1100099.6429003573,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
LU196682546X,2024-02-29,2026-01-30,24,1,Habitat,EUR,"Joh. Berenberg, | Joh. Berenberg, Gossier & Co. KG",0.0525039453511732,0.0462909164495226,0.1172689956717801,1887.78855027586,True,True,False,False,LU,1100076.503945351,identificador_no_estandar,no_consultado_identificador_no_estandar,identificador_no_estandar,0,,,,,,,,,,,,,,,False
