archivo,hoja,fila_excel_aprox,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37
CA-0001-no2025.XLS,9,20,Fondo Credicorp Deuda Soles,,,,,,,,4413,10682,,,,,15095,0.31882986587812867,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,21,Fondo Credicorp Deuda Soles II,,,,,,,,12316,17784,,9100,12800,,52000,0.43505451776925796,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,1-A,1,CARTERA POR TIPO DE INSTRUMENTO Y SECTOR DEL EMISOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,1-A,2,(En miles de Soles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,1-A,3,Al 28-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,1-A,4,,HA00,,HA01,,HA02,,HA03,,IN00,,IN01,,IN02,,IN03,,PR00,,PR01,,PR02,,PR03,,RI00,,RI01,,RI02,,RI03,,TOTAL,,,
CA-0001-no2025.XLS,1-A,5,,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,,
CA-0001-no2025.XLS,1-A,6,I. NACIONAL,252548.35030961208,0.9935616014997174,868800.8162864775,0.5250910313085344,7571268.920540278,0.5800987342237489,1855853.5956346923,0.42858053586030775,2862122.0128409876,1.0001395188440942,3822935.4654239216,0.49251152972427104,14741096.729709063,0.5179059400348709,1215811.2210256122,0.3814295603641396,1861951.6689214974,1.0232480573708322,2644564.6075394987,0.5411564741656737,6864806.581643219,0.5026154337365328,1173302.5771612849,0.35045475740356513,2089669.6899100018,1.0039427953917566,3264593.836707555,0.4872916343219218,11312854.040646726,0.5044146370597665,1132865.2493450237,0.4055409311460759,63535045.363645434,0.5326562336747738,,
CA-0001-no2025.XLS,1-A,7,Corto Plazo,240541.0487925761,0.9463231471192763,30018.416022821108,0.018142709735293663,353148.638123713,0.027057694042888113,95762.69850389998,0.022114906443465657,2862122.0128409876,1.0001395188440942,112230.81712845893,0.01445877701208142,211913.5885208683,0.007445260571954013,12729.654134119997,0.003993602210603927,1861951.6689214974,1.0232480573708322,91389.78366740319,0.01870106442596221,215521.63871174006,0.01577968740013357,49477.61393808,0.0147785111250067,2089669.6899100018,1.0039427953917566,14219.235393500001,0.0021224430358830664,320503.7942008399,0.014290541047133735,26512.223136959998,0.009490794835424194,8587712.52194747,0.07199646402455594,,
CA-0001-no2025.XLS,1-A,8,Inversiones Alternativas,0,,0,,31898.27246304,0.002443995540765092,0,,0,,0,,506068.4816385137,0.01777994388821754,135318.5588925139,0.04245272418520737,0,,12.2978907304,2.5165137461057818e-06,303484.30028544413,0.022219984118428623,85803.6671262865,0.025628771241457404,0,,0,,285172.33409839997,0.012715190957728254,129105.05997764828,0.04621678197762387,1476862.9723725764,0.01238151738170998,,
CA-0001-no2025.XLS,1-A,9,Renta Fija,12007.301517036,0.04723845438044108,768966.657352437,0.4647526654923472,4957091.674669048,0.3798045791380236,363544.7514890169,0.08395500850328642,0,,3414719.2312388443,0.43992073823036365,8779020.17032455,0.30843747770365276,20489.124,0.00642793669314367,0,,2375579.4195657796,0.4861141146363747,4230008.931759799,0.30970541539087987,46542.607868867206,0.013901851634108325,0,,3009426.556113295,0.4492039311019528,6659510.490431062,0.2969325472561703,151918.40263824968,0.05438345866797497,34788825.31896799,0.2916576916300461,,
CA-0001-no2025.XLS,1-A,10,Renta Variable,0,,69815.74291121961,0.04219565608089355,2229130.3352844766,0.17079246550207206,1396546.1456417753,0.32251062091355565,0,,295985.41705661773,0.03813201448182597,5244094.489225134,0.18424325787104656,1047273.8839989783,0.3285552972751846,0,,177583.10641558506,0.03633877858959072,2115791.710886237,0.1549103468270908,991478.688228051,0.2961456234029927,0,,240948.0452007601,0.035965260184085975,4047667.4219164266,0.18047635779873425,825329.5635921658,0.2954498956650529,18681644.550357427,0.15662056063846175,,
CA-0001-no2025.XLS,1-A,11,II. EXTRANJERO,0,,853910.9035687227,0.516091776843651,6228433.0069543775,0.4772127554113905,2553862.9163428163,0.5897749368670683,0,,4061208.5028544064,0.5232084167678306,15076279.115794975,0.5296820617123779,1959705.9478387365,0.614807434904709,0,,2278550.682491305,0.4662591528410476,7095845.810536878,0.5195312609866494,2230929.249502296,0.6663581791582235,0,,3352966.6026736735,0.5004826503291717,11621744.293657094,0.5181873565082544,1652388.5076206466,0.5915188716248317,58965825.53983589,0.4943494471091482,,
CA-0001-no2025.XLS,1-A,12,Corto Plazo,0,,1262.2951335111998,0.0007629134791841427,989.9704587845999,7.584998183090164e-05,102.77044312929999,2.3733236118710844e-05,0,,135519.5359652667,0.01745907943501619,368807.57003973407,0.01295749120677365,66024.6079440778,0.020713525871294578,0,,8883.624946107,0.0018178535475895676,36625.7666237019,0.002681601492856408,9169.638815898501,0.002738887316244497,0,,91079.11505965011,0.013594980891948261,219246.34225219532,0.009775699726742004,41793.5205302194,0.014961164393997452,979504.758212276,0.008211835096515229,,
CA-0001-no2025.XLS,1-A,13,Inversiones Alternativas,0,,0,,2480078.016849444,0.19001968275719944,537798.5696271609,0.12419621876309121,0,,0,,5352451.853784881,0.18805022853143957,505715.8771087601,0.1586553745671476,0,,0,,2682873.442817783,0.19642994789218188,450497.64393000567,0.13455952930431975,0,,0,,2173412.5221200236,0.09690756060206804,226904.5789949066,0.08122686639042413,14409732.505232973,0.1208063014761017,,
CA-0001-no2025.XLS,1-A,14,Renta Fija,0,,778080.8776373063,0.47026117243575793,1062749.310747403,0.08142618317112126,1.5502647972999999,3.5800955372504986e-07,0,,3444732.6838841015,0.4437873929537601,2345399.403100465,0.08240202916326325,72063.4214104824,0.022608048578256202,0,,1982349.2383222207,0.4056475388489596,892431.0850546812,0.06534046248209871,85593.4809201,0.0255659905424864,0,,2858466.340360506,0.4266707603826342,3316797.4471793342,0.14788851464966657,26732.3380149151,0.009569591137646924,16865397.176896304,0.14139375974720025,,
CA-0001-no2025.XLS,1-A,15,Renta Variable,0,,74567.73079790486,0.04506769092870896,2684615.7088987436,0.2056910395012389,2015960.0260077291,0.4655546268583047,0,,480956.28300503886,0.061961944379054286,7009620.288869893,0.24627231281090137,1315902.0413754163,0.41283048588801063,0,,287317.819222976,0.0587937604444984,3483915.5160407145,0.2550792491195124,1685668.4858362917,0.5034937719951729,0,,403421.147253518,0.06021690905458928,5912287.982105536,0.26361558152977776,1356958.070080606,0.4857612497027632,26711191.099494364,0.22393755078933095,,
CA-0001-no2025.XLS,1-A,16,III. OPERACIONES EN TRÁNSITO,1636.5436399999999,0.0064383985002838835,-68139.91328403528,-0.041182808152185515,-748011.8032752064,-0.05731148963513595,-79483.47442399598,-0.01835547272737599,-399.2642500000002,-0.00013951884409367857,-122020.17076202319,-0.0157199464921014,-1354491.77679354,-0.04758800174724896,11994.621949433349,0.003763004731151459,-42303.28991,-0.023248057370831597,-36239.24994138582,-0.007415627006721215,-302483.3013325676,-0.02214669472317965,-56288.75448501756,-0.016812936561788533,-8206.78236,-0.00394279539175639,81905.7668267168,0.012225715348906496,-506910.4571451568,-0.022601993568022484,8213.344230499191,0.002940197229092917,-3221227.96131628,-0.027005680783921793,,
CA-0001-no2025.XLS,1-A,17,TOTAL,254184.893949612,1,1654571.806571165,1,13051690.1242194,1,4330233.0375535125,1,2861722.748590986,1,7762123.797516305,1,28462884.0687105,1,3187511.7908137823,1,1819648.3790114971,1,4886876.040089414,1,13658169.0908475,1,3347943.072178563,1,2081462.9075500008,1,6699466.206207944,1,22427687.877158698,1,2793467.101196169,1,119279642.94216506,1,,
