afp,modelo,tarea,segmento,parametros,retorno_acumulado_n,retorno_acumulado_mae,retorno_acumulado_rmse,retorno_acumulado_r2,retorno_acumulado_sesgo,retorno_acumulado_desviacion_residual,retorno_acumulado_varianza_residual,retorno_acumulado_correlacion,retorno_acumulado_direccion_pct,n_publicacion,mape_cuota_pct,mediana_error_abs_pct,p90_error_abs_pct,error_maximo_abs_pct,sesgo_cuota_pct,correlacion_retorno_acumulado,direccion_acumulada_pct,seleccionado_validacion,ranking_mape_prueba
Profuturo,DIRECTO_SVR_RBF,directo_acumulado,prueba,"{""C"": 0.5, ""epsilon"": 0.001, ""gamma"": ""scale""}",593,0.01114746791002405,0.015568022121231996,-0.044622635971095725,0.002336840898425889,0.015404631138173728,0.0002373026605031916,0.29010566526823184,64.08094435075886,593,1.116164158021159,0.7779796949069828,2.5300127789182305,8.009010420466801,0.2523645787595514,0.29010566526823184,64.08094435075886,False,11.0
Profuturo,DIRECTO_GRADIENT_BOOSTING,directo_acumulado,prueba,"{""learning_rate"": 0.05, ""max_depth"": 1, ""min_samples_leaf"": 30, ""n_estimators"": 250}",593,0.009387290601642043,0.0128597661534406,0.2872147650784034,0.0002933854648666175,0.012867272918766022,0.0001655667123660095,0.5419933382102536,67.62225969645868,593,0.9384007892665697,0.6769849241721637,2.044777269016658,6.688234076230648,0.046694713846131,0.5419933382102536,67.62225969645868,False,2.0
Profuturo,DIRECTO_EXTRA_TREES,directo_acumulado,prueba,"{""max_depth"": 5, ""max_features"": 0.7, ""min_samples_leaf"": 20}",593,0.00926393834532064,0.012624020803734735,0.3131087954269671,0.0007994124778630795,0.012609320386409405,0.00015899496060711984,0.579123662409298,68.46543001686341,593,0.9267598224911048,0.6492798416616985,2.096888418433611,6.6648788491952216,0.09712532171963831,0.579123662409298,68.46543001686341,False,1.0
Habitat,EW_RIDGE_HL60_A0.001,referencia,prueba,{},593,,,,,,,0.4721419160098977,72.51264755480608,593,0.8031782094698549,0.5409990364857453,1.8420098602777029,8.404292312307982,-0.1158687279452288,0.4721419160098977,72.51264755480608,True,1.0
Habitat,RIDGE,referencia,prueba,{},593,,,,,,,0.5260776983963558,71.8381112984823,593,0.8564554142219674,0.5577270524801392,2.1175673770985464,5.767628312292128,-0.1327545333471089,0.5260776983963558,71.8381112984823,False,8.0
Integra,EW_RIDGE_HL120_A0.001,referencia,prueba,{},593,,,,,,,0.5011242522411813,67.62225969645868,593,0.8909807340011332,0.6319858717777072,2.0874772904450216,6.221121064120871,-0.113447920398048,0.5011242522411813,67.62225969645868,False,2.0
Integra,RIDGE,referencia,prueba,{},593,,,,,,,0.5230522479726407,68.8026981450253,593,0.912515404669736,0.6077024202319814,2.245417525962893,6.44948627971802,-0.0419157242781022,0.5230522479726407,68.8026981450253,False,6.0
Prima,EW_RIDGE_HL250_A0.001,referencia,prueba,{},593,,,,,,,0.50719071938616,73.86172006745363,593,0.885044174170895,0.5604819531582983,2.144105978247895,7.294599347992925,-0.1423636859631962,0.50719071938616,73.86172006745363,False,2.0
Prima,RIDGE,referencia,prueba,{},593,,,,,,,0.531353467682963,73.69308600337267,593,0.899592521925842,0.5778455805015792,2.209390822387657,7.393705930224925,-0.0487307488594731,0.531353467682963,73.69308600337267,False,3.0
Profuturo,EW_RIDGE_HL250_A0.001,referencia,prueba,{},593,,,,,,,0.5285662062945147,69.13996627318718,593,0.9417952758705332,0.6936213922009271,2.1086284033616622,6.294784926998154,-0.0836370997509135,0.5285662062945147,69.13996627318718,False,3.0
