fecha_cartera,archivo,hoja,fila_excel_aprox,afp,fondo,valor,tipo_valor,participacion_reportada,administrador,fondo_local
2015-01-30,CA-0001-en2015.XLS,9,19,Prima,3,750.0,unidades,,ENFOCA SAFI,Descubridor 2
2015-01-30,CA-0001-en2015.XLS,9,20,Prima,3,190.3846152,unidades,,ENFOCA SAFI,Discovery 1
2015-01-30,CA-0001-en2015.XLS,9,20,Profuturo,3,46.3269231,unidades,,ENFOCA SAFI,Discovery 1
2015-01-30,CA-0001-en2015.XLS,9,22,Prima,3,270.0,unidades,,Faro Capital,Faro Capital Fondo de Inversión Inmobiliario I
2015-01-30,CA-0001-en2015.XLS,9,22,Profuturo,3,100.0,unidades,,Faro Capital,Faro Capital Fondo de Inversión Inmobiliario I
2015-01-30,CA-0001-en2015.XLS,9,23,Integra,3,6.0,unidades,,Faro Capital,Fondo Capital Privado I
2015-01-30,CA-0001-en2015.XLS,9,23,Prima,3,7.0,unidades,,Faro Capital,Fondo Capital Privado I
2015-01-30,CA-0001-en2015.XLS,9,23,Profuturo,3,3.0,unidades,,Faro Capital,Fondo Capital Privado I
2015-01-30,CA-0001-en2015.XLS,9,24,Integra,3,6000.0,unidades,,Faro Capital,Fondo de Inversión en Retail
2015-01-30,CA-0001-en2015.XLS,9,24,Prima,3,19200.0,unidades,,Faro Capital,Fondo de Inversión en Retail
2015-01-30,CA-0001-en2015.XLS,9,26,Integra,3,85.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers
2015-01-30,CA-0001-en2015.XLS,9,26,Profuturo,3,24.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers
2015-01-30,CA-0001-en2015.XLS,9,27,Integra,3,6729.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers II
2015-01-30,CA-0001-en2015.XLS,9,27,Profuturo,3,4336.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers II
2015-01-30,CA-0001-en2015.XLS,9,29,Integra,3,22.0,unidades,,Macrocapitales,Fortaleza Fondo de Inversión de Capital Privado I
2015-01-30,CA-0001-en2015.XLS,9,29,Profuturo,3,70.0,unidades,,Macrocapitales,Fortaleza Fondo de Inversión de Capital Privado I
2015-01-30,CA-0001-en2015.XLS,9,30,Integra,3,146.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2015-01-30,CA-0001-en2015.XLS,9,30,Prima,3,583.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2015-01-30,CA-0001-en2015.XLS,9,30,Profuturo,3,291.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2015-01-30,CA-0001-en2015.XLS,9,32,Integra,3,992791.0,unidades,,SEAF SAFI,Latam
2015-01-30,CA-0001-en2015.XLS,9,32,Profuturo,3,992792.0,unidades,,SEAF SAFI,Latam
2015-01-30,CA-0001-en2015.XLS,9,33,Integra,3,457744.0,unidades,,SEAF SAFI,Trasandino
2015-01-30,CA-0001-en2015.XLS,9,33,Prima,3,872774.0,unidades,,SEAF SAFI,Trasandino
2015-01-30,CA-0001-en2015.XLS,9,35,Integra,3,70.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2015-01-30,CA-0001-en2015.XLS,9,35,Prima,3,123.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2015-01-30,CA-0001-en2015.XLS,9,35,Profuturo,3,57.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2015-01-30,CA-0001-en2015.XLS,9,36,Prima,3,226.0,unidades,,SIGMA,Leasing Operativo
2015-01-30,CA-0001-en2015.XLS,9,38,Integra,3,11.0,unidades,,SUMMA,Mezzanine Summa
2015-01-30,CA-0001-en2015.XLS,9,38,Prima,3,20.0,unidades,,SUMMA,Mezzanine Summa
2015-02-27,CA-0001-fe2015.XLS,9,5,Integra,3,4077443.0,unidades,,ACCAPITALES,Fondo de Inversión en Desarrollo Agroindustrial y Forestal
2015-02-27,CA-0001-fe2015.XLS,9,5,Profuturo,3,5260482.0,unidades,,ACCAPITALES,Fondo de Inversión en Desarrollo Agroindustrial y Forestal
2015-02-27,CA-0001-fe2015.XLS,9,6,Integra,3,4481974.0,unidades,,ACCAPITALES,"Fondo de Inversión en Infraestructura, Servicios Públicos y Recursos Naturales"
2015-02-27,CA-0001-fe2015.XLS,9,6,Profuturo,3,579723.0,unidades,,ACCAPITALES,"Fondo de Inversión en Infraestructura, Servicios Públicos y Recursos Naturales"
2015-02-27,CA-0001-fe2015.XLS,9,7,Integra,3,8383549.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2015-02-27,CA-0001-fe2015.XLS,9,7,Prima,3,11030985.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2015-02-27,CA-0001-fe2015.XLS,9,7,Profuturo,3,1838498.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2015-02-27,CA-0001-fe2015.XLS,9,8,Integra,3,2328234.0,unidades,,ACCAPITALES,Multirenta Inmobiliaria - Aumento Capital
2015-02-27,CA-0001-fe2015.XLS,9,8,Profuturo,3,4984863.0,unidades,,ACCAPITALES,Multirenta Inmobiliaria - Aumento Capital
2015-02-27,CA-0001-fe2015.XLS,9,10,Prima,3,839969.0,unidades,,BlackRock ITC P,ETF - EPU
2015-02-27,CA-0001-fe2015.XLS,9,10,Profuturo,3,115858.0,unidades,,BlackRock ITC P,ETF - EPU
2015-02-27,CA-0001-fe2015.XLS,9,12,Integra,3,26.9121711,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2015-02-27,CA-0001-fe2015.XLS,9,12,Prima,3,65.241675,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2015-02-27,CA-0001-fe2015.XLS,9,12,Profuturo,3,29.358755,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2015-02-27,CA-0001-fe2015.XLS,9,14,Integra,3,122590.0,unidades,,COMPASS GROUP,Fondo de Inversión Inmobiliario I
2015-02-27,CA-0001-fe2015.XLS,9,14,Prima,3,171391.0,unidades,,COMPASS GROUP,Fondo de Inversión Inmobiliario I
2015-02-27,CA-0001-fe2015.XLS,9,15,Prima,3,8444.0,unidades,,COMPASS GROUP,Fondo Pyme
2015-02-27,CA-0001-fe2015.XLS,9,18,Integra,3,99.0,unidades,,ENFOCA SAFI,Descubridor 1
2015-02-27,CA-0001-fe2015.XLS,9,18,Profuturo,3,29.0,unidades,,ENFOCA SAFI,Descubridor 1
2015-02-27,CA-0001-fe2015.XLS,9,19,Integra,3,375.0,unidades,,ENFOCA SAFI,Descubridor 2
2015-02-27,CA-0001-fe2015.XLS,9,19,Prima,3,750.0,unidades,,ENFOCA SAFI,Descubridor 2
2015-02-27,CA-0001-fe2015.XLS,9,20,Prima,3,190.3846152,unidades,,ENFOCA SAFI,Discovery 1
2015-02-27,CA-0001-fe2015.XLS,9,20,Profuturo,3,46.3269231,unidades,,ENFOCA SAFI,Discovery 1
2015-02-27,CA-0001-fe2015.XLS,9,22,Prima,3,270.0,unidades,,Faro Capital,Faro Capital Fondo de Inversión Inmobiliario I
2015-02-27,CA-0001-fe2015.XLS,9,22,Profuturo,3,100.0,unidades,,Faro Capital,Faro Capital Fondo de Inversión Inmobiliario I
2015-02-27,CA-0001-fe2015.XLS,9,23,Integra,3,6.0,unidades,,Faro Capital,Fondo Capital Privado I
2015-02-27,CA-0001-fe2015.XLS,9,23,Prima,3,7.0,unidades,,Faro Capital,Fondo Capital Privado I
2015-02-27,CA-0001-fe2015.XLS,9,23,Profuturo,3,3.0,unidades,,Faro Capital,Fondo Capital Privado I
2015-02-27,CA-0001-fe2015.XLS,9,24,Integra,3,6000.0,unidades,,Faro Capital,Fondo de Inversión en Retail
2015-02-27,CA-0001-fe2015.XLS,9,24,Prima,3,19200.0,unidades,,Faro Capital,Fondo de Inversión en Retail
2015-02-27,CA-0001-fe2015.XLS,9,26,Integra,3,85.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers
2015-02-27,CA-0001-fe2015.XLS,9,26,Profuturo,3,24.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers
2015-02-27,CA-0001-fe2015.XLS,9,27,Integra,3,6729.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers II
2015-02-27,CA-0001-fe2015.XLS,9,27,Profuturo,3,4336.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers II
2015-02-27,CA-0001-fe2015.XLS,9,29,Integra,3,22.0,unidades,,Macrocapitales,Fortaleza Fondo de Inversión de Capital Privado I
2015-02-27,CA-0001-fe2015.XLS,9,29,Profuturo,3,70.0,unidades,,Macrocapitales,Fortaleza Fondo de Inversión de Capital Privado I
2015-02-27,CA-0001-fe2015.XLS,9,30,Integra,3,146.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2015-02-27,CA-0001-fe2015.XLS,9,30,Prima,3,583.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2015-02-27,CA-0001-fe2015.XLS,9,30,Profuturo,3,291.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2015-02-27,CA-0001-fe2015.XLS,9,32,Integra,3,992791.0,unidades,,SEAF SAFI,Latam
2015-02-27,CA-0001-fe2015.XLS,9,32,Profuturo,3,992792.0,unidades,,SEAF SAFI,Latam
2015-02-27,CA-0001-fe2015.XLS,9,33,Integra,3,457744.0,unidades,,SEAF SAFI,Trasandino
2015-02-27,CA-0001-fe2015.XLS,9,33,Prima,3,872774.0,unidades,,SEAF SAFI,Trasandino
2015-02-27,CA-0001-fe2015.XLS,9,35,Integra,3,70.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2015-02-27,CA-0001-fe2015.XLS,9,35,Prima,3,123.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2015-02-27,CA-0001-fe2015.XLS,9,35,Profuturo,3,57.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2015-02-27,CA-0001-fe2015.XLS,9,36,Prima,3,226.0,unidades,,SIGMA,Leasing Operativo
2015-02-27,CA-0001-fe2015.XLS,9,38,Integra,3,11.0,unidades,,SUMMA,Mezzanine Summa
2015-02-27,CA-0001-fe2015.XLS,9,38,Prima,3,20.0,unidades,,SUMMA,Mezzanine Summa
2015-02-27,CA-0001-fe2015.XLS,9,40,Integra,3,14635.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2015-02-27,CA-0001-fe2015.XLS,9,40,Prima,3,42749.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2015-02-27,CA-0001-fe2015.XLS,9,40,Profuturo,3,30000.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2015-03-31,CA-0001-ma2015.XLS,9,5,Integra,3,4077443.0,unidades,,ACCAPITALES,Fondo de Inversión en Desarrollo Agroindustrial y Forestal
2015-03-31,CA-0001-ma2015.XLS,9,5,Profuturo,3,5260482.0,unidades,,ACCAPITALES,Fondo de Inversión en Desarrollo Agroindustrial y Forestal
2015-03-31,CA-0001-ma2015.XLS,9,6,Integra,3,4481974.0,unidades,,ACCAPITALES,"Fondo de Inversión en Infraestructura, Servicios Públicos y Recursos Naturales"
2015-03-31,CA-0001-ma2015.XLS,9,6,Profuturo,3,579723.0,unidades,,ACCAPITALES,"Fondo de Inversión en Infraestructura, Servicios Públicos y Recursos Naturales"
2015-03-31,CA-0001-ma2015.XLS,9,7,Integra,3,8383549.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2015-03-31,CA-0001-ma2015.XLS,9,7,Prima,3,11030985.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2015-03-31,CA-0001-ma2015.XLS,9,7,Profuturo,3,1838498.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2015-03-31,CA-0001-ma2015.XLS,9,8,Integra,3,2328234.0,unidades,,ACCAPITALES,Multirenta Inmobiliaria - Aumento Capital
2015-03-31,CA-0001-ma2015.XLS,9,8,Profuturo,3,4984863.0,unidades,,ACCAPITALES,Multirenta Inmobiliaria - Aumento Capital
2015-03-31,CA-0001-ma2015.XLS,9,10,Prima,3,839969.0,unidades,,BlackRock ITC P,ETF - EPU
2015-03-31,CA-0001-ma2015.XLS,9,10,Profuturo,3,115858.0,unidades,,BlackRock ITC P,ETF - EPU
2015-03-31,CA-0001-ma2015.XLS,9,12,Integra,3,27.1010536,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2015-03-31,CA-0001-ma2015.XLS,9,12,Prima,3,65.6995662,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2015-03-31,CA-0001-ma2015.XLS,9,12,Profuturo,3,29.5647917,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2015-03-31,CA-0001-ma2015.XLS,9,14,Integra,3,122590.0,unidades,,COMPASS GROUP,Fondo de Inversión Inmobiliario I
2015-03-31,CA-0001-ma2015.XLS,9,14,Prima,3,171391.0,unidades,,COMPASS GROUP,Fondo de Inversión Inmobiliario I
2015-03-31,CA-0001-ma2015.XLS,9,15,Prima,3,8444.0,unidades,,COMPASS GROUP,Fondo Pyme
2015-03-31,CA-0001-ma2015.XLS,9,18,Integra,3,99.0,unidades,,ENFOCA SAFI,Descubridor 1
2015-03-31,CA-0001-ma2015.XLS,9,18,Profuturo,3,29.0,unidades,,ENFOCA SAFI,Descubridor 1
2015-03-31,CA-0001-ma2015.XLS,9,19,Integra,3,375.0,unidades,,ENFOCA SAFI,Descubridor 2
2015-03-31,CA-0001-ma2015.XLS,9,19,Prima,3,750.0,unidades,,ENFOCA SAFI,Descubridor 2
2015-03-31,CA-0001-ma2015.XLS,9,20,Prima,3,190.3846152,unidades,,ENFOCA SAFI,Discovery 1
2015-03-31,CA-0001-ma2015.XLS,9,20,Profuturo,3,46.3269231,unidades,,ENFOCA SAFI,Discovery 1
2015-03-31,CA-0001-ma2015.XLS,9,22,Prima,3,270.0,unidades,,Faro Capital,Faro Capital Fondo de Inversión Inmobiliario I
2015-03-31,CA-0001-ma2015.XLS,9,22,Profuturo,3,100.0,unidades,,Faro Capital,Faro Capital Fondo de Inversión Inmobiliario I
2015-03-31,CA-0001-ma2015.XLS,9,23,Integra,3,6.0,unidades,,Faro Capital,Fondo Capital Privado I
2015-03-31,CA-0001-ma2015.XLS,9,23,Prima,3,7.0,unidades,,Faro Capital,Fondo Capital Privado I
2015-03-31,CA-0001-ma2015.XLS,9,23,Profuturo,3,3.0,unidades,,Faro Capital,Fondo Capital Privado I
2015-03-31,CA-0001-ma2015.XLS,9,24,Integra,3,6000.0,unidades,,Faro Capital,Fondo de Inversión en Retail
2015-03-31,CA-0001-ma2015.XLS,9,24,Prima,3,19200.0,unidades,,Faro Capital,Fondo de Inversión en Retail
2015-03-31,CA-0001-ma2015.XLS,9,26,Integra,3,85.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers
2015-03-31,CA-0001-ma2015.XLS,9,26,Profuturo,3,24.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers
2015-03-31,CA-0001-ma2015.XLS,9,27,Integra,3,7132.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers II
2015-03-31,CA-0001-ma2015.XLS,9,27,Profuturo,3,4596.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers II
2015-03-31,CA-0001-ma2015.XLS,9,29,Integra,3,22.0,unidades,,Macrocapitales,Fortaleza Fondo de Inversión de Capital Privado I
2015-03-31,CA-0001-ma2015.XLS,9,29,Profuturo,3,70.0,unidades,,Macrocapitales,Fortaleza Fondo de Inversión de Capital Privado I
2015-03-31,CA-0001-ma2015.XLS,9,30,Integra,3,146.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2015-03-31,CA-0001-ma2015.XLS,9,30,Prima,3,583.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2015-03-31,CA-0001-ma2015.XLS,9,30,Profuturo,3,291.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2015-03-31,CA-0001-ma2015.XLS,9,32,Integra,3,992791.0,unidades,,SEAF SAFI,Latam
2015-03-31,CA-0001-ma2015.XLS,9,32,Profuturo,3,992792.0,unidades,,SEAF SAFI,Latam
2015-03-31,CA-0001-ma2015.XLS,9,33,Integra,3,457744.0,unidades,,SEAF SAFI,Trasandino
2015-03-31,CA-0001-ma2015.XLS,9,33,Prima,3,872774.0,unidades,,SEAF SAFI,Trasandino
2015-03-31,CA-0001-ma2015.XLS,9,35,Integra,3,70.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2015-03-31,CA-0001-ma2015.XLS,9,35,Prima,3,123.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2015-03-31,CA-0001-ma2015.XLS,9,35,Profuturo,3,57.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2015-03-31,CA-0001-ma2015.XLS,9,36,Prima,3,226.0,unidades,,SIGMA,Leasing Operativo
2015-03-31,CA-0001-ma2015.XLS,9,38,Integra,3,11.0,unidades,,SUMMA,Mezzanine Summa
2015-03-31,CA-0001-ma2015.XLS,9,38,Prima,3,20.0,unidades,,SUMMA,Mezzanine Summa
2015-03-31,CA-0001-ma2015.XLS,9,40,Integra,3,14635.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2015-03-31,CA-0001-ma2015.XLS,9,40,Prima,3,42749.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2015-03-31,CA-0001-ma2015.XLS,9,40,Profuturo,3,30000.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2015-04-30,CA-0001-ab2015.XLS,9,5,Integra,3,4077443.0,unidades,,ACCAPITALES,Fondo de Inversión en Desarrollo Agroindustrial y Forestal
2015-04-30,CA-0001-ab2015.XLS,9,5,Profuturo,3,5260482.0,unidades,,ACCAPITALES,Fondo de Inversión en Desarrollo Agroindustrial y Forestal
2015-04-30,CA-0001-ab2015.XLS,9,6,Integra,3,4481974.0,unidades,,ACCAPITALES,"Fondo de Inversión en Infraestructura, Servicios Públicos y Recursos Naturales"
2015-04-30,CA-0001-ab2015.XLS,9,6,Profuturo,3,579723.0,unidades,,ACCAPITALES,"Fondo de Inversión en Infraestructura, Servicios Públicos y Recursos Naturales"
2015-04-30,CA-0001-ab2015.XLS,9,7,Integra,3,8383549.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2015-04-30,CA-0001-ab2015.XLS,9,7,Prima,3,11030985.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2015-04-30,CA-0001-ab2015.XLS,9,7,Profuturo,3,1838498.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2015-04-30,CA-0001-ab2015.XLS,9,8,Integra,3,2328234.0,unidades,,ACCAPITALES,Multirenta Inmobiliaria - Aumento Capital
2015-04-30,CA-0001-ab2015.XLS,9,8,Profuturo,3,4984863.0,unidades,,ACCAPITALES,Multirenta Inmobiliaria - Aumento Capital
2015-04-30,CA-0001-ab2015.XLS,9,10,Prima,3,839969.0,unidades,,BlackRock ITC P,ETF - EPU
2015-04-30,CA-0001-ab2015.XLS,9,10,Profuturo,3,115858.0,unidades,,BlackRock ITC P,ETF - EPU
2015-04-30,CA-0001-ab2015.XLS,9,12,Integra,3,27.1010536,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2015-04-30,CA-0001-ab2015.XLS,9,12,Prima,3,65.6995662,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2015-04-30,CA-0001-ab2015.XLS,9,12,Profuturo,3,29.5647917,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2015-04-30,CA-0001-ab2015.XLS,9,14,Integra,3,122590.0,unidades,,COMPASS GROUP,Fondo de Inversión Inmobiliario I
2015-04-30,CA-0001-ab2015.XLS,9,14,Prima,3,171391.0,unidades,,COMPASS GROUP,Fondo de Inversión Inmobiliario I
2015-04-30,CA-0001-ab2015.XLS,9,15,Prima,3,8444.0,unidades,,COMPASS GROUP,Fondo Pyme
2015-04-30,CA-0001-ab2015.XLS,9,18,Integra,3,99.0,unidades,,ENFOCA SAFI,Descubridor 1
2015-04-30,CA-0001-ab2015.XLS,9,18,Profuturo,3,29.0,unidades,,ENFOCA SAFI,Descubridor 1
2015-04-30,CA-0001-ab2015.XLS,9,19,Integra,3,375.0,unidades,,ENFOCA SAFI,Descubridor 2
2015-04-30,CA-0001-ab2015.XLS,9,19,Prima,3,750.0,unidades,,ENFOCA SAFI,Descubridor 2
2015-04-30,CA-0001-ab2015.XLS,9,20,Prima,3,190.3846152,unidades,,ENFOCA SAFI,Discovery 1
2015-04-30,CA-0001-ab2015.XLS,9,20,Profuturo,3,46.3269231,unidades,,ENFOCA SAFI,Discovery 1
2015-04-30,CA-0001-ab2015.XLS,9,22,Prima,3,270.0,unidades,,Faro Capital,Faro Capital Fondo de Inversión Inmobiliario I
2015-04-30,CA-0001-ab2015.XLS,9,22,Profuturo,3,100.0,unidades,,Faro Capital,Faro Capital Fondo de Inversión Inmobiliario I
2015-04-30,CA-0001-ab2015.XLS,9,23,Integra,3,6.0,unidades,,Faro Capital,Fondo Capital Privado I
2015-04-30,CA-0001-ab2015.XLS,9,23,Prima,3,7.0,unidades,,Faro Capital,Fondo Capital Privado I
2015-04-30,CA-0001-ab2015.XLS,9,23,Profuturo,3,3.0,unidades,,Faro Capital,Fondo Capital Privado I
2015-04-30,CA-0001-ab2015.XLS,9,24,Integra,3,6000.0,unidades,,Faro Capital,Fondo de Inversión en Retail
2015-04-30,CA-0001-ab2015.XLS,9,24,Prima,3,19200.0,unidades,,Faro Capital,Fondo de Inversión en Retail
2015-04-30,CA-0001-ab2015.XLS,9,26,Integra,3,85.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers
2015-04-30,CA-0001-ab2015.XLS,9,26,Profuturo,3,24.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers
2015-04-30,CA-0001-ab2015.XLS,9,27,Integra,3,7828.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers II
2015-04-30,CA-0001-ab2015.XLS,9,27,Profuturo,3,5045.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers II
2015-04-30,CA-0001-ab2015.XLS,9,29,Integra,3,22.0,unidades,,Macrocapitales,Fortaleza Fondo de Inversión de Capital Privado I
2015-04-30,CA-0001-ab2015.XLS,9,29,Profuturo,3,70.0,unidades,,Macrocapitales,Fortaleza Fondo de Inversión de Capital Privado I
2015-04-30,CA-0001-ab2015.XLS,9,30,Integra,3,146.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2015-04-30,CA-0001-ab2015.XLS,9,30,Prima,3,583.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2015-04-30,CA-0001-ab2015.XLS,9,30,Profuturo,3,291.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2015-04-30,CA-0001-ab2015.XLS,9,32,Integra,3,992791.0,unidades,,SEAF SAFI,Latam
2015-04-30,CA-0001-ab2015.XLS,9,32,Profuturo,3,992792.0,unidades,,SEAF SAFI,Latam
2015-04-30,CA-0001-ab2015.XLS,9,33,Integra,3,457744.0,unidades,,SEAF SAFI,Trasandino
2015-04-30,CA-0001-ab2015.XLS,9,33,Prima,3,872774.0,unidades,,SEAF SAFI,Trasandino
2015-04-30,CA-0001-ab2015.XLS,9,35,Integra,3,70.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2015-04-30,CA-0001-ab2015.XLS,9,35,Prima,3,123.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2015-04-30,CA-0001-ab2015.XLS,9,35,Profuturo,3,57.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2015-04-30,CA-0001-ab2015.XLS,9,36,Prima,3,226.0,unidades,,SIGMA,Leasing Operativo
2015-04-30,CA-0001-ab2015.XLS,9,38,Integra,3,11.0,unidades,,SUMMA,Mezzanine Summa
2015-04-30,CA-0001-ab2015.XLS,9,38,Prima,3,20.0,unidades,,SUMMA,Mezzanine Summa
2015-04-30,CA-0001-ab2015.XLS,9,40,Integra,3,14635.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2015-04-30,CA-0001-ab2015.XLS,9,40,Prima,3,42749.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
