periodo,afp,registros,identificadores_unicos,cambio_registros_pct,cambio_identificadores_pct,alerta_cambio_estructura,fuente
2015-08,Integra,140,114,-3.4482758620689613,-2.564102564102566,normal,hoja3
2015-09,Integra,145,118,3.571428571428581,3.5087719298245723,normal,hoja3
2015-10,Integra,152,119,4.827586206896561,0.8474576271186418,normal,hoja3
2015-11,Integra,151,120,-0.6578947368421018,0.8403361344537785,normal,hoja3
2015-12,Integra,148,116,-1.9867549668874163,-3.3333333333333326,normal,hoja3
2016-01,Integra,143,113,-3.378378378378377,-2.5862068965517238,normal,hoja3
2016-02,Integra,146,113,2.0979020979021046,0.0,normal,hoja3
2016-03,Integra,145,112,-0.6849315068493178,-0.8849557522123908,normal,hoja3
2016-04,Integra,145,111,0.0,-0.8928571428571397,normal,hoja3
2016-05,Integra,145,111,0.0,0.0,normal,hoja3
2016-06,Integra,143,110,-1.379310344827589,-0.9009009009009028,normal,hoja3
2016-07,Integra,149,113,4.195804195804187,2.7272727272727337,normal,hoja3
2016-08,Integra,166,126,11.409395973154357,11.504424778761058,normal,hoja3
2016-09,Integra,168,129,1.2048192771084265,2.3809523809523725,normal,hoja3
2016-10,Integra,168,128,0.0,-0.7751937984496138,normal,hoja3
2016-11,Integra,167,127,-0.5952380952380931,-0.78125,normal,hoja3
2016-12,Integra,168,128,0.5988023952095745,0.7874015748031482,normal,hoja3
2017-01,Integra,164,125,-2.3809523809523836,-2.34375,normal,hoja3
2017-02,Integra,168,127,2.4390243902439046,1.6000000000000014,normal,hoja3
2017-03,Integra,171,127,1.7857142857142794,0.0,normal,hoja3
2017-04,Integra,168,125,-1.7543859649122862,-1.5748031496062964,normal,hoja3
2017-05,Integra,167,125,-0.5952380952380931,0.0,normal,hoja3
2017-06,Integra,170,128,1.7964071856287456,2.400000000000002,normal,hoja3
2017-07,Integra,170,127,0.0,-0.78125,normal,hoja3
2017-08,Integra,174,129,2.35294117647058,1.5748031496062964,normal,hoja3
2017-09,Integra,165,127,-5.1724137931034475,-1.5503875968992276,normal,hoja3
2017-10,Integra,117,116,-29.09090909090909,-8.661417322834641,normal,hoja3
2017-11,Integra,119,118,1.7094017094017033,1.724137931034475,normal,hoja3
2017-12,Integra,118,117,-0.8403361344537785,-0.8474576271186418,normal,hoja3
2018-01,Integra,116,115,-1.6949152542372836,-1.7094017094017144,normal,hoja3
2018-02,Integra,118,117,1.724137931034475,1.7391304347825987,normal,hoja3
2018-03,Integra,116,115,-1.6949152542372836,-1.7094017094017144,normal,hoja3
2018-04,Integra,5,4,-95.6896551724138,-96.52173913043478,revisar,hoja3
2018-05,Integra,4,4,-19.999999999999996,0.0,normal,hoja3
2018-06,Integra,113,113,2725.0,2725.0,revisar,hoja3
2018-07,Integra,105,105,-7.079646017699115,-7.079646017699115,normal,hoja3
2018-08,Integra,108,108,2.857142857142847,2.857142857142847,normal,hoja3
2018-09,Integra,108,108,0.0,0.0,normal,hoja3
2018-10,Integra,109,109,0.92592592592593,0.92592592592593,normal,hoja3
2018-11,Integra,110,110,0.917431192660545,0.917431192660545,normal,hoja3
2018-12,Integra,107,107,-2.7272727272727226,-2.7272727272727226,normal,hoja3
2019-01,Integra,108,108,0.9345794392523255,0.9345794392523255,normal,hoja3
2019-02,Integra,107,107,-0.92592592592593,-0.92592592592593,normal,hoja3
2019-03,Integra,110,110,2.8037383177569986,2.8037383177569986,normal,hoja3
2019-04,Integra,111,111,0.9090909090909038,0.9090909090909038,normal,hoja3
2019-05,Integra,116,116,4.504504504504503,4.504504504504503,normal,hoja3
2019-06,Integra,112,112,-3.4482758620689613,-3.4482758620689613,normal,hoja3
2019-07,Integra,108,108,-3.57142857142857,-3.57142857142857,normal,hoja3
2019-08,Integra,108,108,0.0,0.0,normal,hoja3
2019-09,Integra,110,110,1.85185185185186,1.85185185185186,normal,hoja3
2019-10,Integra,110,110,0.0,0.0,normal,hoja3
2019-11,Integra,114,114,3.6363636363636376,3.6363636363636376,normal,hoja3
2019-12,Integra,107,107,-6.140350877192979,-6.140350877192979,normal,hoja3
2020-01,Integra,105,105,-1.869158878504673,-1.869158878504673,normal,hoja3
2020-02,Integra,105,105,0.0,0.0,normal,hoja3
2020-03,Integra,103,103,-1.904761904761909,-1.904761904761909,normal,hoja3
2020-04,Integra,103,103,0.0,0.0,normal,hoja3
2020-05,Integra,98,98,-4.854368932038833,-4.854368932038833,normal,hoja3
2020-06,Integra,98,98,0.0,0.0,normal,hoja3
2020-07,Integra,99,99,1.0204081632652962,1.0204081632652962,normal,hoja3
2020-08,Integra,100,100,1.0101010101010166,1.0101010101010166,normal,hoja3
2020-09,Integra,99,99,-1.0000000000000009,-1.0000000000000009,normal,hoja3
2020-10,Integra,99,99,0.0,0.0,normal,hoja3
2020-11,Integra,94,94,-5.05050505050505,-5.05050505050505,normal,hoja3
2020-12,Integra,94,94,0.0,0.0,normal,hoja3
2021-01,Integra,99,99,5.319148936170204,5.319148936170204,normal,hoja3
2021-02,Integra,98,98,-1.0101010101010055,-1.0101010101010055,normal,hoja3
2021-03,Integra,100,100,2.0408163265306145,2.0408163265306145,normal,hoja3
2021-04,Integra,100,100,0.0,0.0,normal,hoja3
2021-05,Integra,100,100,0.0,0.0,normal,hoja3
2021-06,Integra,96,96,-4.0000000000000036,-4.0000000000000036,normal,hoja3
2021-07,Integra,97,97,1.041666666666674,1.041666666666674,normal,hoja3
2021-08,Integra,98,98,1.0309278350515427,1.0309278350515427,normal,hoja3
2021-09,Integra,98,98,0.0,0.0,normal,hoja3
2021-10,Integra,97,97,-1.0204081632653073,-1.0204081632653073,normal,hoja3
2021-11,Integra,99,99,2.0618556701030855,2.0618556701030855,normal,hoja3
2021-12,Integra,100,100,1.0101010101010166,1.0101010101010166,normal,hoja3
2022-01,Integra,100,100,0.0,0.0,normal,hoja3
2022-02,Integra,100,100,0.0,0.0,normal,hoja3
2022-03,Integra,97,97,-3.0000000000000027,-3.0000000000000027,normal,hoja3
2022-04,Integra,97,97,0.0,0.0,normal,hoja3
2022-05,Integra,95,95,-2.0618556701030966,-2.0618556701030966,normal,hoja3
2022-06,Integra,94,94,-1.0526315789473717,-1.0526315789473717,normal,hoja3
2022-07,Integra,92,92,-2.127659574468088,-2.127659574468088,normal,hoja3
2022-08,Integra,94,94,2.1739130434782705,2.1739130434782705,normal,hoja3
2022-09,Integra,93,93,-1.0638297872340385,-1.0638297872340385,normal,hoja3
2022-10,Integra,92,92,-1.0752688172043001,-1.0752688172043001,normal,hoja3
2022-11,Integra,90,90,-2.1739130434782594,-2.1739130434782594,normal,hoja3
2022-12,Integra,91,91,1.1111111111111072,1.1111111111111072,normal,hoja3
2023-01,Integra,91,91,0.0,0.0,normal,hoja3
2023-02,Integra,90,90,-1.098901098901095,-1.098901098901095,normal,hoja3
2023-03,Integra,89,89,-1.1111111111111072,-1.1111111111111072,normal,hoja3
2023-04,Integra,92,92,3.370786516853941,3.370786516853941,normal,hoja3
2023-05,Integra,92,92,0.0,0.0,normal,hoja3
2023-06,Integra,87,87,-5.434782608695654,-5.434782608695654,normal,hoja3
2023-07,Integra,89,89,2.298850574712641,2.298850574712641,normal,hoja3
2023-08,Integra,95,95,6.741573033707859,6.741573033707859,normal,hoja3
2023-09,Integra,96,96,1.0526315789473717,1.0526315789473717,normal,hoja3
2023-10,Integra,92,92,-4.1666666666666625,-4.1666666666666625,normal,hoja3
2023-11,Integra,89,89,-3.2608695652173947,-3.2608695652173947,normal,hoja3
2023-12,Integra,92,92,3.370786516853941,3.370786516853941,normal,hoja3
2024-01,Integra,94,94,2.1739130434782705,2.1739130434782705,normal,hoja3
2024-02,Integra,94,94,0.0,0.0,normal,hoja3
2024-03,Integra,94,94,0.0,0.0,normal,hoja3
2024-04,Integra,91,91,-3.1914893617021267,-3.1914893617021267,normal,hoja3
2024-05,Integra,92,92,1.098901098901095,1.098901098901095,normal,hoja3
2024-06,Integra,94,94,2.1739130434782705,2.1739130434782705,normal,hoja3
2024-07,Integra,95,95,1.0638297872340496,1.0638297872340496,normal,hoja3
2024-08,Integra,89,89,-6.315789473684208,-6.315789473684208,normal,hoja3
2024-09,Integra,92,92,3.370786516853941,3.370786516853941,normal,hoja3
2024-10,Integra,91,91,-1.0869565217391353,-1.0869565217391353,normal,hoja3
2024-11,Integra,92,92,1.098901098901095,1.098901098901095,normal,hoja3
2024-12,Integra,93,93,1.0869565217391353,1.0869565217391353,normal,hoja3
2025-01,Integra,93,93,0.0,0.0,normal,hoja3
2025-02,Integra,95,95,2.1505376344086002,2.1505376344086002,normal,hoja3
2025-03,Integra,95,95,0.0,0.0,normal,hoja3
2025-04,Integra,95,95,0.0,0.0,normal,hoja3
2025-05,Integra,97,97,2.1052631578947434,2.1052631578947434,normal,hoja3
2025-06,Integra,95,95,-2.0618556701030966,-2.0618556701030966,normal,hoja3
2025-07,Integra,95,95,0.0,0.0,normal,hoja3
2025-08,Integra,98,98,3.157894736842115,3.157894736842115,normal,hoja3
2025-09,Integra,102,102,4.081632653061229,4.081632653061229,normal,hoja3
2025-10,Integra,102,102,0.0,0.0,normal,hoja3
2025-11,Integra,100,100,-1.9607843137254943,-1.9607843137254943,normal,hoja3
2025-12,Integra,101,101,1.0000000000000009,1.0000000000000009,normal,hoja3
2026-01,Integra,101,101,0.0,0.0,normal,hoja3
2015-01,Prima,103,85,,,normal,hoja3
2015-02,Prima,105,86,1.9417475728155331,1.17647058823529,normal,hoja3
2015-03,Prima,104,86,-0.952380952380949,0.0,normal,hoja3
2015-04,Prima,103,84,-0.9615384615384581,-2.3255813953488413,normal,hoja3
2015-05,Prima,108,88,4.854368932038833,4.761904761904767,normal,hoja3
2015-06,Prima,114,94,5.555555555555558,6.818181818181812,normal,hoja3
2015-07,Prima,117,96,2.6315789473684292,2.127659574468077,normal,hoja3
2015-08,Prima,113,93,-3.4188034188034178,-3.125,normal,hoja3
2015-09,Prima,118,97,4.424778761061954,4.3010752688172005,normal,hoja3
2015-10,Prima,124,103,5.084745762711873,6.185567010309279,normal,hoja3
2015-11,Prima,117,96,-5.645161290322576,-6.796116504854366,normal,hoja3
2015-12,Prima,120,97,2.564102564102555,1.041666666666674,normal,hoja3
2016-01,Prima,115,92,-4.1666666666666625,-5.154639175257736,normal,hoja3
2016-02,Prima,112,90,-2.608695652173909,-2.1739130434782594,normal,hoja3
2016-03,Prima,114,92,1.7857142857142794,2.2222222222222143,normal,hoja3
2016-04,Prima,117,95,2.6315789473684292,3.2608695652173836,normal,hoja3
2016-05,Prima,115,93,-1.7094017094017144,-2.1052631578947323,normal,hoja3
2016-06,Prima,114,92,-0.8695652173912993,-1.0752688172043001,normal,hoja3
2016-07,Prima,111,89,-2.631578947368418,-3.2608695652173947,normal,hoja3
2016-08,Prima,113,91,1.8018018018018056,2.2471910112359605,normal,hoja3
2016-09,Prima,116,93,2.6548672566371723,2.19780219780219,normal,hoja3
2016-10,Prima,117,96,0.8620689655172376,3.2258064516129004,normal,hoja3
2016-11,Prima,119,97,1.7094017094017033,1.041666666666674,normal,hoja3
2016-12,Prima,117,96,-1.6806722689075682,-1.0309278350515427,normal,hoja3
2017-01,Prima,116,95,-0.8547008547008517,-1.041666666666663,normal,hoja3
2017-02,Prima,112,92,-3.4482758620689613,-3.157894736842104,normal,hoja3
2017-03,Prima,112,92,0.0,0.0,normal,hoja3
2017-04,Prima,115,94,2.678571428571419,2.1739130434782705,normal,hoja3
2017-05,Prima,106,88,-7.826086956521738,-6.382978723404253,normal,hoja3
2017-06,Prima,106,87,0.0,-1.1363636363636354,normal,hoja3
2017-07,Prima,106,88,0.0,1.1494252873563315,normal,hoja3
2017-08,Prima,107,88,0.9433962264151052,0.0,normal,hoja3
2017-09,Prima,105,86,-1.869158878504673,-2.2727272727272707,normal,hoja3
2017-10,Prima,77,77,-26.66666666666667,-10.465116279069765,normal,hoja3
2017-11,Prima,78,78,1.298701298701288,1.298701298701288,normal,hoja3
2017-12,Prima,76,76,-2.564102564102566,-2.564102564102566,normal,hoja3
2018-01,Prima,75,75,-1.3157894736842146,-1.3157894736842146,normal,hoja3
2018-02,Prima,74,74,-1.3333333333333308,-1.3333333333333308,normal,hoja3
2018-03,Prima,75,75,1.3513513513513598,1.3513513513513598,normal,hoja3
2018-04,Prima,4,4,-94.66666666666667,-94.66666666666667,revisar,hoja3
2018-05,Prima,4,4,0.0,0.0,normal,hoja3
2018-06,Prima,76,76,1800.0,1800.0,revisar,hoja3
2018-07,Prima,76,76,0.0,0.0,normal,hoja3
2018-08,Prima,79,79,3.9473684210526327,3.9473684210526327,normal,hoja3
2018-09,Prima,79,79,0.0,0.0,normal,hoja3
2018-10,Prima,78,78,-1.2658227848101222,-1.2658227848101222,normal,hoja3
2018-11,Prima,81,81,3.8461538461538547,3.8461538461538547,normal,hoja3
2018-12,Prima,81,81,0.0,0.0,normal,hoja3
2019-01,Prima,81,81,0.0,0.0,normal,hoja3
2019-02,Prima,80,80,-1.2345679012345734,-1.2345679012345734,normal,hoja3
2019-03,Prima,80,80,0.0,0.0,normal,hoja3
2019-04,Prima,80,80,0.0,0.0,normal,hoja3
2019-05,Prima,80,80,0.0,0.0,normal,hoja3
2019-06,Prima,80,80,0.0,0.0,normal,hoja3
2019-07,Prima,78,78,-2.500000000000002,-2.500000000000002,normal,hoja3
2019-08,Prima,77,77,-1.2820512820512775,-1.2820512820512775,normal,hoja3
2019-09,Prima,76,76,-1.2987012987012991,-1.2987012987012991,normal,hoja3
2019-10,Prima,77,77,1.3157894736842035,1.3157894736842035,normal,hoja3
2019-11,Prima,77,77,0.0,0.0,normal,hoja3
2019-12,Prima,76,76,-1.2987012987012991,-1.2987012987012991,normal,hoja3
2020-01,Prima,74,74,-2.631578947368418,-2.631578947368418,normal,hoja3
2020-02,Prima,72,72,-2.7027027027026973,-2.7027027027026973,normal,hoja3
2020-03,Prima,68,68,-5.555555555555558,-5.555555555555558,normal,hoja3
2020-04,Prima,68,68,0.0,0.0,normal,hoja3
2020-05,Prima,66,66,-2.941176470588236,-2.941176470588236,normal,hoja3
2020-06,Prima,67,67,1.5151515151515138,1.5151515151515138,normal,hoja3
2020-07,Prima,65,65,-2.985074626865669,-2.985074626865669,normal,hoja3
2020-08,Prima,67,67,3.076923076923066,3.076923076923066,normal,hoja3
2020-09,Prima,67,67,0.0,0.0,normal,hoja3
2020-10,Prima,68,68,1.4925373134328401,1.4925373134328401,normal,hoja3
2020-11,Prima,69,69,1.4705882352941124,1.4705882352941124,normal,hoja3
2020-12,Prima,69,69,0.0,0.0,normal,hoja3
2021-01,Prima,72,72,4.347826086956519,4.347826086956519,normal,hoja3
2021-02,Prima,72,72,0.0,0.0,normal,hoja3
2021-03,Prima,72,72,0.0,0.0,normal,hoja3
2021-04,Prima,74,74,2.777777777777768,2.777777777777768,normal,hoja3
2021-05,Prima,78,78,5.405405405405395,5.405405405405395,normal,hoja3
2021-06,Prima,77,77,-1.2820512820512775,-1.2820512820512775,normal,hoja3
2021-07,Prima,78,78,1.298701298701288,1.298701298701288,normal,hoja3
2021-08,Prima,79,79,1.2820512820512775,1.2820512820512775,normal,hoja3
2021-09,Prima,79,79,0.0,0.0,normal,hoja3
2021-10,Prima,80,80,1.2658227848101333,1.2658227848101333,normal,hoja3
2021-11,Prima,77,77,-3.749999999999998,-3.749999999999998,normal,hoja3
2021-12,Prima,78,78,1.298701298701288,1.298701298701288,normal,hoja3
2022-01,Prima,80,80,2.564102564102555,2.564102564102555,normal,hoja3
2022-02,Prima,79,79,-1.2499999999999956,-1.2499999999999956,normal,hoja3
2022-03,Prima,76,76,-3.797468354430378,-3.797468354430378,normal,hoja3
2022-04,Prima,76,76,0.0,0.0,normal,hoja3
2022-05,Prima,77,77,1.3157894736842035,1.3157894736842035,normal,hoja3
2022-06,Prima,76,76,-1.2987012987012991,-1.2987012987012991,normal,hoja3
2022-07,Prima,78,78,2.6315789473684292,2.6315789473684292,normal,hoja3
2022-08,Prima,77,77,-1.2820512820512775,-1.2820512820512775,normal,hoja3
2022-09,Prima,79,79,2.5974025974025983,2.5974025974025983,normal,hoja3
2022-10,Prima,76,76,-3.797468354430378,-3.797468354430378,normal,hoja3
2022-11,Prima,77,77,1.3157894736842035,1.3157894736842035,normal,hoja3
2022-12,Prima,77,77,0.0,0.0,normal,hoja3
2023-01,Prima,77,77,0.0,0.0,normal,hoja3
2023-02,Prima,74,74,-3.8961038961038974,-3.8961038961038974,normal,hoja3
2023-03,Prima,67,67,-9.459459459459463,-9.459459459459463,normal,hoja3
2023-04,Prima,73,73,8.955223880597018,8.955223880597018,normal,hoja3
2023-05,Prima,74,74,1.3698630136986356,1.3698630136986356,normal,hoja3
2023-06,Prima,76,76,2.7027027027026973,2.7027027027026973,normal,hoja3
2023-07,Prima,70,70,-7.8947368421052655,-7.8947368421052655,normal,hoja3
2023-08,Prima,68,68,-2.857142857142858,-2.857142857142858,normal,hoja3
2023-09,Prima,70,70,2.941176470588225,2.941176470588225,normal,hoja3
2023-10,Prima,68,68,-2.857142857142858,-2.857142857142858,normal,hoja3
