fecha_cartera,afp,participacion_no_mapeada_pct,estado_general_v1,participacion_no_mapeada_abs_pct,estado_general_v2
2022-08-31,Habitat,0.3161580044683423,correcto,0.0,correcto
2022-08-31,Integra,1.1710917906352687,revisar,0.0,correcto
2022-08-31,Prima,0.7846989867269782,correcto,0.0,correcto
2022-08-31,Profuturo,0.5351788895114851,correcto,0.0,correcto
2022-09-30,Habitat,0.2737124440296661,correcto,0.0,correcto
2022-09-30,Integra,1.0868903808868204,revisar,0.0,correcto
2022-09-30,Prima,0.7171701309707517,correcto,0.0,correcto
2022-09-30,Profuturo,0.4874466678006984,correcto,0.0,correcto
2022-10-31,Habitat,0.2567139615448188,correcto,0.0,correcto
2022-10-31,Integra,1.0775076712489045,revisar,0.0,correcto
2022-10-31,Prima,0.712657991381686,correcto,0.0,correcto
2022-10-31,Profuturo,0.4796329833268871,correcto,0.0,correcto
2022-11-30,Habitat,0.201307557674533,correcto,0.0,correcto
2022-11-30,Integra,1.7722879578218569,revisar,0.0,correcto
2022-11-30,Prima,0.5800737141389325,correcto,0.0,correcto
2022-11-30,Profuturo,0.3873438362305093,correcto,0.0,correcto
2022-12-31,Habitat,0.0,correcto,0.0,correcto
2022-12-31,Integra,0.8620748255463542,correcto,0.0,correcto
2022-12-31,Prima,0.0,correcto,0.0,correcto
2022-12-31,Profuturo,0.0,correcto,0.0,correcto
2023-01-31,Habitat,0.0,correcto,0.0,correcto
2023-01-31,Integra,0.8971499103644596,correcto,0.0,correcto
2023-01-31,Prima,0.0,correcto,0.0,correcto
2023-01-31,Profuturo,0.0,correcto,0.0,correcto
2023-02-28,Habitat,0.0,correcto,0.0,correcto
2023-02-28,Integra,0.6910895997878753,correcto,0.0,correcto
2023-02-28,Prima,0.0,correcto,0.0,correcto
2023-02-28,Profuturo,0.0,correcto,0.0,correcto
2023-03-31,Habitat,0.0,correcto,0.0,correcto
2023-03-31,Integra,0.7254484914955075,correcto,0.0,correcto
2023-03-31,Prima,0.0,correcto,0.0,correcto
2023-03-31,Profuturo,0.0,correcto,0.0,correcto
2023-04-30,Habitat,0.0,correcto,0.0,correcto
2023-04-30,Integra,0.7063319632268906,correcto,0.0,correcto
2023-04-30,Prima,0.0,correcto,0.0,correcto
2023-04-30,Profuturo,0.0,correcto,0.0,correcto
2023-05-31,Habitat,0.0,correcto,0.0,correcto
2023-05-31,Integra,0.6851248997738957,correcto,0.0,correcto
2023-05-31,Prima,0.0,correcto,0.0,correcto
2023-05-31,Profuturo,0.0,correcto,0.0,correcto
2023-06-30,Habitat,0.0,correcto,0.0,correcto
2023-06-30,Integra,0.7237994745765968,correcto,0.0,correcto
2023-06-30,Prima,0.0,correcto,0.0,correcto
2023-06-30,Profuturo,0.0,correcto,0.0,correcto
2023-07-31,Habitat,0.0,correcto,0.0,correcto
2023-07-31,Integra,0.6190230245072741,correcto,0.0,correcto
2023-07-31,Prima,0.0,correcto,0.0,correcto
2023-07-31,Profuturo,0.0,correcto,0.0,correcto
2023-08-31,Habitat,0.0,correcto,0.0,correcto
2023-08-31,Integra,0.3152710971998835,correcto,0.0,correcto
2023-08-31,Prima,0.0,correcto,0.0,correcto
2023-08-31,Profuturo,0.0,correcto,0.0,correcto
2023-09-30,Habitat,0.0,correcto,0.0,correcto
2023-09-30,Integra,0.1133230841415335,correcto,0.0,correcto
2023-09-30,Prima,0.0,correcto,0.0,correcto
2023-09-30,Profuturo,0.0,correcto,0.0,correcto
2023-10-31,Habitat,0.0,correcto,0.0,correcto
2023-10-31,Integra,0.0,correcto,0.0,correcto
2023-10-31,Prima,0.0,correcto,0.0,correcto
2023-10-31,Profuturo,0.0,correcto,0.0,correcto
2023-11-30,Habitat,0.0049761412309136,correcto,0.0,correcto
2023-11-30,Integra,0.007232694464629,correcto,0.0,correcto
2023-11-30,Prima,0.0073693831188643,correcto,0.0,correcto
2023-11-30,Profuturo,0.0039020376506385,correcto,0.0,correcto
2023-12-31,Habitat,0.0,correcto,0.0,correcto
2023-12-31,Integra,0.0,correcto,0.0,correcto
2023-12-31,Prima,0.0,correcto,0.0,correcto
2023-12-31,Profuturo,0.0,correcto,0.0,correcto
2024-01-31,Habitat,0.0,correcto,0.0,correcto
2024-01-31,Integra,0.0,correcto,0.0,correcto
2024-01-31,Prima,0.0,correcto,0.0,correcto
2024-01-31,Profuturo,0.0,correcto,0.0,correcto
2024-02-29,Habitat,0.0,correcto,0.0,correcto
2024-02-29,Integra,0.0,correcto,0.0,correcto
2024-02-29,Prima,0.0,correcto,0.0,correcto
2024-02-29,Profuturo,0.0,correcto,0.0,correcto
2024-03-31,Habitat,0.0,correcto,0.0,correcto
2024-03-31,Integra,0.0,correcto,0.0,correcto
2024-03-31,Prima,0.0,correcto,0.0,correcto
2024-03-31,Profuturo,0.0,correcto,0.0,correcto
