anio,mes,archivo,hoja,fila_excel_aprox,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,37,,4. Administradoras de Fondos,,72818.609251,1.345473253211028,184226.991899,5.567762964138303,65407.16988,2.2065810529108414,318348.142716,9.078457204991464,640800.913746,4.218084145757659
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,38,,,Fondos Mutuos del Extranjero - ETF del mercado local,0,0,56615.392794,1.7110472463850008,0,0,264577.493264,7.545058782214848,321192.886058,2.114258252990597
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,39,,,Fondo Mutuo  Alternativo Extranjero - Límite,0,0,23641.967731,0.7145145832060302,28266.027594,0.9535847682204504,12719.711919,0.36273294805893536,64627.707244,0.42541310640302676
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,40,,,Fondo Mutuo Local,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,41,,,Fondo de Inversión Tradicional,72818.609251,1.345473253211028,19112.823,0.5776334235423641,152.45245,0.005143146970844558,0,0,92083.884701,0.6061439142875894
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,42,,,Fondo de Inversión Alternativo,0,0,84856.808374,2.5645677110049085,36988.689836,1.2478531377195465,41050.937533,1.1706654747176815,162896.435744,1.072268872083029
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,43,,5. Sociedades Titulizadoras,,371.511102,0.006864430070189643,0,0,0,0,109324.345807,3.117644684228451,109695.856909,0.7220750547596141
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,44,,,Bonos de Titulización 3/,371.511102,0.006864430070189643,0,0,0,0,25.313356,0.0007218707707860737,396.824457,0.0026121045005002394
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,45,,,Titulos con Derecho de Participación,0,0,0,0,0,0,109299.032452,3.116922813486182,109299.032452,0.7194629502591139
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,46,,,Papel Comercial,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,47,,,Papel Comercial TIT,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,48,II. INVERSIONES EN EL EXTERIOR,,,3073188.649309,56.78346747140329,2060445.540969,62.27139820488694,1715744.420632,57.88247889566171,2182261.131818,62.232385357435405,9031639.742729,59.450939584802974
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,49,,1. Gobierno,,0,0,0,0,3699.448278,0.1248048568900783,163756.125097,4.669896802490832,167455.573375,1.102279481848281
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,50,,,Títulos de Deuda,0,0,0,0,3699.448278,0.1248048568900783,163756.125097,4.669896802490832,167455.573375,1.102279481848281
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,51,,2. Sistema Financiero,,180.464312,0.003334448535238889,35584.621448,1.0754490172627704,46430.234694,1.5663737835767677,14470.847181,0.41267075011610277,96666.167636,0.6363068784545862
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,52,,,Bonos del Sistema Financiero,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,53,,,Títulos de Deuda Emitidos por Organismo Internacional,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,54,,,Certificados y Depósitos a Plazo  2/ 4/,180.464312,0.003334448535238889,35584.621448,1.0754490172627704,46430.234694,1.5663737835767677,14470.847181,0.41267075011610277,96666.167636,0.6363068784545862
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,55,,,Fondos Mutuos,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,56,,,Acciones y Valores representativos sobre Acciones,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,57,,3. Empresas no Financieras,,19109.852628,0.3530937468903305,57933.418307,1.7508810056046813,0,0,154266.293836,4.3992716113068635,231309.56477,1.5225995890280235
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,58,,,Bonos Corporativos,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,59,,,Bonos Corporativos Coemitidos,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,60,,,Depósitos del Extranjero,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,61,,,Acciones y Valores representativos sobre Acciones,19109.852628,0.3530937468903305,57933.418307,1.7508810056046813,0,0,154266.293836,4.3992716113068635,231309.56477,1.5225995890280235
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,62,,4. Administradoras de Fondos,,3053898.332369,56.42703927597772,1966927.501214,59.44506818201949,1665614.73766,56.19130025519487,1849767.865704,52.7505461935216,8536208.436948,56.18975363547207
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,63,,,Fondos Mutuos Alternativos del Extranjero,572132.364555,10.571319635503233,472747.697896,14.287521587336299,230314.606376,7.769910356468401,401595.083409,11.45244243411867,1676789.752235,11.037500287452605
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,64,,,Fondos Mutuos del Extranjero,2481765.967815,45.855719640492964,1494179.803318,45.15754659468319,1435300.131284,48.42138989872646,1448172.782296,41.29810375943144,6859418.684713,45.15225334801947
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,65,,,Fondos de inversión,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,66,,5. Sociedades Titulizadoras,,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,67,,,Bonos de Titulización,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,68,III. OPERACIONES EN TRÁNSITO,,,3186.092135,0.0588695910839529,-22388.223702,-0.676623558122134,1225.0487210000001,0.04132833298873288,-14864.793682,-0.4239050749652199,-32841.876529,-0.2161822739828611
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,69,TOTAL,,,5412118.678481,100,3308815.283366,100,2964186.146424,100,3506632.630718,100,15191752.738989,100
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,70,,,Fondo de Pensiones,5351391.451408,98.87793984794799,3262703.173041,98.60638608154363,2928602.325302,98.79954161566647,3423669.76265,97.63411577987247,14966366.712402,98.51639221320029
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,71,,,Encaje Legal,60727.227073,1.122060152052026,46112.110325,1.3936139184563654,35583.821121,1.2004583842997982,82962.868068,2.365884220127529,225386.026587,1.4836077867997166
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,72,1/  Incluye Depósitos Overnight y Certificados de Depóstito con Negociación Restringida del BCRP,,,,,,,,,,,,
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,73,2/  Incluye Cuenta Corriente.,,,,,,,,,,,,
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,74,3/ Incluye Bonos de Titulización Hipotecarios.,,,,,,,,,,,,
0,0,FP-1356-ab2026.XLS,Fondo3xIntru,75,4/ Incluye transferencias para liquidar Operaciones en Tránsito generadas por Inversiones en el Exterior.,,,,,,,,,,,,
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,1,Cartera Administrada del Fondo de Pensiones Tipo 3 por Instrumento Financiero y AFP ,,,,,,,,,,,,
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,2,2026-03-31 00:00:00,,,,,,,,,,,,
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,3,(En miles de soles),,,,,,,,,,,,
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,4,,,,Habitat,,Integra,,Prima,,Profuturo,,Total SPP,
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,5,,,,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,6,I. INVERSIONES LOCALES,,,2247317.369752,45.22319689274023,1264185.727688,40.76731582329031,1279857.400084,45.86097142721252,1296055.826825,38.928991868676185,6087416.324348,42.89817776982737
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,7,,1. Gobierno,,309931.092174,6.236802595493466,0,0,113167.202345,4.055106321142491,36022.502602,1.0819902058678625,459120.797121,3.2354359424942087
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,8,,,Certificados y Depósitos a Plazo del BCRP  1/,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,9,,,Bonos del Gobierno Central,309931.092174,6.236802595493466,0,0,113167.202345,4.055106321142491,36022.502602,1.0819902058678625,459120.797121,3.2354359424942087
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,10,,,Bonos Brady,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,11,,,Letras del Tesoro,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,12,,2. Sistema Financiero,,286874.700092,5.7728344115624335,176168.660414,5.681066681869717,236123.551792,8.460985935866077,140929.990285,4.233044852162963,840096.902583,5.920184253990028
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,13,,,Certificados y Depósitos a Plazo  2/,4255.290978,0.08563003353426285,11629.866287,0.37503858928375566,1259.926631,0.045146794651406315,17739.982072,0.5328471224292389,34885.065968,0.24583594774384093
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,14,,,Papeles Comerciales,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,15,,,Títulos de Deuda emitidos por Organismos Internacionales en el mercado local,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,16,,,Títulos de Deuda emitidos por Entidades Financieras del Exterior en el mercado local ,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,17,,,Bonos de Arrendamiento Financiero ,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,18,,,Bonos Subordinados,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,19,,,Otros Bonos Sector Financiero,2889.948321,0.058154982331155784,0,0,0,0,0,0,2889.948321,0.020365539370785595
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,20,,,Letras Hipotecarias,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,21,,,Bonos Hipotecarios,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,22,,,Acciones y Valores representativos sobre Acciones,279729.460793,5.629049395697014,164538.794127,5.306028092585961,234863.625161,8.41583914121467,123190.008213,3.700197729733724,802321.888294,5.6539827668754015
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,23,,,Acciones Preferentes,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,24,,3. Empresas no Financieras ,,1575728.841356,31.708692595597025,888285.232787,28.64531993445343,834104.793553,29.8883735812478,672206.863302,20.190747168397447,3970325.730997,27.97898647595315
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,25,,,Papeles Comerciales,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,26,,,Pagarés LP,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,27,,,Títulos de Deuda emitidos por Entidades No Financieras del Exterior en el mercado local ,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,28,,,Bonos Corporativos Coemitidos,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,29,,,Bonos de Empresas no Financieras ,4142.158416,0.08335344536956107,0,0,9210.922785,0.3300538533694623,0,0,13353.081202,0.09409950308264632
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,30,,,Bonos para Nuevos Proyectos,0,0,0,0,41117.480741,1.4733575860077845,7684.223721,0.23080725116965883,48801.704463,0.34390685341347654
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,31,,,Bonos Estructurados,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,32,,,Bonos convertibles emitidos en el mercado local,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,33,,,Acciones y Valores representativos sobre Acciones,1571586.68294,31.625339150227465,888285.232787,28.64531993445343,783776.390026,28.084962141834723,664522.639581,19.959939917227786,3908170.945333,27.54098011946407
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,34,,,Certificados de Suscripción Preferente,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,35,,,Certificados Prov. Acc.,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,36,,,Fondo de inversiones alternativos,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,37,,4. Administradoras de Fondos,,74395.169016,1.497068202988405,199731.834487,6.440929206967162,96461.852395,3.456505588991976,334494.675686,10.047052171969444,705083.531583,4.968741592298576
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,38,,,Fondos Mutuos del Extranjero - ETF del mercado local,0,0,55330.979079,1.7843070440692124,0,0,266289.439149,7.998405004467051,321620.418228,2.2664672728834114
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,39,,,Fondo Mutuo  Alternativo Extranjero - Límite,0,0,24558.525804,0.7919605131416134,29376.766577,1.052654032022056,13219.543753,0.3970689384027846,67154.836133,0.47324183940148273
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,40,,,Fondo Mutuo Local,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,41,,,Fondo de Inversión Tradicional,74395.169016,1.497068202988405,18707.864999999998,0.6032890770166209,143.230113,0.0051323468687826486,0,0,93246.264129,0.6571087965478613
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,42,,,Fondo de Inversión Alternativo,0,0,101134.464604,3.261372572739716,66941.855706,2.3987192101369703,54985.692783,1.651578229069572,223062.013094,1.5719236834728676
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,43,,5. Sociedades Titulizadoras,,387.567114,0.0077990870989028465,0,0,0,0,112401.79495,3.376157470278466,112789.362064,0.7948295050914107
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,44,,,Bonos de Titulización 3/,387.567114,0.0077990870989028465,0,0,0,0,30.909532,0.0009284144208820866,418.476646,0.002949015575101458
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,45,,,Titulos con Derecho de Participación,0,0,0,0,0,0,112370.885418,3.3752290558575844,112370.885418,0.7918804895163093
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,46,,,Papel Comercial,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,47,,,Papel Comercial TIT,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,48,II. INVERSIONES EN EL EXTERIOR,,,2756513.805599,55.46985407847258,1872220.224355,60.37514227962299,1535782.064369,55.03148817034579,2031014.2174,61.00457581987023,8195530.311723,57.75411069292319
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,49,,1. Gobierno,,0,0,0,0,3635.05608,0.1302545135186574,156290.165304,4.694410879798463,159925.221384,1.126997105384382
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,50,,,Títulos de Deuda,0,0,0,0,3635.05608,0.1302545135186574,156290.165304,4.694410879798463,159925.221384,1.126997105384382
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,51,,2. Sistema Financiero,,343.995351,0.006922284185511819,36302.769104,1.1706875191744044,23359.764332,0.8370475370974594,3512.378988,0.1054996013547675,63518.907775,0.4476193597238592
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,52,,,Bonos del Sistema Financiero,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,53,,,Títulos de Deuda Emitidos por Organismo Internacional,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,54,,,Certificados y Depósitos a Plazo  2/ 4/,343.995351,0.006922284185511819,36302.769104,1.1706875191744044,23359.764332,0.8370475370974594,3512.378988,0.1054996013547675,63518.907775,0.4476193597238592
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,55,,,Fondos Mutuos,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,56,,,Acciones y Valores representativos sobre Acciones,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,57,,3. Empresas no Financieras,,20532.308478,0.4131755672166326,53810.618764,1.7352786396431035,0,0,141705.975575,4.256352740927773,216048.902817,1.522502116858665
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,58,,,Bonos Corporativos,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,59,,,Bonos Corporativos Coemitidos,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,60,,,Depósitos del Extranjero,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,61,,,Acciones y Valores representativos sobre Acciones,20532.308478,0.4131755672166326,53810.618764,1.7352786396431035,0,0,141705.975575,4.256352740927773,216048.902817,1.522502116858665
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,62,,4. Administradoras de Fondos,,2735637.50177,55.04975622707043,1782106.836488,57.46917612083773,1508787.243957,54.064186119729676,1729505.697534,51.94831259781927,7756037.279748,54.65699211096333
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,63,,,Fondos Mutuos Alternativos del Extranjero,562945.203136,11.328253901251331,483901.028121,15.604784651937143,237729.493321,8.518531439427964,412554.933743,12.39170977719931,1697130.65832,11.959722943219798
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,64,,,Fondos Mutuos del Extranjero,2172692.298634,43.72150232581911,1298205.808367,41.864391468900585,1271057.750636,45.5456546803017,1316950.763791,39.55660282061996,6058906.621428,42.69726916774353
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,65,,,Fondos de inversión,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,66,,5. Sociedades Titulizadoras,,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,67,,,Bonos de Titulización,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,68,III. OPERACIONES EN TRÁNSITO,,,-34440.410956,-0.6930509712128254,-35427.380954,-1.1424581028810545,-24906.167155,-0.8924595975941282,2211.71883,0.06643231145358189,-92562.240235,-0.6522884627576035
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,69,TOTAL,,,4969390.764395,100,3100978.571088,100,2790733.297299,100,3329281.763055,100,14190384.395837,100
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,70,,,Fondo de Pensiones,4913565.059056,98.87660866319904,3057431.345891,98.59569409466376,2757382.470251,98.80494395217634,3250017.475876,97.61917756380385,13978396.351074,98.50611485320165
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,71,,,Encaje Legal,55825.705338,1.123391336780828,43547.225197,1.4043059053362354,33350.827048,1.1950560478236478,79264.287179,2.3808224361961448,211988.044763,1.493885146798352
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,72,1/  Incluye Depósitos Overnight y Certificados de Depóstito con Negociación Restringida del BCRP,,,,,,,,,,,,
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,73,2/  Incluye Cuenta Corriente.,,,,,,,,,,,,
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,74,3/ Incluye Bonos de Titulización Hipotecarios.,,,,,,,,,,,,
0,0,FP-1356-ma2026.XLS,Fondo3xIntru,75,4/ Incluye transferencias para liquidar Operaciones en Tránsito generadas por Inversiones en el Exterior.,,,,,,,,,,,,
0,0,FP-1356-my2026.XLS,Fondo3xIntru,1,Cartera Administrada del Fondo de Pensiones Tipo 3 por Instrumento Financiero y AFP ,,,,,,,,,,,,
0,0,FP-1356-my2026.XLS,Fondo3xIntru,2,2026-05-31 00:00:00,,,,,,,,,,,,
0,0,FP-1356-my2026.XLS,Fondo3xIntru,3,(En miles de soles),,,,,,,,,,,,
0,0,FP-1356-my2026.XLS,Fondo3xIntru,4,,,,Habitat,,Integra,,Prima,,Profuturo,,Total SPP,
0,0,FP-1356-my2026.XLS,Fondo3xIntru,5,,,,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%
0,0,FP-1356-my2026.XLS,Fondo3xIntru,6,I. INVERSIONES LOCALES,,,2472949.605347,42.237150732372065,1366015.75445,39.0465516326739,1452182.710004,45.825458666195594,1472851.45964,40.41797245262432,6763999.529442,41.84002197959411
0,0,FP-1356-my2026.XLS,Fondo3xIntru,7,,1. Gobierno,,380709.845754,6.502396614003578,110095.687702,3.1470039349009826,84496.31443,2.6663878709499067,41471.428199,1.1380584454374445,616773.276085,3.815169902880158
0,0,FP-1356-my2026.XLS,Fondo3xIntru,8,,,Certificados y Depósitos a Plazo del BCRP  1/,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,9,,,Bonos del Gobierno Central,380709.845754,6.502396614003578,110095.687702,3.1470039349009826,84496.31443,2.6663878709499067,41471.428199,1.1380584454374445,616773.276085,3.815169902880158
