anio,mes,archivo,hoja,fecha_cartera,fila_codigos,fila_inicio_datos,frontera_metadatos_columna,afp_fondo3_detectadas,numero_afp_detectadas,unidad,filas_base,filas_canonicas,registros_largos,registros_refinados,parejas_exactas_originales,parejas_exactas_heuristicas,pendientes,fusiones_nuevas,incidencias_iniciales,estado_proceso,error,grupos_reconciliados,grupos_sin_isin,grupos_revisar,registros_isin,fondos_sin_isin_pareja
2023,9,CA-0001-se2023.XLS,10,2023-09-29,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,661,443,393,347.0,,,74.0,46.0,,correcto,,161.0,120.0,1.0,227.0,46.0
2023,10,CA-0001-oc2023.XLS,3,2023-10-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,727,359,396,379.0,306.0,17.0,56.0,17.0,52.0,correcto,,,,,,
2023,10,CA-0001-oc2023.XLS,9,2023-10-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,20,40,,,,,,,correcto,,,,,,
2023,10,CA-0001-oc2023.XLS,10,2023-10-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,661,439,388,342.0,,,70.0,46.0,,correcto,,161.0,117.0,1.0,226.0,46.0
2023,11,CA-0001-no2023.XLS,3,2023-11-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,721,357,391,375.0,301.0,16.0,58.0,16.0,47.0,correcto,,,,,,
2023,11,CA-0001-no2023.XLS,9,2023-11-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,20,40,,,,,,,correcto,,,,,,
2023,11,CA-0001-no2023.XLS,10,2023-11-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,647,425,379,333.0,,,66.0,46.0,,correcto,,159.0,113.0,1.0,221.0,46.0
2023,12,CA-0001-di2023.XLS,3,2023-12-29,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,732,362,393,377.0,307.0,16.0,54.0,16.0,47.0,correcto,,,,,,
2023,12,CA-0001-di2023.XLS,9,2023-12-29,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,20,40,,,,,,,correcto,,,,,,
2023,12,CA-0001-di2023.XLS,10,2023-12-29,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,653,434,395,349.0,,,80.0,46.0,,correcto,,162.0,121.0,1.0,223.0,46.0
2024,1,CA-0001-en2024.XLS,3,2024-01-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,740,365,392,377.0,307.0,15.0,55.0,15.0,49.0,correcto,,,,,,
2024,1,CA-0001-en2024.XLS,9,2024-01-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,20,40,,,,,,,correcto,,,,,,
2024,1,CA-0001-en2024.XLS,10,2024-01-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,673,447,389,343.0,,,78.0,46.0,,correcto,,164.0,120.0,1.0,219.0,46.0
2024,2,CA-0001-fe2024.XLS,3,2024-02-29,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,730,361,388,374.0,311.0,14.0,49.0,14.0,43.0,correcto,,,,,,
2024,2,CA-0001-fe2024.XLS,9,2024-02-29,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,20,40,,,,,,,correcto,,,,,,
2024,2,CA-0001-fe2024.XLS,10,2024-02-29,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,674,451,377,331.0,,,72.0,46.0,,correcto,,163.0,120.0,1.0,213.0,46.0
2024,3,CA-0001-ma2024.XLS,3,2024-03-29,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,735,364,393,379.0,315.0,14.0,50.0,14.0,44.0,correcto,,,,,,
2024,3,CA-0001-ma2024.XLS,9,2024-03-29,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,20,40,,,,,,,correcto,,,,,,
2024,3,CA-0001-ma2024.XLS,10,2024-03-29,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,677,451,391,345.0,,,76.0,46.0,,correcto,,165.0,120.0,1.0,223.0,46.0
2024,4,CA-0001-ab2024.XLS,3,2024-04-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,734,363,391,378.0,315.0,13.0,50.0,13.0,45.0,correcto,,,,,,
2024,4,CA-0001-ab2024.XLS,9,2024-04-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,20,40,,,,,,,correcto,,,,,,
2024,4,CA-0001-ab2024.XLS,10,2024-04-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,682,445,365,317.0,,,48.0,48.0,,correcto,,171.0,113.0,0.0,221.0,48.0
2024,5,CA-0001-my2024.XLS,3,2024-05-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,729,360,401,386.0,326.0,15.0,45.0,15.0,43.0,correcto,,,,,,
2024,5,CA-0001-my2024.XLS,9,2024-05-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,44,20,40,,,,,,,correcto,,,,,,
2024,5,CA-0001-my2024.XLS,10,2024-05-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,694,457,373,325.0,,,50.0,48.0,,correcto,,170.0,116.0,0.0,227.0,48.0
2024,6,CA-0001-jn2024.XLS,3,2024-06-28,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,732,362,402,387.0,330.0,15.0,42.0,15.0,42.0,correcto,,,,,,
2024,6,CA-0001-jn2024.XLS,9,2024-06-28,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,44,20,40,,,,,,,correcto,,,,,,
2024,6,CA-0001-jn2024.XLS,10,2024-06-28,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,694,459,376,328.0,,,56.0,48.0,,correcto,,170.0,118.0,0.0,224.0,48.0
2024,7,CA-0001-jl2024.XLS,3,2024-07-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,740,368,401,386.0,324.0,15.0,47.0,15.0,44.0,correcto,,,,,,
2024,7,CA-0001-jl2024.XLS,9,2024-07-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,44,20,40,,,,,,,correcto,,,,,,
2024,7,CA-0001-jl2024.XLS,10,2024-07-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,695,455,360,312.0,,,52.0,48.0,,correcto,,172.0,118.0,0.0,212.0,48.0
2024,8,CA-0001-ag2024.XLS,3,2024-08-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,733,365,389,375.0,319.0,14.0,42.0,14.0,41.0,correcto,,,,,,
2024,8,CA-0001-ag2024.XLS,9,2024-08-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,44,20,39,,,,,,,correcto,,,,,,
2024,8,CA-0001-ag2024.XLS,10,2024-08-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,680,439,369,323.0,,,50.0,46.0,,correcto,,170.0,112.0,0.0,227.0,46.0
2024,9,CA-0001-se2024.XLS,3,2024-09-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,741,368,393,380.0,321.0,13.0,46.0,13.0,47.0,correcto,,,,,,
2024,9,CA-0001-se2024.XLS,9,2024-09-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,44,20,39,,,,,,,correcto,,,,,,
2024,9,CA-0001-se2024.XLS,10,2024-09-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,682,435,359,313.0,,,45.0,46.0,,correcto,,172.0,109.0,0.0,222.0,46.0
2024,10,CA-0001-oc2024.XLS,3,2024-10-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,737,367,389,376.0,321.0,13.0,42.0,13.0,41.0,correcto,,,,,,
2024,10,CA-0001-oc2024.XLS,9,2024-10-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,44,20,39,,,,,,,correcto,,,,,,
2024,10,CA-0001-oc2024.XLS,10,2024-10-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,688,447,374,330.0,,,48.0,44.0,,correcto,,170.0,108.0,1.0,238.0,44.0
2024,11,CA-0001-no2024.XLS,3,2024-11-29,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,727,360,388,375.0,326.0,13.0,36.0,13.0,40.0,correcto,,,,,,
2024,11,CA-0001-no2024.XLS,9,2024-11-29,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,19,37,,,,,,,correcto,,,,,,
2024,11,CA-0001-no2024.XLS,10,2024-11-29,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,698,460,381,337.0,,,54.0,44.0,,correcto,,170.0,113.0,1.0,239.0,44.0
2024,12,CA-0001-di2024.XLS,3,2024-12-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,733,363,389,376.0,322.0,13.0,41.0,13.0,41.0,correcto,,,,,,
2024,12,CA-0001-di2024.XLS,9,2024-12-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,19,37,,,,,,,correcto,,,,,,
2024,12,CA-0001-di2024.XLS,10,2024-12-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,695,455,368,324.0,,,52.0,44.0,,correcto,,171.0,111.0,1.0,228.0,44.0
2025,1,CA-0001-en2025.XLS,3,2025-01-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,737,367,387,374.0,322.0,13.0,39.0,13.0,40.0,correcto,,,,,,
2025,1,CA-0001-en2025.XLS,9,2025-01-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,19,37,,,,,,,correcto,,,,,,
2025,1,CA-0001-en2025.XLS,10,2025-01-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,704,456,365,321.0,,,47.0,44.0,,correcto,,173.0,106.0,1.0,230.0,44.0
2025,2,CA-0001-fe2025.XLS,3,2025-02-28,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,728,364,393,379.0,330.0,14.0,35.0,14.0,35.0,correcto,,,,,,
2025,2,CA-0001-fe2025.XLS,9,2025-02-28,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,19,37,,,,,,,correcto,,,,,,
2025,2,CA-0001-fe2025.XLS,10,2025-02-28,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,698,451,364,320.0,,,49.0,44.0,,correcto,,169.0,108.0,1.0,227.0,44.0
2025,3,CA-0001-ma2025.XLS,3,2025-03-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,730,364,394,380.0,326.0,14.0,40.0,14.0,38.0,correcto,,,,,,
2025,3,CA-0001-ma2025.XLS,9,2025-03-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,46,20,38,,,,,,,correcto,,,,,,
2025,3,CA-0001-ma2025.XLS,10,2025-03-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,690,447,360,316.0,,,51.0,44.0,,correcto,,170.0,110.0,1.0,221.0,44.0
2025,4,CA-0001-ab2025.XLS,3,2025-04-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,731,364,394,380.0,323.0,14.0,43.0,14.0,42.0,correcto,,,,,,
2025,4,CA-0001-ab2025.XLS,9,2025-04-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,46,20,38,,,,,,,correcto,,,,,,
2025,4,CA-0001-ab2025.XLS,10,2025-04-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,702,457,360,316.0,,,50.0,44.0,,correcto,,170.0,110.0,1.0,222.0,44.0
2025,5,CA-0001-my2025.XLS,3,2025-05-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,731,364,397,382.0,324.0,15.0,43.0,15.0,41.0,correcto,,,,,,
2025,5,CA-0001-my2025.XLS,9,2025-05-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,20,38,,,,,,,correcto,,,,,,
2025,5,CA-0001-my2025.XLS,10,2025-05-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,695,451,362,318.0,,,49.0,44.0,,correcto,,170.0,109.0,1.0,225.0,44.0
2025,6,CA-0001-jn2025.XLS,3,2025-06-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,727,362,394,377.0,323.0,17.0,37.0,17.0,38.0,correcto,,,,,,
2025,6,CA-0001-jn2025.XLS,9,2025-06-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,19,37,,,,,,,correcto,,,,,,
2025,6,CA-0001-jn2025.XLS,10,2025-06-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,685,445,368,324.0,,,49.0,44.0,,correcto,,171.0,110.0,1.0,231.0,44.0
2025,7,CA-0001-jl2025.XLS,3,2025-07-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,713,355,367,350.0,296.0,17.0,37.0,17.0,39.0,correcto,,,,,,
2025,7,CA-0001-jl2025.XLS,9,2025-07-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,19,37,,,,,,,correcto,,,,,,
2025,7,CA-0001-jl2025.XLS,10,2025-07-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,646,409,340,296.0,,,49.0,44.0,,correcto,,165.0,107.0,1.0,203.0,44.0
2025,8,CA-0001-ag2025.XLS,3,2025-08-29,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,725,362,374,355.0,296.0,19.0,40.0,19.0,42.0,correcto,,,,,,
2025,8,CA-0001-ag2025.XLS,9,2025-08-29,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,19,37,,,,,,,correcto,,,,,,
2025,8,CA-0001-ag2025.XLS,10,2025-08-29,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,649,408,339,295.0,,,50.0,44.0,,correcto,,167.0,110.0,1.0,201.0,44.0
2025,9,CA-0001-se2025.XLS,3,2025-09-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,707,352,383,362.0,298.0,21.0,43.0,21.0,43.0,correcto,,,,,,
2025,9,CA-0001-se2025.XLS,9,2025-09-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,48,19,38,,,,,,,correcto,,,,,,
2025,9,CA-0001-se2025.XLS,10,2025-09-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,650,412,340,296.0,,,48.0,44.0,,correcto,,165.0,109.0,1.0,204.0,44.0
2025,10,CA-0001-oc2025.XLS,3,2025-10-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,712,357,379,359.0,305.0,20.0,34.0,20.0,40.0,correcto,,,,,,
2025,10,CA-0001-oc2025.XLS,9,2025-10-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,48,19,38,,,,,,,correcto,,,,,,
2025,10,CA-0001-oc2025.XLS,10,2025-10-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,654,414,353,309.0,,,52.0,44.0,,correcto,,169.0,109.0,1.0,213.0,44.0
2025,11,CA-0001-no2025.XLS,3,2025-11-28,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,711,356,373,353.0,300.0,20.0,33.0,20.0,38.0,correcto,,,,,,
2025,11,CA-0001-no2025.XLS,9,2025-11-28,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,48,19,38,,,,,,,correcto,,,,,,
2025,11,CA-0001-no2025.XLS,10,2025-11-28,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,647,409,350,307.0,,,53.0,43.0,,correcto,,166.0,110.0,2.0,211.0,43.0
2025,12,CA-0001-di2025.XLS,3,2025-12-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,716,359,376,356.0,296.0,20.0,40.0,20.0,42.0,correcto,,,,,,
2025,12,CA-0001-di2025.XLS,9,2025-12-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,48,19,38,,,,,,,correcto,,,,,,
2025,12,CA-0001-di2025.XLS,10,2025-12-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,638,405,344,301.0,,,59.0,43.0,,correcto,,166.0,115.0,2.0,199.0,43.0
2026,1,CA-0001-en2026.XLS,3,2026-01-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,711,358,369,347.0,289.0,22.0,36.0,22.0,37.0,correcto,,,,,,
2026,1,CA-0001-en2026.XLS,9,2026-01-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,48,19,38,,,,,,,correcto,,,,,,
2026,1,CA-0001-en2026.XLS,10,2026-01-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,637,402,335,292.0,,,54.0,43.0,,correcto,,167.0,110.0,2.0,195.0,43.0
