fecha_cartera,archivo,hoja,fila_excel_aprox,afp,fondo,valor,tipo_valor,participacion_reportada,identificador_especifico,categoria_instrumento,estado_pareja,moneda,total_canonico,participacion_calculada_pct,estado_refinado,fila_categoria_origen,total_refinado,participacion_hoja3_refinada_pct,fuente_detalle,identificador_final,categoria_final,grupo,entidad_administradora,isin,seccion,estado_identificacion,instrumento_sin_isin,fila_instrumento_origen,participacion_hoja10_refinada_pct,valor_abs,ranking
2026-01-30,CA-0001-en2026.XLS,3,549,Prima,3,58986.742316480006,miles_soles,0.0195809728697636,"Krane Funds Advisors, LLC",FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,3344285.975979006,1.7638067659334136,pareja_exacta_original,,3033496.843050938,1.944513060945009,hoja_3,"Krane Funds Advisors, LLC",FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,58986.742316480006,13
2026-01-30,CA-0001-en2026.XLS,3,373,Prima,3,57561.2146549021,miles_soles,0.0191077611382749,Blackstone Growth Associates L.P.,Fondo Mutuo Alternativo Extranjero,pareja_exacta,,3344285.975979006,1.7211809955352768,pareja_exacta_original,,3033496.843050938,1.897520176649003,hoja_3,Blackstone Growth Associates L.P.,Fondo Mutuo Alternativo Extranjero,,,,,,,,,57561.2146549021,14
2026-01-30,CA-0001-en2026.XLS,3,553,Prima,3,49334.00777072,miles_soles,0.0163766946567803,LARRAINVIAL ASSET MANAGEMENT SICAV,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,3344285.975979006,1.4751731199147216,pareja_exacta_original,,3033496.843050938,1.6263081955642436,hoja_3,LARRAINVIAL ASSET MANAGEMENT SICAV,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,49334.00777072,15
2026-01-30,CA-0001-en2026.XLS,3,401,Prima,3,48104.1802044186,miles_soles,0.0159684466460488,"CD&R Associates XI, L.P.",Fondo Mutuo Alternativo Extranjero,pareja_exacta,,3344285.975979006,1.438399124654302,pareja_exacta_original,,3033496.843050938,1.5857666150078416,hoja_3,"CD&R Associates XI, L.P.",Fondo Mutuo Alternativo Extranjero,,,,,,,,,48104.1802044186,16
2026-01-30,CA-0001-en2026.XLS,3,123,Prima,3,44896.9932948176,miles_soles,0.014903803348268,HOCHSCHILD MINING PLC,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,sin_categoria_adyacente,,3344285.975979006,1.3424986265319148,pareja_exacta_heuristica,124.0,3033496.843050938,1.4800408774997265,hoja_3,HOCHSCHILD MINING PLC,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,,,,,,,,44896.9932948176,17
2026-01-30,CA-0001-en2026.XLS,3,155,Prima,3,41825.22599736,miles_soles,0.0138841133340097,Nexa Resources S.A. Peru,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,sin_categoria_adyacente,,3344285.975979006,1.2506474116680797,pareja_exacta_heuristica,156.0,3033496.843050938,1.3787792821730547,hoja_3,Nexa Resources S.A. Peru,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,,,,,,,,41825.22599736,18
2026-01-30,CA-0001-en2026.XLS,3,141,Prima,3,40979.333906880296,miles_soles,0.0136033148117661,Línea Amarilla S.A.C.,BONO PARA NUEVOS PROYECTOS,sin_categoria_adyacente,,3344285.975979006,1.22535375865648,pareja_exacta_heuristica,142.0,3033496.843050938,1.3508942328637914,hoja_3,Línea Amarilla S.A.C.,BONO PARA NUEVOS PROYECTOS,,,,,,,,,40979.333906880296,19
2026-01-30,CA-0001-en2026.XLS,3,98,Prima,3,38731.1593128834,miles_soles,0.0128570209158368,CEMENTOS PACASMAYO S.A.A.,,sin_categoria_adyacente,,3344285.975979006,1.158129406129667,pendiente_sin_categoria,,3033496.843050938,1.2767825818447054,hoja_3,CEMENTOS PACASMAYO S.A.A.,,,,,,,,,,38731.1593128834,20
2026-01-30,CA-0001-en2026.XLS,3,369,Profuturo,3,632808.6330319999,miles_soles,0.1778255248616463,BlackRock Fund Advisors,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,4454524.3766899705,14.20597530778857,pareja_exacta_original,,3652176.098114818,17.326892680740215,hoja_3,BlackRock Fund Advisors,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,632808.6330319999,1
2026-01-30,CA-0001-en2026.XLS,3,190,Profuturo,3,277315.778352,miles_soles,0.0779284941192745,BlackRock Institutional Trust Company PE,FONDOS MUTUOS DEL EXT - ETF DEL MERCADO LOCAL,sin_categoria_adyacente,,4454524.3766899705,6.225485706244252,pareja_exacta_heuristica,191.0,3652176.098114818,7.593165578602439,hoja_3,BlackRock Institutional Trust Company PE,FONDOS MUTUOS DEL EXT - ETF DEL MERCADO LOCAL,,,,,,,,,277315.778352,2
2026-01-30,CA-0001-en2026.XLS,3,697,Profuturo,3,265889.0334,miles_soles,0.0747174650458977,VAN ECK ASSOCIATES CORPORATION,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,4454524.3766899705,5.968965728223818,pareja_exacta_original,,3652176.098114818,7.280290606393453,hoja_3,VAN ECK ASSOCIATES CORPORATION,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,265889.0334,3
2026-01-30,CA-0001-en2026.XLS,3,63,Profuturo,3,207599.5262256,miles_soles,0.0583375333159047,CONSORCIO CREDICORP,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,4454524.3766899705,4.660419579516619,pareja_exacta_original,,3652176.098114818,5.684269341030922,hoja_3,CONSORCIO CREDICORP,ACCIONES DEL CAPITAL SOCIAL,,,,,,,,,207599.5262256,4
2026-01-30,CA-0001-en2026.XLS,3,123,Profuturo,3,192279.29573941103,miles_soles,0.0540323960516503,HOCHSCHILD MINING PLC,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,sin_categoria_adyacente,,4454524.3766899705,4.316494410617374,pareja_exacta_heuristica,124.0,3652176.098114818,5.264787090596805,hoja_3,HOCHSCHILD MINING PLC,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,,,,,,,,192279.29573941103,5
2026-01-30,CA-0001-en2026.XLS,3,148,Profuturo,3,179050.14472,miles_soles,0.0503148729321738,MINSUR,ACCIONES DEL TRABAJO,pareja_exacta,,4454524.3766899705,4.01951206411507,pareja_exacta_original,,3652176.098114818,4.90256055321161,hoja_3,MINSUR,ACCIONES DEL TRABAJO,,,,,,,,,179050.14472,6
2026-01-30,CA-0001-en2026.XLS,3,125,Profuturo,3,171089.35392768,miles_soles,0.0480778114777887,HudBay Minerals Inc.,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,sin_categoria_adyacente,,4454524.3766899705,3.840799588458232,pareja_exacta_heuristica,126.0,3652176.098114818,4.684586650024706,hoja_3,HudBay Minerals Inc.,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,,,,,,,,171089.35392768,7
2026-01-30,CA-0001-en2026.XLS,3,681,Profuturo,3,154702.71448,miles_soles,0.0434730026803162,THE VANGUARD GROUP INC.,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,4454524.3766899705,3.472934513267949,pareja_exacta_original,,3652176.098114818,4.2359051240671155,hoja_3,THE VANGUARD GROUP INC.,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,154702.71448,8
2026-01-30,CA-0001-en2026.XLS,3,8,Profuturo,3,137012.61863793002,miles_soles,0.0385019096614101,GOBIERNO CENTRAL,BONOS GOBIERNO CENTRAL DE LA REPUBLICA,sin_categoria_adyacente,,4454524.3766899705,3.075808033623113,pareja_exacta_heuristica,9.0,3652176.098114818,3.7515337419970867,hoja_3,GOBIERNO CENTRAL,BONOS GOBIERNO CENTRAL DE LA REPUBLICA,,,,,,,,,137012.61863793002,9
2026-01-30,CA-0001-en2026.XLS,3,226,Profuturo,3,104144.412742,miles_soles,0.0292656166344013,Grupo Coril Sociedad Titulizadora S.A.,TITULOS CON DERECHO DE PARTICIPACION,pareja_exacta,,4454524.3766899705,2.337946858860535,pareja_exacta_original,,3652176.098114818,2.851571499954707,hoja_3,Grupo Coril Sociedad Titulizadora S.A.,TITULOS CON DERECHO DE PARTICIPACION,,,,,,,,,104144.412742,10
2026-01-30,CA-0001-en2026.XLS,3,300,Profuturo,3,79586.634848,miles_soles,0.0223646365979683,Hecla Mining Company,ACCIONES EN EL EXTRANJERO,pareja_exacta,,4454524.3766899705,1.7866471954776582,pareja_exacta_original,,3652176.098114818,2.1791565551584733,hoja_3,Hecla Mining Company,ACCIONES EN EL EXTRANJERO,,,,,,,,,79586.634848,11
2026-01-30,CA-0001-en2026.XLS,3,669,Profuturo,3,78268.4346752,miles_soles,0.0219942092280417,State Street Global Advisors Inc,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,4454524.3766899705,1.7570548066763307,pareja_exacta_original,,3652176.098114818,2.1430630005930063,hoja_3,State Street Global Advisors Inc,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,78268.4346752,12
2026-01-30,CA-0001-en2026.XLS,3,285,Profuturo,3,74677.628093396,miles_soles,0.0209851568356518,STATE STREET BANK AND TRUST COMPANY,CUENTAS CORRIENTES DEL EXTERIOR,pareja_exacta,,4454524.3766899705,1.6764444815741877,pareja_exacta_original,,3652176.098114818,2.04474335539141,hoja_3,STATE STREET BANK AND TRUST COMPANY,CUENTAS CORRIENTES DEL EXTERIOR,,,,,,,,,74677.628093396,13
2026-01-30,CA-0001-en2026.XLS,3,503,Profuturo,3,73669.3822430445,miles_soles,0.0207018297156198,HIPEP VII Associates LLC,Fondo Mutuo Alternativo Extranjero,pareja_exacta,,4454524.3766899705,1.6538102839564233,pareja_exacta_original,,3652176.098114818,2.0171366402915565,hoja_3,HIPEP VII Associates LLC,Fondo Mutuo Alternativo Extranjero,,,,,,,,,73669.3822430445,14
2026-01-30,CA-0001-en2026.XLS,3,339,Profuturo,3,73458.71377599999,miles_soles,0.0206426297793855,ARK Investment Management LLC,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,4454524.3766899705,1.6490809694611,pareja_exacta_original,,3652176.098114818,2.011368340478378,hoja_3,ARK Investment Management LLC,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,73458.71377599999,15
2026-01-30,CA-0001-en2026.XLS,3,131,Profuturo,3,69226.256411447,miles_soles,0.0194532671300487,InRetail Peru Corp.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,4454524.3766899705,1.5540661708733772,pareja_exacta_original,,3652176.098114818,1.8954796962605456,hoja_3,InRetail Peru Corp.,ACCIONES DEL CAPITAL SOCIAL,,,,,,,,,69226.256411447,16
2026-01-30,CA-0001-en2026.XLS,3,101,Profuturo,3,60215.75313408,miles_soles,0.016921226018523,CIA MINERA BUENAVENTURA,,sin_categoria_adyacente,,4454524.3766899705,1.3517886095580107,pendiente_sin_categoria,,3652176.098114818,1.648763682703093,hoja_3,CIA MINERA BUENAVENTURA,,,,,,,,,,60215.75313408,17
2026-01-30,CA-0001-en2026.XLS,3,114,Profuturo,3,59211.51408,miles_soles,0.016639024848127,Ferreycorp S.A.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,4454524.3766899705,1.3292443608535909,pareja_exacta_original,,3652176.098114818,1.6212666774355111,hoja_3,Ferreycorp S.A.A.,ACCIONES DEL CAPITAL SOCIAL,,,,,,,,,59211.51408,18
2026-01-30,CA-0001-en2026.XLS,3,563,Profuturo,3,55420.9553011373,miles_soles,0.0155738401000294,Lexington Partners GP Holdings VIII LLC,Fondo Mutuo Alternativo Extranjero,pareja_exacta,,4454524.3766899705,1.2441497815378222,pareja_exacta_original,,3652176.098114818,1.5174776301105666,hoja_3,Lexington Partners GP Holdings VIII LLC,Fondo Mutuo Alternativo Extranjero,,,,,,,,,55420.9553011373,19
2026-01-30,CA-0001-en2026.XLS,3,315,Profuturo,3,51368.7284068592,miles_soles,0.0144351240068546,"Altamar Capital Privado, S.G.E.C.R.",Fondo Mutuo Alternativo Extranjero,pareja_exacta,,4454524.3766899705,1.1531809922438865,pareja_exacta_original,,3652176.098114818,1.4065238648644225,hoja_3,"Altamar Capital Privado, S.G.E.C.R.",Fondo Mutuo Alternativo Extranjero,,,,,,,,,51368.7284068592,20
