afp,modelo_codigo,familia,parametros,umbral,brier,auc,prevalencia_caida_pct,n,n_alertas,tp,fp,fn,tn,precision_alerta_pct,cobertura_caidas_pct,falsas_alarmas_pct,cobertura_alertas_pct,puntaje_control_riesgo
Prima,gradient_d2_lr0.05,gradient_boosting,"{""learning_rate"": 0.05, ""max_depth"": 2, ""n_estimators"": 160}",0.65,0.2464211762500345,0.5836180185906094,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,gradient_d2_lr0.05,gradient_boosting,"{""learning_rate"": 0.05, ""max_depth"": 2, ""n_estimators"": 160}",0.7,0.2464211762500345,0.5836180185906094,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,gradient_d2_lr0.05,gradient_boosting,"{""learning_rate"": 0.05, ""max_depth"": 2, ""n_estimators"": 160}",0.75,0.2464211762500345,0.5836180185906094,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,gradient_d3_lr0.03,gradient_boosting,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 160}",0.55,0.2480888379246924,0.5782156192897433,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,gradient_d3_lr0.03,gradient_boosting,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 160}",0.6,0.2480888379246924,0.5782156192897433,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,gradient_d3_lr0.03,gradient_boosting,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 160}",0.65,0.2480888379246924,0.5782156192897433,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,gradient_d3_lr0.03,gradient_boosting,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 160}",0.7,0.2480888379246924,0.5782156192897433,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,gradient_d3_lr0.03,gradient_boosting,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 160}",0.75,0.2480888379246924,0.5782156192897433,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,gradient_d3_lr0.05,gradient_boosting,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 160}",0.55,0.24803919026934415,0.5776140916364958,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
Prima,gradient_d3_lr0.05,gradient_boosting,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 160}",0.6,0.24803919026934415,0.5776140916364958,48.31649831649832,594,0,0,0,287,307,,0.0,0.0,0.0,0.0
