fecha,SPY,NEM,FCX,EPU,MCHI,EEM,USD_PEN,ret_SPY,ret_NEM,ret_FCX,ret_EPU,ret_MCHI,ret_EEM,ret_USD_PEN
2025-10-09,671.1599731445312,85.20999908447266,43.310001373291016,62.650001525878906,65.12000274658203,53.93000030517578,3.4265,-0.0028970186885769,-0.0360859998455134,0.0107351905612724,-0.0138516806284709,-0.0152728647933481,-0.0102771399530404,-0.0056587347649449
2025-10-10,653.02001953125,85.13999938964844,40.880001068115234,60.90999984741211,61.38999938964844,51.93999862670898,3.437,-0.0270277643767872,-0.0008214962513357,-0.0561071398781886,-0.0277733700891938,-0.0572789189129659,-0.0368997156908195,0.0030643513789581
2025-10-13,663.0399780273438,89.4000015258789,42.77999877929688,63.40999984741211,63.29999923706055,53.45000076293945,3.426,0.0153440295801134,0.0500352615312376,0.0464774379045591,0.0410441636227687,0.0311125568724826,0.0290720480584298,-0.0032004655222577
2025-10-14,662.22998046875,90.54000091552734,41.970001220703125,63.29999923706055,62.58000183105469,52.970001220703125,3.426,-0.0012216421112398,0.0127516708075048,-0.0189340248178254,-0.0017347517838868,-0.0113743667406605,-0.0089803467798852,0.0
2025-10-15,665.1699829101562,93.58000183105467,41.709999084472656,64.0999984741211,63.25,53.84000015258789,3.406,0.0044395489907074,0.0335763296309619,-0.0061949518386531,0.0126382187472786,0.0107062663685131,0.0164243706217761,-0.0058377116170461
2025-10-16,660.6400146484375,98.2699966430664,41.70000076293945,64.55000305175781,63.400001525878906,54.18999862670898,3.3875,-0.006810241559458,0.0501174900645848,-0.0002397104232237,0.0070203523923388,0.0023715656265439,0.0065007145826367,-0.0054315913094539
2025-10-17,664.3900146484375,90.7699966430664,41.18000030517578,62.970001220703125,63.310001373291016,54.18000030517578,3.381,0.0056763137515907,-0.0763203445222583,-0.0124700347302108,-0.0244771767057516,-0.0014195607322052,-0.00018450492317,-0.001918819188192
2025-10-20,671.2999877929688,94.88999938964844,42.18999862670898,64.0,64.12000274658203,54.91999816894531,3.374,0.0104004771176273,0.0453894777894843,0.0245264282187549,0.0163569756920733,0.0127942087461829,0.0136581369435473,-0.0020703933747411
2025-10-21,671.2899780273438,86.31999969482422,41.310001373291016,61.34999847412109,63.43999862670898,54.310001373291016,3.392,-1.4911017141350236e-05,-0.0903150990615258,-0.020857958806874,-0.0414062738418579,-0.0106051792068785,-0.0111070068461732,0.0053349140486069
2025-10-22,667.7999877929688,87.01000213623047,40.77999877929688,60.709999084472656,63.02999877929688,54.2599983215332,3.408,-0.0051989309368668,0.00799354082305,-0.0128298856541992,-0.0104319381510401,-0.0064627972302555,-0.0009206969341452,0.0047169811320755
2025-10-23,671.760009765625,88.91000366210938,41.22999954223633,61.61000061035156,64.11000061035156,54.7400016784668,3.391,0.0059299521489117,0.0218365875098369,0.0110348400296644,0.0148246012098705,0.017134727145345,0.0088463577549191,-0.0049882629107981
2025-10-24,677.25,83.37000274658203,41.369998931884766,61.619998931884766,64.51000213623047,55.09999847412109,3.385,0.0081725469729738,-0.0623102090579298,0.0033955709726607,0.0001622840680759,0.0062392999855052,0.0065764849217371,-0.0017693895606016
